p_o|p_d|t_1|t_2|demand
72|198|1|2|445.95
72|198|2|3|599.64
72|198|3|4|468.61
72|198|4|6|633.93
72|198|5|6|525.89
72|198|6|8|564.56
72|198|7|8|456.6
72|198|8|9|511.11
72|198|9|11|458.6
72|198|10|11|532.55
72|198|11|12|548.57
72|198|12|14|538.86
72|198|13|15|500.99
72|198|14|15|599.92
72|198|15|16|502.74
72|198|16|17|519.48
72|198|17|18|502.91
72|198|18|20|674.26
72|198|19|21|456.79
72|198|20|21|564.74
72|198|21|22|505.33
72|198|22|24|430.13
72|198|23|24|629.8
72|198|24|26|546.16
72|198|25|27|517.38
72|198|26|27|458.77
72|198|27|29|529.97
72|198|28|29|443.18
72|198|29|30|576.34
72|198|30|31|531.42
72|198|31|32|487.49
72|198|32|34|588.59
72|198|33|34|554.0
72|198|34|36|490.35
72|198|35|36|396.19
72|198|36|37|601.78
72|198|37|38|560.23
72|198|38|40|457.78
72|198|39|40|504.51
72|198|40|42|539.69
72|198|41|43|412.2
72|198|42|43|476.48
72|198|43|44|437.05
72|198|44|45|480.65
72|198|45|46|538.98
72|198|46|48|505.54
72|198|47|49|438.41
72|198|48|49|548.13
72|198|49|51|415.02
72|198|50|52|566.11
72|198|51|1|515.68
72|198|52|2|439.82
72|216|1|2|7.27
72|216|2|4|10.23
72|216|3|5|8.79
72|216|4|6|6.92
72|216|5|7|7.41
72|216|6|8|9.01
72|216|7|9|7.15
72|216|8|10|9.72
72|216|9|11|8.9
72|216|10|11|9.26
72|216|11|13|9.19
72|216|12|14|7.59
72|216|13|14|7.92
72|216|14|16|9.34
72|216|15|16|9.69
72|216|16|17|7.49
72|216|17|18|9.8
72|216|18|20|7.96
72|216|19|21|7.88
72|216|20|21|9.26
72|216|21|23|8.52
72|216|22|24|9.39
72|216|23|24|8.41
72|216|24|26|8.07
72|216|25|27|9.61
72|216|26|27|9.25
72|216|27|28|7.02
72|216|28|29|8.25
72|216|29|31|8.62
72|216|30|32|9.87
72|216|31|33|7.58
72|216|32|33|9.4
72|216|33|35|8.54
72|216|34|35|7.44
72|216|35|37|7.36
72|216|36|37|7.15
72|216|37|38|8.59
72|216|38|40|6.99
72|216|39|41|6.8
72|216|40|41|5.99
72|216|41|43|7.7
72|216|42|44|7.89
72|216|43|44|7.43
72|216|44|46|6.81
72|216|45|46|6.49
72|216|46|47|8.67
