p_o|p_d|t_1|t_2|demand
72|198|1|2|1133.5
72|198|2|3|881.25
72|198|3|4|1082.67
72|198|4|6|1134.83
72|198|5|6|1057.82
72|198|6|8|1199.36
72|198|7|8|1024.7
72|198|8|9|1015.82
72|198|9|11|1103.97
72|198|10|11|1222.04
72|198|11|12|1165.27
72|198|12|14|969.36
72|198|13|15|950.44
72|198|14|15|1070.38
72|198|15|16|964.4
72|198|16|17|918.83
72|198|17|18|1135.85
72|198|18|20|957.51
72|198|19|21|1045.15
72|198|20|21|1185.57
72|198|21|22|1259.07
72|198|22|24|835.58
72|198|23|24|1036.06
72|198|24|26|1098.48
72|198|25|27|1239.1
72|198|26|27|1265.96
72|198|27|29|1285.52
72|198|28|29|1215.92
72|198|29|30|1255.58
72|198|30|31|1239.48
72|198|31|32|935.2
72|198|32|34|930.31
72|198|33|34|875.03
72|198|34|36|1161.9
72|198|35|36|1034.21
72|198|36|37|863.17
72|198|37|38|1146.37
72|198|38|40|864.8
72|198|39|40|876.38
72|198|40|42|843.47
72|198|41|43|1109.85
72|198|42|43|900.84
72|198|43|44|1006.74
72|198|44|45|1078.71
72|198|45|46|1116.43
72|198|46|48|802.17
72|198|47|49|1124.1
72|198|48|49|832.08
72|198|49|51|1145.82
72|198|50|52|944.77
72|198|51|1|999.02
72|198|52|2|1038.73
72|216|1|2|16.66
72|216|2|4|14.0
72|216|3|5|20.03
72|216|4|6|16.16
72|216|5|7|18.6
72|216|6|8|13.61
72|216|7|9|17.45
72|216|8|10|19.27
72|216|9|11|15.92
72|216|10|11|18.24
72|216|11|13|17.95
72|216|12|14|18.61
72|216|13|14|16.59
72|216|14|16|18.96
72|216|15|16|16.58
72|216|16|17|16.02
72|216|17|18|17.68
72|216|18|20|16.36
72|216|19|21|17.41
72|216|20|21|19.2
72|216|21|23|17.94
72|216|22|24|14.64
72|216|23|24|20.95
72|216|24|26|17.95
72|216|25|27|14.01
72|216|26|27|16.36
72|216|27|28|17.38
72|216|28|29|14.56
72|216|29|31|15.26
72|216|30|32|17.16
72|216|31|33|15.57
72|216|32|33|13.18
72|216|33|35|17.51
72|216|34|35|13.35
72|216|35|37|13.62
72|216|36|37|13.41
72|216|37|38|17.99
72|216|38|40|15.99
72|216|39|41|17.29
72|216|40|41|13.31
72|216|41|43|14.9
72|216|42|44|17.74
72|216|43|44|16.15
72|216|44|46|17.72
72|216|45|46|11.94
72|216|46|47|13.65
72|216|47|49|15.64
72|216|48|49|15.41
72|216|49|51|13.67
72|216|50|52|15.35
72|216|51|52|14.62
72|216|52|1|12.79
72|469|1|2|531.34
72|469|2|4|542.31
72|469|3|5|502.68
72|469|4|6|488.1
72|469|5|7|598.05
72|469|6|8|566.21
72|469|7|8|586.72
72|469|8|10|523.38
72|469|9|10|596.45
72|469|10|11|588.52
72|469|11|12|547.12
72|469|12|14|624.67
72|469|13|15|637.72
72|469|14|16|706.4
72|469|15|16|490.25
72|469|16|18|680.53
72|469|17|19|700.7
72|469|18|20|541.0
72|469|19|20|645.87
72|469|20|22|726.12
72|469|21|23|702.12
72|469|22|23|622.4
72|469|23|24|607.54
72|469|24|25|609.22
72|469|25|27|721.81
72|469|26|28|603.5
72|469|27|28|707.67
72|469|28|29|549.87
72|469|29|30|685.28
72|469|30|31|497.22
72|469|31|33|542.67
72|469|32|33|459.85
72|469|33|35|563.78
72|469|34|35|517.85
72|469|35|36|633.96
72|469|36|38|453.44
72|469|37|38|609.17
72|469|38|39|574.72
72|469|39|40|521.78
72|469|40|41|612.27
72|469|41|42|470.93
72|469|42|44|614.99
72|469|43|45|594.12
72|469|44|45|507.88
72|469|45|46|482.3
72|469|46|47|430.03
72|469|47|49|527.84
72|469|48|49|613.5
72|469|49|51|630.93
72|469|50|52|545.74
72|469|51|1|580.33
72|469|52|2|579.56
72|689|1|2|2060.2
72|689|2|3|1688.86
72|689|3|5|1961.37
72|689|4|6|1679.69
72|689|5|7|2127.85
72|689|6|7|2226.79
72|689|7|8|2234.38
72|689|8|10|1649.82
72|689|9|10|1580.62
72|689|10|12|2374.37
72|689|11|13|2317.48
72|689|12|14|2216.73
72|689|13|15|2133.94
72|689|14|15|1760.6
72|689|15|17|2188.59
72|689|16|18|1806.89
72|689|17|19|2146.37
72|689|18|19|2254.54
72|689|19|21|1649.25
72|689|20|22|2368.24
72|689|21|22|1755.78
72|689|22|23|1952.73
72|689|23|25|1927.9
72|689|24|25|1962.98
72|689|25|26|2210.02
72|689|26|27|2261.91
72|689|27|28|1844.21
72|689|28|30|1965.57
72|689|29|31|2050.32
72|689|30|31|1806.99
72|689|31|33|1642.97
72|689|32|33|1991.36
72|689|33|35|1506.64
72|689|34|35|1776.43
72|689|35|37|2069.01
72|689|36|37|1816.5
72|689|37|39|1746.23
72|689|38|40|2231.54
72|689|39|41|1927.54
72|689|40|42|1955.11
72|689|41|43|1577.12
72|689|42|43|1856.6
72|689|43|44|2048.0
72|689|44|45|1813.23
72|689|45|47|2055.43
72|689|46|48|1663.15
72|689|47|48|1868.5
72|689|48|50|1715.55
72|689|49|50|1564.61
72|689|50|52|1633.72
72|689|51|52|1869.36
72|689|52|1|1457.03
72|780|1|2|2441.71
72|780|2|3|3609.8
72|780|3|5|3441.0
72|780|4|6|2808.87
72|780|5|6|2511.77
72|780|6|7|3365.58
72|780|7|9|2812.33
72|780|8|10|3052.38
72|780|9|10|3481.75
72|780|10|12|3145.63
72|780|11|12|2970.98
72|780|12|13|3342.2
72|780|13|14|2736.66
72|780|14|16|2486.87
72|780|15|16|2729.26
72|780|16|17|3715.21
72|780|17|19|3431.8
72|780|18|20|2762.58
72|780|19|20|3187.66
72|780|20|22|3075.75
72|780|21|22|2686.51
72|780|22|23|2416.39
72|780|23|25|2548.69
72|780|24|26|3302.56
72|780|25|26|3174.13
72|780|26|27|3506.74
72|780|27|28|3583.74
72|780|28|30|2849.95
72|780|29|31|3467.7
72|780|30|31|2966.4
72|780|31|33|3395.71
72|780|32|33|3185.16
