p_i|t_i|p_j|t_j|key|tt|pf
72|1|72|2|h|1|-0.042227
72|2|72|3|h|1|-0.048489
72|3|72|4|h|1|-0.054644
72|4|72|5|h|1|-0.057324
72|5|72|6|h|1|-0.048528
72|6|72|7|h|1|-0.044502
72|7|72|8|h|1|-0.054557
72|8|72|9|h|1|-0.055718
72|9|72|10|h|1|-0.050732
72|10|72|11|h|1|-0.057046
72|11|72|12|h|1|-0.044243
72|12|72|13|h|1|-0.058434
72|13|72|14|h|1|-0.040818
72|14|72|15|h|1|-0.048534
72|15|72|16|h|1|-0.051459
72|16|72|17|h|1|-0.047673
72|17|72|18|h|1|-0.051124
72|18|72|19|h|1|-0.043748
72|19|72|20|h|1|-0.048671
72|20|72|21|h|1|-0.042673
72|21|72|22|h|1|-0.054077
72|22|72|23|h|1|-0.049797
72|23|72|24|h|1|-0.056383
72|24|72|25|h|1|-0.053818
72|25|72|26|h|1|-0.046497
72|26|72|27|h|1|-0.046824
72|27|72|28|h|1|-0.048528
72|28|72|29|h|1|-0.04014
72|29|72|30|h|1|-0.039342
72|30|72|31|h|1|-0.047102
72|31|72|32|h|1|-0.055422
72|32|72|33|h|1|-0.0426
72|33|72|34|h|1|-0.048925
72|34|72|35|h|1|-0.043802
72|35|72|36|h|1|-0.052093
72|36|72|37|h|1|-0.040179
72|37|72|38|h|1|-0.055684
72|38|72|39|h|1|-0.048096
72|39|72|40|h|1|-0.048162
72|40|72|41|h|1|-0.040405
72|41|72|42|h|1|-0.051075
72|42|72|43|h|1|-0.04795
72|43|72|44|h|1|-0.051231
72|44|72|45|h|1|-0.057972
72|45|72|46|h|1|-0.048784
72|46|72|47|h|1|-0.044227
72|47|72|48|h|1|-0.053758
72|48|72|49|h|1|-0.047702
72|49|72|50|h|1|-0.045325
72|50|72|51|h|1|-0.048399
72|51|72|52|h|1|-0.049187
72|52|72|1|h|1|-0.056211
72|1|198|6|d|5|-0.058602
72|1|198|6|g|5|0.31959
72|2|198|7|d|5|-0.060902
72|2|198|7|g|5|0.435061
72|3|198|8|d|5|-0.04884
72|3|198|8|g|5|0.423403
72|4|198|9|d|5|-0.057968
72|4|198|9|g|5|0.371945
72|5|198|10|d|5|-0.052386
72|5|198|10|g|5|0.364404
72|6|198|11|d|5|-0.057934
72|6|198|11|g|5|0.292915
72|7|198|12|d|5|-0.046632
72|7|198|12|g|5|0.329901
72|8|198|13|d|5|-0.047983
72|8|198|13|g|5|0.305887
72|9|198|14|d|5|-0.063664
72|9|198|14|g|5|0.367379
72|10|198|15|d|5|-0.060756
72|10|198|15|g|5|0.343655
72|11|198|16|d|5|-0.059215
72|11|198|16|g|5|0.358003
72|12|198|17|d|5|-0.046623
72|12|198|17|g|5|0.351275
72|13|198|18|d|5|-0.05756
72|13|198|18|g|5|0.323762
72|14|198|19|d|5|-0.049069
72|14|198|19|g|5|0.303094
72|15|198|20|d|5|-0.060889
72|15|198|20|g|5|0.441956
72|16|198|21|d|5|-0.055162
72|16|198|21|g|5|0.317272
72|17|198|22|d|5|-0.066755
72|17|198|22|g|5|0.422492
72|18|198|23|d|5|-0.064018
72|18|198|23|g|5|0.377188
72|19|198|24|d|5|-0.059186
72|19|198|24|g|5|0.419366
72|20|198|25|d|5|-0.061427
72|20|198|25|g|5|0.337923
72|21|198|26|d|5|-0.056964
72|21|198|26|g|5|0.360134
72|22|198|27|d|5|-0.058091
72|22|198|27|g|5|0.396699
72|23|198|28|d|5|-0.049373
72|23|198|28|g|5|0.333773
72|24|198|29|d|5|-0.065403
72|24|198|29|g|5|0.366984
72|25|198|30|d|5|-0.060788
72|25|198|30|g|5|0.329399
72|26|198|31|d|5|-0.062945
72|26|198|31|g|5|0.403572
72|27|198|32|d|5|-0.050375
72|27|198|32|g|5|0.39915
72|28|198|33|d|5|-0.066389
72|28|198|33|g|5|0.416385
72|29|198|34|d|5|-0.063574
72|29|198|34|g|5|0.31116
72|30|198|35|d|5|-0.059772
72|30|198|35|g|5|0.409856
72|31|198|36|d|5|-0.048562
72|31|198|36|g|5|0.372097
72|32|198|37|d|5|-0.05529
72|32|198|37|g|5|0.378173
72|33|198|38|d|5|-0.053211
72|33|198|38|g|5|0.293087
72|34|198|39|d|5|-0.05146
72|34|198|39|g|5|0.277373
72|35|198|40|d|5|-0.063444
72|35|198|40|g|5|0.311347
72|36|198|41|d|5|-0.054412
72|36|198|41|g|5|0.284308
72|37|198|42|d|5|-0.050974
72|37|198|42|g|5|0.423806
72|38|198|43|d|5|-0.053495
72|38|198|43|g|5|0.322435
72|39|198|44|d|5|-0.046951
72|39|198|44|g|5|0.298143
72|40|198|45|d|5|-0.066585
72|40|198|45|g|5|0.362219
72|41|198|46|d|5|-0.053103
72|41|198|46|g|5|0.369461
72|42|198|47|d|5|-0.054605
72|42|198|47|g|5|0.282348
72|43|198|48|d|5|-0.064291
72|43|198|48|g|5|0.339595
72|44|198|49|d|5|-0.055082
72|44|198|49|g|5|0.372584
72|45|198|50|d|5|-0.0634
72|45|198|50|g|5|0.290986
72|46|198|51|d|5|-0.067069
72|46|198|51|g|5|0.329085
72|47|198|52|d|5|-0.063261
72|47|198|52|g|5|0.317941
72|48|198|1|d|5|-0.048263
72|48|198|1|g|5|0.332878
72|49|198|2|d|5|-0.059039
72|49|198|2|g|5|0.302146
72|50|198|3|d|5|-0.047603
72|50|198|3|g|5|0.356148
72|51|198|4|d|5|-0.06587
72|51|198|4|g|5|0.349985
72|52|198|5|d|5|-0.066445
72|52|198|5|g|5|0.281931
72|1|216|6|d|5|-0.06382
72|1|216|6|g|5|0.330957
72|2|216|7|d|5|-0.063933
72|2|216|7|g|5|0.369135
72|3|216|8|d|5|-0.059635
72|3|216|8|g|5|0.454795
72|4|216|9|d|5|-0.046052
72|4|216|9|g|5|0.415822
72|5|216|10|d|5|-0.061016
72|5|216|10|g|5|0.322979
72|6|216|11|d|5|-0.049036
72|6|216|11|g|5|0.421698
72|7|216|12|d|5|-0.052462
72|7|216|12|g|5|0.367187
72|8|216|13|d|5|-0.046418
72|8|216|13|g|5|0.424108
72|9|216|14|d|5|-0.05129
72|9|216|14|g|5|0.297547
72|10|216|15|d|5|-0.062302
72|10|216|15|g|5|0.417342
72|11|216|16|d|5|-0.051725
72|11|216|16|g|5|0.420649
72|12|216|17|d|5|-0.065879
72|12|216|17|g|5|0.396509
72|13|216|18|d|5|-0.066565
72|13|216|18|g|5|0.384624
72|14|216|19|d|5|-0.046981
72|14|216|19|g|5|0.389677
72|15|216|20|d|5|-0.052781
72|15|216|20|g|5|0.340581
72|16|216|21|d|5|-0.060331
72|16|216|21|g|5|0.37717
72|17|216|22|d|5|-0.056382
72|17|216|22|g|5|0.368789
72|18|216|23|d|5|-0.059853
72|18|216|23|g|5|0.324031
72|19|216|24|d|5|-0.055157
72|19|216|24|g|5|0.446975
72|20|216|25|d|5|-0.056012
72|20|216|25|g|5|0.319276
72|21|216|26|d|5|-0.059911
72|21|216|26|g|5|0.393084
72|22|216|27|d|5|-0.051526
72|22|216|27|g|5|0.303003
72|23|216|28|d|5|-0.057652
72|23|216|28|g|5|0.368768
72|24|216|29|d|5|-0.052681
72|24|216|29|g|5|0.395085
72|25|216|30|d|5|-0.059536
72|25|216|30|g|5|0.390366
72|26|216|31|d|5|-0.055745
72|26|216|31|g|5|0.446016
72|27|216|32|d|5|-0.058361
72|27|216|32|g|5|0.366427
72|28|216|33|d|5|-0.058848
72|28|216|33|g|5|0.306041
72|29|216|34|d|5|-0.060436
72|29|216|34|g|5|0.375805
72|30|216|35|d|5|-0.050092
72|30|216|35|g|5|0.327423
72|31|216|36|d|5|-0.057499
72|31|216|36|g|5|0.401381
72|32|216|37|d|5|-0.063147
72|32|216|37|g|5|0.293102
72|33|216|38|d|5|-0.060018
72|33|216|38|g|5|0.362388
72|34|216|39|d|5|-0.053204
72|34|216|39|g|5|0.402466
72|35|216|40|d|5|-0.052372
72|35|216|40|g|5|0.350539
72|36|216|41|d|5|-0.065039
72|36|216|41|g|5|0.305741
72|37|216|42|d|5|-0.064309
72|37|216|42|g|5|0.360467
72|38|216|43|d|5|-0.056517
72|38|216|43|g|5|0.414711
72|39|216|44|d|5|-0.045607
72|39|216|44|g|5|0.42446
72|40|216|45|d|5|-0.062202
72|40|216|45|g|5|0.274814
72|41|216|46|d|5|-0.052915
72|41|216|46|g|5|0.294754
72|42|216|47|d|5|-0.056067
72|42|216|47|g|5|0.283379
72|43|216|48|d|5|-0.054166
72|43|216|48|g|5|0.305341
72|44|216|49|d|5|-0.050645
72|44|216|49|g|5|0.288267
72|45|216|50|d|5|-0.056287
72|45|216|50|g|5|0.379439
72|46|216|51|d|5|-0.057094
72|46|216|51|g|5|0.366721
72|47|216|52|d|5|-0.064444
72|47|216|52|g|5|0.272168
72|48|216|1|d|5|-0.058752
72|48|216|1|g|5|0.326875
72|49|216|2|d|5|-0.051917
72|49|216|2|g|5|0.319631
72|50|216|3|d|5|-0.051813
72|50|216|3|g|5|0.33107
