p_o|p_d|t_1|t_2|demand
72|198|1|2|594.6
72|198|2|3|799.52
72|198|3|4|624.81
72|198|4|6|845.24
72|198|5|6|701.19
72|198|6|8|752.75
72|198|7|8|608.8
72|198|8|9|681.49
72|198|9|11|611.46
72|198|10|11|710.07
72|198|11|12|731.43
72|198|12|14|718.48
72|198|13|15|667.98
72|198|14|15|799.89
72|198|15|16|670.32
72|198|16|17|692.64
72|198|17|18|670.55
72|198|18|20|899.01
72|198|19|21|609.06
72|198|20|21|752.98
72|198|21|22|673.77
72|198|22|24|573.5
72|198|23|24|839.74
72|198|24|26|728.21
72|198|25|27|689.84
72|198|26|27|611.7
72|198|27|29|706.63
72|198|28|29|590.9
72|198|29|30|768.45
72|198|30|31|708.56
72|198|31|32|649.99
72|198|32|34|784.78
72|198|33|34|738.67
72|198|34|36|653.8
72|198|35|36|528.25
72|198|36|37|802.37
72|198|37|38|746.98
72|198|38|40|610.37
72|198|39|40|672.68
72|198|40|42|719.59
72|198|41|43|549.6
72|198|42|43|635.31
72|198|43|44|582.73
72|198|44|45|640.86
72|198|45|46|718.64
72|198|46|48|674.05
72|198|47|49|584.55
72|198|48|49|730.84
72|198|49|51|553.37
72|198|50|52|754.82
72|198|51|1|687.57
72|198|52|2|586.42
72|216|1|2|9.69
72|216|2|4|13.65
72|216|3|5|11.72
72|216|4|6|9.23
72|216|5|7|9.89
72|216|6|8|12.01
72|216|7|9|9.53
72|216|8|10|12.96
72|216|9|11|11.87
72|216|10|11|12.35
72|216|11|13|12.25
72|216|12|14|10.12
72|216|13|14|10.56
72|216|14|16|12.45
72|216|15|16|12.93
72|216|16|17|9.98
72|216|17|18|13.07
72|216|18|20|10.61
72|216|19|21|10.51
72|216|20|21|12.34
72|216|21|23|11.36
72|216|22|24|12.52
72|216|23|24|11.21
72|216|24|26|10.75
72|216|25|27|12.82
72|216|26|27|12.33
72|216|27|28|9.36
72|216|28|29|10.99
72|216|29|31|11.5
72|216|30|32|13.16
72|216|31|33|10.11
72|216|32|33|12.54
72|216|33|35|11.39
72|216|34|35|9.91
72|216|35|37|9.81
72|216|36|37|9.53
72|216|37|38|11.45
72|216|38|40|9.32
72|216|39|41|9.07
72|216|40|41|7.99
72|216|41|43|10.26
72|216|42|44|10.52
72|216|43|44|9.91
72|216|44|46|9.08
72|216|45|46|8.66
72|216|46|47|11.56
72|216|47|49|11.66
72|216|48|49|10.55
72|216|49|51|10.29
72|216|50|52|11.45
72|216|51|52|12.12
72|216|52|1|10.9
72|469|1|2|402.18
72|469|2|4|335.6
72|469|3|5|414.65
72|469|4|6|422.59
72|469|5|7|385.25
72|469|6|8|400.67
72|469|7|8|418.64
72|469|8|10|449.3
72|469|9|10|376.55
72|469|10|11|409.44
72|469|11|12|412.58
