p_o|p_d|t_1|t_2|demand
72|198|1|2|495.07
72|198|2|3|566.26
72|198|3|4|469.77
72|198|4|6|639.21
72|198|5|6|460.12
72|198|6|8|425.86
72|198|7|8|442.56
72|198|8|9|473.4
72|198|9|11|515.9
72|198|10|11|653.76
72|198|11|12|452.86
72|198|12|14|637.93
72|198|13|15|580.94
72|198|14|15|592.98
72|198|15|16|641.69
72|198|16|17|533.33
72|198|17|18|515.83
72|198|18|20|652.22
72|198|19|21|588.29
72|198|20|21|452.1
72|198|21|22|549.82
72|198|22|24|554.94
72|198|23|24|466.02
72|198|24|26|494.2
72|198|25|27|505.29
72|198|26|27|479.73
72|198|27|29|578.24
72|198|28|29|535.32
72|198|29|30|506.64
72|198|30|31|588.83
72|198|31|32|468.46
72|198|32|34|544.24
72|198|33|34|526.9
72|198|34|36|554.98
72|198|35|36|554.06
72|198|36|37|516.78
72|198|37|38|614.37
72|198|38|40|555.62
72|198|39|40|526.41
72|198|40|42|479.24
72|198|41|43|469.38
72|198|42|43|500.77
72|198|43|44|390.57
72|198|44|45|472.23
72|198|45|46|465.15
72|198|46|48|488.32
72|198|47|49|582.3
72|198|48|49|576.02
72|198|49|51|559.17
72|198|50|52|550.92
72|198|51|1|585.2
72|198|52|2|444.77
72|216|1|2|8.97
72|216|2|4|9.61
72|216|3|5|9.86
72|216|4|6|9.7
72|216|5|7|7.74
72|216|6|8|7.39
72|216|7|9|7.63
72|216|8|10|9.64
72|216|9|11|9.7
72|216|10|11|7.05
72|216|11|13|7.06
72|216|12|14|7.94
72|216|13|14|7.38
72|216|14|16|7.67
72|216|15|16|9.22
72|216|16|17|9.15
72|216|17|18|10.39
72|216|18|20|8.13
72|216|19|21|7.49
72|216|20|21|7.85
72|216|21|23|8.38
72|216|22|24|7.95
72|216|23|24|8.33
72|216|24|26|8.14
72|216|25|27|8.65
72|216|26|27|7.4
72|216|27|28|9.58
72|216|28|29|7.26
72|216|29|31|9.44
72|216|30|32|7.84
72|216|31|33|6.97
72|216|32|33|7.38
72|216|33|35|7.89
72|216|34|35|6.83
72|216|35|37|8.26
72|216|36|37|9.19
72|216|37|38|7.39
72|216|38|40|7.45
72|216|39|41|8.94
72|216|40|41|6.03
72|216|41|43|7.94
72|216|42|44|6.44
72|216|43|44|8.5
72|216|44|46|7.55
72|216|45|46|6.82
72|216|46|47|6.38
72|216|47|49|7.62
72|216|48|49|8.62
72|216|49|51|8.01
72|216|50|52|9.34
72|216|51|52|8.62
72|216|52|1|9.15
72|469|1|2|249.77
72|469|2|4|266.86
72|469|3|5|321.44
72|469|4|6|240.24
72|469|5|7|288.09
72|469|6|8|281.02
72|469|7|8|271.46
72|469|8|10|326.92
72|469|9|10|308.57
72|469|10|11|338.03
72|469|11|12|249.9
72|469|12|14|320.82
72|469|13|15|328.53
72|469|14|16|302.78
72|469|15|16|282.4
72|469|16|18|332.75
72|469|17|19|349.54
72|469|18|20|280.15
72|469|19|20|341.98
72|469|20|22|359.9
72|469|21|23|316.92
72|469|22|23|282.1
72|469|23|24|346.02
72|469|24|25|304.31
72|469|25|27|345.34
72|469|26|28|280.84
72|469|27|28|342.2
72|469|28|29|292.02
72|469|29|30|348.82
72|469|30|31|295.32
72|469|31|33|228.39
72|469|32|33|331.24
72|469|33|35|307.32
72|469|34|35|279.16
72|469|35|36|223.7
72|469|36|38|309.01
72|469|37|38|254.97
72|469|38|39|269.83
72|469|39|40|268.1
72|469|40|41|265.02
72|469|41|42|257.0
72|469|42|44|260.33
72|469|43|45|264.74
72|469|44|45|263.08
72|469|45|46|266.34
72|469|46|47|265.01
72|469|47|49|255.65
72|469|48|49|275.8
72|469|49|51|278.53
72|469|50|52|280.03
72|469|51|1|229.21
72|469|52|2|264.01
72|689|1|2|838.31
72|689|2|3|1034.83
72|689|3|5|1178.09
72|689|4|6|980.62
72|689|5|7|1047.7
72|689|6|7|855.05
72|689|7|8|762.92
72|689|8|10|794.66
72|689|9|10|1044.79
72|689|10|12|1042.67
72|689|11|13|1063.35
72|689|12|14|813.55
72|689|13|15|894.14
72|689|14|15|807.88
72|689|15|17|1061.02
72|689|16|18|969.29
72|689|17|19|838.07
72|689|18|19|965.27
72|689|19|21|1014.31
72|689|20|22|952.36
72|689|21|22|1018.89
72|689|22|23|1011.06
72|689|23|25|1067.58
72|689|24|25|1218.56
72|689|25|26|1020.52
72|689|26|27|1049.67
72|689|27|28|1084.96
72|689|28|30|964.95
72|689|29|31|1103.67
72|689|30|31|1113.17
72|689|31|33|798.57
72|689|32|33|851.87
72|689|33|35|977.43
72|689|34|35|1008.14
72|689|35|37|970.22
72|689|36|37|940.07
72|689|37|39|818.0
72|689|38|40|1091.11
72|689|39|41|861.57
72|689|40|42|808.49
72|689|41|43|785.47
