p_o|p_d|t_1|t_2|demand
72|198|1|2|660.1
72|198|2|3|755.02
72|198|3|4|626.36
72|198|4|6|852.28
72|198|5|6|613.5
72|198|6|8|567.81
72|198|7|8|590.08
72|198|8|9|631.2
72|198|9|11|687.86
72|198|10|11|871.68
72|198|11|12|603.82
72|198|12|14|850.57
72|198|13|15|774.59
72|198|14|15|790.64
72|198|15|16|855.59
72|198|16|17|711.11
72|198|17|18|687.78
72|198|18|20|869.62
72|198|19|21|784.39
72|198|20|21|602.8
72|198|21|22|733.09
72|198|22|24|739.91
72|198|23|24|621.36
72|198|24|26|658.94
72|198|25|27|673.72
72|198|26|27|639.63
72|198|27|29|770.98
72|198|28|29|713.76
72|198|29|30|675.52
72|198|30|31|785.11
72|198|31|32|624.61
72|198|32|34|725.66
72|198|33|34|702.53
72|198|34|36|739.98
72|198|35|36|738.74
72|198|36|37|689.04
72|198|37|38|819.16
72|198|38|40|740.83
72|198|39|40|701.88
72|198|40|42|638.98
72|198|41|43|625.84
72|198|42|43|667.69
72|198|43|44|520.76
72|198|44|45|629.64
72|198|45|46|620.2
72|198|46|48|651.1
72|198|47|49|776.4
72|198|48|49|768.02
72|198|49|51|745.56
72|198|50|52|734.56
72|198|51|1|780.26
72|198|52|2|593.02
72|216|1|2|11.95
72|216|2|4|12.81
72|216|3|5|13.14
72|216|4|6|12.93
72|216|5|7|10.31
72|216|6|8|9.85
72|216|7|9|10.17
72|216|8|10|12.86
72|216|9|11|12.93
72|216|10|11|9.41
72|216|11|13|9.42
72|216|12|14|10.59
72|216|13|14|9.85
72|216|14|16|10.23
72|216|15|16|12.3
72|216|16|17|12.21
72|216|17|18|13.86
72|216|18|20|10.84
72|216|19|21|9.98
72|216|20|21|10.47
72|216|21|23|11.17
72|216|22|24|10.6
72|216|23|24|11.11
72|216|24|26|10.85
72|216|25|27|11.54
72|216|26|27|9.87
72|216|27|28|12.77
72|216|28|29|9.68
72|216|29|31|12.59
72|216|30|32|10.45
72|216|31|33|9.3
72|216|32|33|9.84
72|216|33|35|10.52
72|216|34|35|9.1
72|216|35|37|11.01
72|216|36|37|12.26
72|216|37|38|9.85
72|216|38|40|9.93
72|216|39|41|11.92
72|216|40|41|8.04
72|216|41|43|10.59
72|216|42|44|8.59
72|216|43|44|11.33
72|216|44|46|10.07
72|216|45|46|9.09
72|216|46|47|8.5
72|216|47|49|10.16
72|216|48|49|11.49
72|216|49|51|10.68
72|216|50|52|12.45
72|216|51|52|11.49
72|216|52|1|12.2
72|469|1|2|333.03
72|469|2|4|355.81
72|469|3|5|428.58
72|469|4|6|320.32
72|469|5|7|384.12
72|469|6|8|374.69
72|469|7|8|361.94
72|469|8|10|435.89
72|469|9|10|411.42
72|469|10|11|450.7
72|469|11|12|333.2
72|469|12|14|427.76
72|469|13|15|438.03
72|469|14|16|403.71
72|469|15|16|376.53
72|469|16|18|443.67
72|469|17|19|466.06
72|469|18|20|373.54
72|469|19|20|455.97
72|469|20|22|479.87
72|469|21|23|422.56
72|469|22|23|376.13
72|469|23|24|461.36
72|469|24|25|405.74
72|469|25|27|460.45
72|469|26|28|374.45
72|469|27|28|456.27
72|469|28|29|389.36
72|469|29|30|465.1
72|469|30|31|393.75
72|469|31|33|304.52
72|469|32|33|441.65
72|469|33|35|409.77
72|469|34|35|372.21
72|469|35|36|298.27
72|469|36|38|412.01
72|469|37|38|339.96
72|469|38|39|359.77
72|469|39|40|357.47
72|469|40|41|353.36
72|469|41|42|342.66
72|469|42|44|347.11
72|469|43|45|352.99
72|469|44|45|350.77
72|469|45|46|355.12
72|469|46|47|353.34
72|469|47|49|340.87
72|469|48|49|367.74
72|469|49|51|371.38
72|469|50|52|373.37
72|469|51|1|305.62
72|469|52|2|352.02
72|689|1|2|1117.75
72|689|2|3|1379.77
72|689|3|5|1570.79
72|689|4|6|1307.5
72|689|5|7|1396.94
72|689|6|7|1140.06
72|689|7|8|1017.23
72|689|8|10|1059.55
72|689|9|10|1393.05
72|689|10|12|1390.22
72|689|11|13|1417.8
72|689|12|14|1084.74
72|689|13|15|1192.19
72|689|14|15|1077.18
72|689|15|17|1414.69
72|689|16|18|1292.39
72|689|17|19|1117.43
72|689|18|19|1287.02
72|689|19|21|1352.41
72|689|20|22|1269.81
72|689|21|22|1358.52
72|689|22|23|1348.08
72|689|23|25|1423.44
72|689|24|25|1624.75
72|689|25|26|1360.69
72|689|26|27|1399.57
72|689|27|28|1446.61
72|689|28|30|1286.6
72|689|29|31|1471.56
72|689|30|31|1484.22
72|689|31|33|1064.76
72|689|32|33|1135.83
72|689|33|35|1303.24
72|689|34|35|1344.19
72|689|35|37|1293.63
72|689|36|37|1253.42
72|689|37|39|1090.67
72|689|38|40|1454.82
72|689|39|41|1148.77
72|689|40|42|1077.98
72|689|41|43|1047.3
72|689|42|43|1283.11
72|689|43|44|932.85
72|689|44|45|1111.07
72|689|45|47|1142.4
72|689|46|48|1201.35
72|689|47|48|1400.08
72|689|48|50|1255.25
72|689|49|50|959.42
72|689|50|52|1385.59
72|689|51|52|1350.27
72|689|52|1|1395.41
72|780|1|2|2151.09
72|780|2|3|2250.78
72|780|3|5|1988.23
72|780|4|6|2012.09
72|780|5|6|2244.81
72|780|6|7|1616.22
72|780|7|9|2059.79
72|780|8|10|2195.9
72|780|9|10|2186.11
72|780|10|12|1721.54
72|780|11|12|2311.7
72|780|12|13|1819.75
72|780|13|14|2236.46
72|780|14|16|2052.57
72|780|15|16|2411.5
72|780|16|17|1829.87
72|780|17|19|2404.35
72|780|18|20|2142.57
72|780|19|20|2477.08
72|780|20|22|2226.04
72|780|21|22|2369.86
72|780|22|23|2111.83
72|780|23|25|2196.93
72|780|24|26|1716.13
72|780|25|26|1923.04
72|780|26|27|1789.83
72|780|27|28|2079.01
72|780|28|30|2267.9
72|780|29|31|2013.41
72|780|30|31|1844.86
72|780|31|33|2198.95
72|780|32|33|1750.99
72|780|33|34|1598.98
72|780|34|36|1956.62
72|780|35|36|1809.2
72|780|36|38|1743.72
72|780|37|38|2250.91
72|780|38|40|2005.85
72|780|39|41|2101.78
72|780|40|41|2072.99
72|780|41|43|1696.31
72|780|42|43|2168.05
72|780|43|45|1988.44
72|780|44|46|2052.54
72|780|45|47|2038.33
72|780|46|47|1529.83
72|780|47|49|1732.6
72|780|48|50|1989.92
72|780|49|50|1568.78
72|780|50|52|2018.26
72|780|51|52|1512.0
