p_o|p_d|t_1|t_2|demand
72|198|1|2|743.26
72|198|2|3|999.4
72|198|3|4|781.01
72|198|4|6|1056.55
72|198|5|6|876.48
72|198|6|8|940.94
72|198|7|8|761.0
72|198|8|9|851.86
72|198|9|11|764.33
72|198|10|11|887.59
72|198|11|12|914.29
72|198|12|14|898.1
72|198|13|15|834.98
72|198|14|15|999.87
72|198|15|16|837.9
72|198|16|17|865.8
72|198|17|18|838.19
72|198|18|20|1123.77
72|198|19|21|761.32
72|198|20|21|941.23
72|198|21|22|842.21
72|198|22|24|716.88
72|198|23|24|1049.67
72|198|24|26|910.26
72|198|25|27|862.3
72|198|26|27|764.62
72|198|27|29|883.29
72|198|28|29|738.63
72|198|29|30|960.57
72|198|30|31|885.7
72|198|31|32|812.49
72|198|32|34|980.98
72|198|33|34|923.33
72|198|34|36|817.24
72|198|35|36|660.31
72|198|36|37|1002.97
72|198|37|38|933.72
72|198|38|40|762.97
72|198|39|40|840.85
72|198|40|42|899.48
72|198|41|43|687.0
72|198|42|43|794.14
72|198|43|44|728.41
72|198|44|45|801.08
72|198|45|46|898.3
72|198|46|48|842.56
72|198|47|49|730.68
72|198|48|49|913.55
72|198|49|51|691.71
72|198|50|52|943.52
72|198|51|1|859.46
72|198|52|2|733.03
72|216|1|2|12.11
72|216|2|4|17.06
72|216|3|5|14.65
72|216|4|6|11.53
72|216|5|7|12.36
72|216|6|8|15.02
72|216|7|9|11.91
72|216|8|10|16.2
72|216|9|11|14.84
72|216|10|11|15.44
72|216|11|13|15.31
72|216|12|14|12.65
72|216|13|14|13.2
72|216|14|16|15.57
72|216|15|16|16.16
72|216|16|17|12.48
72|216|17|18|16.33
72|216|18|20|13.26
72|216|19|21|13.13
72|216|20|21|15.43
72|216|21|23|14.19
72|216|22|24|15.65
72|216|23|24|14.01
72|216|24|26|13.44
72|216|25|27|16.02
72|216|26|27|15.41
72|216|27|28|11.7
72|216|28|29|13.74
72|216|29|31|14.37
72|216|30|32|16.46
72|216|31|33|12.64
72|216|32|33|15.67
72|216|33|35|14.23
72|216|34|35|12.39
72|216|35|37|12.26
72|216|36|37|11.91
72|216|37|38|14.31
72|216|38|40|11.66
72|216|39|41|11.34
72|216|40|41|9.99
72|216|41|43|12.83
72|216|42|44|13.15
72|216|43|44|12.38
72|216|44|46|11.35
72|216|45|46|10.82
72|216|46|47|14.45
72|216|47|49|14.57
72|216|48|49|13.19
72|216|49|51|12.86
72|216|50|52|14.32
72|216|51|52|15.14
72|216|52|1|13.63
72|469|1|2|502.72
72|469|2|4|419.5
72|469|3|5|518.31
72|469|4|6|528.24
72|469|5|7|481.57
72|469|6|8|500.83
72|469|7|8|523.29
72|469|8|10|561.62
72|469|9|10|470.69
72|469|10|11|511.79
72|469|11|12|515.73
72|469|12|14|550.58
72|469|13|15|470.92
72|469|14|16|541.37
72|469|15|16|416.79
72|469|16|18|410.15
72|469|17|19|560.05
72|469|18|20|490.25
72|469|19|20|482.89
72|469|20|22|506.9
72|469|21|23|565.72
72|469|22|23|429.61
72|469|23|24|511.03
72|469|24|25|556.79
72|469|25|27|600.57
72|469|26|28|507.5
72|469|27|28|560.02
72|469|28|29|524.08
72|469|29|30|549.29
72|469|30|31|607.24
72|469|31|33|476.06
72|469|32|33|508.1
72|469|33|35|428.97
72|469|34|35|379.73
72|469|35|36|371.95
72|469|36|38|438.75
72|469|37|38|435.13
72|469|38|39|532.78
72|469|39|40|577.97
72|469|40|41|374.14
72|469|41|42|388.3
72|469|42|44|388.09
72|469|43|45|379.76
72|469|44|45|382.3
72|469|45|46|438.79
72|469|46|47|387.18
72|469|47|49|401.04
72|469|48|49|513.63
72|469|49|51|460.22
72|469|50|52|406.56
72|469|51|1|532.17
72|469|52|2|532.9
72|689|1|2|1559.0
72|689|2|3|1502.41
72|689|3|5|1871.9
72|689|4|6|1758.42
72|689|5|7|1773.09
72|689|6|7|1711.69
72|689|7|8|1538.24
72|689|8|10|1792.94
72|689|9|10|1686.54
72|689|10|12|1550.18
72|689|11|13|1405.16
72|689|12|14|1313.34
72|689|13|15|1744.46
72|689|14|15|1831.74
72|689|15|17|1583.56
72|689|16|18|1636.64
72|689|17|19|2007.57
72|689|18|19|2014.88
72|689|19|21|1512.22
72|689|20|22|1961.59
72|689|21|22|1659.46
72|689|22|23|1497.25
72|689|23|25|1542.44
72|689|24|25|1975.2
72|689|25|26|1702.65
72|689|26|27|1827.48
72|689|27|28|1481.58
72|689|28|30|1950.7
72|689|29|31|1494.86
72|689|30|31|1434.29
72|689|31|33|1418.3
72|689|32|33|1571.33
72|689|33|35|1528.22
72|689|34|35|1229.31
72|689|35|37|1365.22
72|689|36|37|1337.4
72|689|37|39|1598.2
72|689|38|40|1505.88
72|689|39|41|1481.58
72|689|40|42|1451.08
72|689|41|43|1402.03
72|689|42|43|1448.62
72|689|43|44|1632.3
72|689|44|45|1583.85
72|689|45|47|1314.26
72|689|46|48|1663.99
72|689|47|48|1579.12
72|689|48|50|1200.41
72|689|49|50|1762.15
72|689|50|52|1695.11
72|689|51|52|1667.05
72|689|52|1|1633.82
72|780|1|2|2042.41
72|780|2|3|2439.84
72|780|3|5|2570.41
72|780|4|6|2485.21
72|780|5|6|2120.99
72|780|6|7|2857.39
72|780|7|9|2136.04
72|780|8|10|2570.73
72|780|9|10|2564.3
72|780|10|12|2415.75
72|780|11|12|2455.49
72|780|12|13|3020.69
72|780|13|14|2391.64
72|780|14|16|2705.76
72|780|15|16|2684.06
72|780|16|17|2355.26
72|780|17|19|2543.08
72|780|18|20|3070.0
