p_o|p_d|t_1|t_2|demand
72|198|1|2|1103.3925
72|198|2|3|1523.375
72|198|3|4|1337.8400000000001
72|198|4|6|1248.52
72|198|5|6|1424.57
72|198|6|8|1341.375
72|198|7|8|1129.6425
72|198|8|9|1275.295
72|198|9|11|1083.11
72|198|10|11|1045.135
72|198|11|12|1520.33
72|198|12|14|1380.6274999999998
72|198|13|15|1467.97
72|198|14|15|813.38
72|198|15|16|720.15
72|198|16|17|835.28
72|198|17|18|824.66
72|198|18|20|686.42
72|198|19|21|789.38
72|198|20|21|692.92
72|198|21|22|643.16
72|198|22|24|575.62
72|198|23|24|760.25
72|198|24|26|716.79
72|198|25|27|620.7
72|198|26|27|789.87
72|198|27|29|797.62
72|198|28|29|651.76
72|198|29|30|865.82
72|198|30|31|822.04
72|198|31|32|772.87
72|198|32|34|546.66
72|198|33|34|806.62
72|198|34|36|785.8
72|198|35|36|655.5
72|198|36|37|800.4
72|198|37|38|729.28
72|198|38|40|608.64
72|198|39|40|792.29
72|198|40|42|649.1
72|198|41|43|599.05
72|198|42|43|580.15
72|198|43|44|640.85
72|198|44|45|680.32
72|198|45|46|730.03
72|198|46|48|668.96
72|198|47|49|629.85
72|198|48|49|676.71
72|198|49|51|654.49
72|198|50|52|723.53
72|198|51|1|689.96
72|198|52|2|779.76
72|216|1|2|19.4425
72|216|2|4|21.5775
72|216|3|5|23.59
72|216|4|6|22.82
72|216|5|7|16.7825
72|216|6|8|18.6725
72|216|7|9|22.400000000000002
72|216|8|10|22.522499999999997
72|216|9|11|17.01
72|216|10|11|19.5125
72|216|11|13|18.165000000000003
72|216|12|14|22.0675
72|216|13|14|22.400000000000002
72|216|14|16|11.12
72|216|15|16|12.44
72|216|16|17|13.13
72|216|17|18|12.57
72|216|18|20|10.27
72|216|19|21|12.8
72|216|20|21|10.18
72|216|21|23|11.97
72|216|22|24|10.11
72|216|23|24|9.64
72|216|24|26|10.46
72|216|25|27|11.5
72|216|26|27|13.64
72|216|27|28|10.36
72|216|28|29|13.61
72|216|29|31|10.85
72|216|30|32|13.73
72|216|31|33|12.77
72|216|32|33|9.16
72|216|33|35|12.01
72|216|34|35|10.37
72|216|35|37|11.01
72|216|36|37|11.67
72|216|37|38|9.3
72|216|38|40|12.52
72|216|39|41|10.16
72|216|40|41|10.87
72|216|41|43|10.32
72|216|42|44|10.92
72|216|43|44|10.46
72|216|44|46|11.13
72|216|45|46|11.51
72|216|46|47|9.88
72|216|47|49|9.78
72|216|48|49|9.03
72|216|49|51|11.56
72|216|50|52|12.69
72|216|51|52|9.1
72|216|52|1|10.08
72|469|1|2|720.8075
72|469|2|4|741.9475
72|469|3|5|805.9625
72|469|4|6|554.4699999999999
72|469|5|7|800.66
72|469|6|8|550.9525
72|469|7|8|653.625
72|469|8|10|608.265
72|469|9|10|798.6999999999999
72|469|10|11|637.4375
72|469|11|12|664.195
72|469|12|14|801.7800000000001
72|469|13|15|699.475
72|469|14|16|458.13
72|469|15|16|434.36
72|469|16|18|334.03
72|469|17|19|396.54
72|469|18|20|364.08
72|469|19|20|342.04
72|469|20|22|392.74
72|469|21|23|460.81
72|469|22|23|322.26
72|469|23|24|330.16
72|469|24|25|483.97
72|469|25|27|413.93
72|469|26|28|409.16
72|469|27|28|472.08
72|469|28|29|433.29
72|469|29|30|455.7
72|469|30|31|451.21
72|469|31|33|396.02
72|469|32|33|403.67
72|469|33|35|381.67
72|469|34|35|340.65
72|469|35|36|328.84
72|469|36|38|321.11
72|469|37|38|361.7
72|469|38|39|404.49
72|469|39|40|400.92
72|469|40|41|374.74
72|469|41|42|405.29
72|469|42|44|378.64
72|469|43|45|303.97
72|469|44|45|281.77
72|469|45|46|306.79
72|469|46|47|412.01
72|469|47|49|368.51
72|469|48|49|403.06
72|469|49|51|322.31
72|469|50|52|406.89
72|469|51|1|397.59
72|469|52|2|404.77
72|689|1|2|2175.565
72|689|2|3|2592.975
72|689|3|5|2771.5275
72|689|4|6|2682.2075
72|689|5|7|1927.6599999999999
72|689|6|7|2313.1324999999997
72|689|7|8|1862.8925
72|689|8|10|2576.0525
72|689|9|10|2658.39
72|689|10|12|2309.5275
72|689|11|13|2731.6800000000003
72|689|12|14|2532.3725
72|689|13|15|2450.8050000000003
72|689|14|15|1345.34
72|689|15|17|1295.58
72|689|16|18|1570.21
72|689|17|19|1180.01
72|689|18|19|1546.08
72|689|19|21|1293.11
72|689|20|22|1502.16
72|689|21|22|1130.55
72|689|22|23|1191.05
72|689|23|25|1598.46
72|689|24|25|1390.59
72|689|25|26|1344.08
72|689|26|27|1451.38
72|689|27|28|1284.96
72|689|28|30|1319.29
72|689|29|31|1361.28
72|689|30|31|1605.89
72|689|31|33|1402.77
72|689|32|33|1010.05
72|689|33|35|1368.21
72|689|34|35|1193.77
72|689|35|37|1058.48
72|689|36|37|1388.69
72|689|37|39|1150.51
72|689|38|40|1201.16
72|689|39|41|1054.12
72|689|40|42|1371.3
72|689|41|43|1297.57
72|689|42|43|1011.47
72|689|43|44|1149.56
72|689|44|45|1071.9
72|689|45|47|935.99
72|689|46|48|1367.66
72|689|47|48|1343.88
72|689|48|50|1393.74
72|689|49|50|1066.83
72|689|50|52|1336.67
72|689|51|52|1016.68
72|689|52|1|1155.2
72|780|1|2|3807.7200000000003
72|780|2|3|2905.595
72|780|3|5|3651.165
72|780|4|6|3442.215
72|780|5|6|3804.5699999999997
72|780|6|7|3074.9950000000003
72|780|7|9|2986.165
72|780|8|10|3642.1525
72|780|9|10|3703.6124999999997
72|780|10|12|3963.4874999999997
72|780|11|12|3232.5825
72|780|12|13|2877.455
72|780|13|14|4078.4449999999997
72|780|14|16|1792.94
72|780|15|16|2029.04
72|780|16|17|2038.71
72|780|17|19|1831.36
72|780|18|20|2167.88
72|780|19|20|2481.42
72|780|20|22|1931.82
72|780|21|22|2052.88
72|780|22|23|1806.15
72|780|23|25|2521.04
72|780|24|26|1882.34
72|780|25|26|1774.04
72|780|26|27|1761.45
72|780|27|28|1961.65
72|780|28|30|2105.96
72|780|29|31|2211.06
72|780|30|31|2145.4
72|780|31|33|2264.81
72|780|32|33|1821.92
72|780|33|34|2078.25
72|780|34|36|1686.37
72|780|35|36|1983.71
72|780|36|38|2219.66
72|780|37|38|2352.64
72|780|38|40|2202.72
72|780|39|41|2343.75
72|780|40|41|1924.34
72|780|41|43|2144.17
72|780|42|43|2127.21
72|780|43|45|1516.37
72|780|44|46|1769.19
72|780|45|47|1685.28
72|780|46|47|1476.34
72|780|47|49|1820.1
72|780|48|50|1562.69
72|780|49|50|1510.23
72|780|50|52|1887.33
72|780|51|52|1670.33
72|780|52|1|2174.02
72|963|1|2|2.065
72|963|2|4|2.3625000000000003
72|963|3|4|2.3275
72|963|4|5|2.1174999999999997
72|963|5|7|2.03
72|963|6|8|1.5575
72|963|7|8|1.7149999999999999
72|963|8|10|2.0475
72|963|9|10|1.855
72|963|10|11|1.8375000000000001
72|963|11|12|1.6624999999999999
72|963|12|13|1.6275000000000002
72|963|13|15|1.7149999999999999
72|963|14|15|1.27
72|963|15|17|1.23
72|963|16|17|1.06
72|963|17|19|0.95
72|963|18|19|1.03
72|963|19|21|1.14
72|963|20|22|1.0
72|963|21|23|1.24
72|963|22|24|1.2
72|963|23|24|0.99
72|963|24|26|1.27
72|963|25|27|1.16
72|963|26|28|1.34
72|963|27|28|1.27
72|963|28|29|1.17
72|963|29|30|1.19
72|963|30|31|1.01
72|963|31|32|1.24
72|963|32|33|1.08
72|963|33|34|1.08
72|963|34|36|1.06
72|963|35|36|0.93
72|963|36|38|1.18
72|963|37|39|1.24
72|963|38|40|1.01
72|963|39|41|1.07
72|963|40|41|0.86
72|963|41|42|0.89
72|963|42|43|0.94
72|963|43|44|1.15
72|963|44|45|1.03
72|963|45|47|1.02
72|963|46|48|1.18
72|963|47|48|1.13
72|963|48|50|0.8
72|963|49|50|0.86
72|963|50|52|0.95
72|963|51|52|0.95
72|963|52|2|1.15
72|1056|1|2|1245.1775
72|1056|2|4|1043.3500000000001
72|1056|3|5|1253.4375
72|1056|4|5|1002.1724999999999
72|1056|5|6|1032.4650000000001
72|1056|6|8|1035.4399999999998
72|1056|7|9|1341.655
72|1056|8|9|1092.4724999999999
72|1056|9|11|1374.1175
72|1056|10|12|1331.575
72|1056|11|12|1329.3875
72|1056|12|14|1344.6125
72|1056|13|15|998.2700000000001
72|1056|14|16|768.71
72|1056|15|17|635.29
72|1056|16|17|828.25
72|1056|17|18|801.46
72|1056|18|20|866.12
72|1056|19|20|840.5
72|1056|20|22|674.52
72|1056|21|23|805.29
72|1056|22|24|612.68
72|1056|23|25|755.91
72|1056|24|26|803.01
72|1056|25|27|673.29
72|1056|26|28|608.92
72|1056|27|28|806.3
72|1056|28|30|583.14
72|1056|29|31|658.7
72|1056|30|32|714.89
72|1056|31|33|734.77
72|1056|32|33|744.26
72|1056|33|34|646.79
72|1056|34|36|643.03
72|1056|35|37|709.47
72|1056|36|37|629.01
72|1056|37|38|679.38
72|1056|38|39|547.41
72|1056|39|41|790.03
72|1056|40|42|619.32
72|1056|41|43|663.33
72|1056|42|44|554.55
72|1056|43|45|642.68
72|1056|44|45|591.21
72|1056|45|47|509.7
72|1056|46|47|692.78
72|1056|47|48|704.06
72|1056|48|50|504.51
72|1056|49|51|595.84
72|1056|50|51|591.87
72|1056|51|52|632.79
72|1056|52|2|619.51
198|72|1|3|1056.71
198|72|2|3|979.47
198|72|3|4|928.96
198|72|4|5|1128.82
198|72|5|6|1266.06
198|72|6|8|1284.74
198|72|7|9|1214.06
198|72|8|10|885.5
198|72|9|11|917.8
198|72|10|11|986.56
198|72|11|13|823.19
198|72|12|14|822.35
198|72|13|14|1000.46
198|72|14|16|607.66
198|72|15|17|818.83
198|72|16|17|557.46
198|72|17|19|641.9
198|72|18|20|859.37
198|72|19|21|844.36
198|72|20|22|1077.53
198|72|21|22|874.35
198|72|22|24|963.73
198|72|23|24|1048.69
198|72|24|25|1087.28
198|72|25|26|1078.92
198|72|26|28|927.94
198|72|27|29|1137.5
198|72|28|29|1047.17
198|72|29|30|1049.64
198|72|30|31|843.45
198|72|31|32|897.97
198|72|32|33|1090.61
198|72|33|34|907.29
198|72|34|36|979.07
198|72|35|36|994.71
198|72|36|37|939.53
198|72|37|39|1035.23
198|72|38|39|983.84
198|72|39|41|804.12
198|72|40|41|838.23
198|72|41|43|817.38
198|72|42|43|838.67
198|72|43|44|892.64
198|72|44|46|696.32
198|72|45|47|805.98
198|72|46|47|842.15
198|72|47|48|980.51
198|72|48|49|855.81
198|72|49|51|975.1
198|72|50|52|892.46
198|72|51|1|945.52
198|72|52|1|1162.1
198|258|1|3|452.99
198|258|2|3|466.69
198|258|3|4|381.76
198|258|4|6|409.32
198|258|5|6|449.45
198|258|6|8|410.2
198|258|7|9|431.25
198|258|8|10|361.04
198|258|9|11|337.33
198|258|10|11|312.31
198|258|11|12|388.18
198|258|12|13|295.58
198|258|13|15|389.19
198|258|14|16|271.02
198|258|15|17|243.86
