p_o|p_d|t_1|t_2|demand
72|198|1|2|1414.945
72|198|2|3|1361.1675
72|198|3|4|1548.3474999999999
72|198|4|6|1109.29
72|198|5|6|1413.8075
72|198|6|8|1053.395
72|198|7|8|1221.8675
72|198|8|9|1293.7749999999999
72|198|9|11|1318.45
72|198|10|11|1359.68
72|198|11|12|1180.1825
72|198|12|14|1499.925
72|198|13|15|1005.0424999999999
72|198|14|15|752.81
72|198|15|16|850.07
72|198|16|17|843.94
72|198|17|18|804.98
72|198|18|20|782.64
72|198|19|21|739.53
72|198|20|21|736.35
72|198|21|22|698.17
72|198|22|24|746.54
72|198|23|24|816.46
72|198|24|26|753.44
72|198|25|27|814.74
72|198|26|27|734.69
72|198|27|29|614.34
72|198|28|29|831.46
72|198|29|30|840.8
72|198|30|31|670.71
72|198|31|32|767.68
72|198|32|34|685.11
72|198|33|34|575.23
72|198|34|36|630.16
72|198|35|36|542.91
72|198|36|37|747.16
72|198|37|38|613.16
72|198|38|40|617.31
72|198|39|40|621.77
72|198|40|42|564.87
72|198|41|43|683.87
72|198|42|43|684.55
72|198|43|44|541.74
72|198|44|45|688.57
72|198|45|46|596.06
72|198|46|48|632.62
72|198|47|49|554.11
72|198|48|49|696.37
72|198|49|51|622.84
72|198|50|52|718.12
72|198|51|1|641.9
72|198|52|2|536.35
72|216|1|2|20.037499999999998
72|216|2|4|20.4575
72|216|3|5|19.845
72|216|4|6|17.255
72|216|5|7|20.5625
72|216|6|8|17.325
72|216|7|9|18.497500000000002
72|216|8|10|15.662499999999998
72|216|9|11|21.5775
72|216|10|11|16.6775
72|216|11|13|23.0475
72|216|12|14|22.68
72|216|13|14|23.3275
72|216|14|16|13.09
72|216|15|16|13.81
72|216|16|17|13.21
72|216|17|18|9.8
72|216|18|20|11.62
72|216|19|21|9.8
72|216|20|21|12.0
72|216|21|23|11.42
72|216|22|24|12.66
72|216|23|24|13.92
72|216|24|26|10.61
72|216|25|27|12.03
72|216|26|27|11.23
72|216|27|28|11.69
72|216|28|29|11.57
72|216|29|31|13.38
72|216|30|32|13.44
72|216|31|33|9.17
72|216|32|33|10.03
72|216|33|35|11.69
72|216|34|35|11.06
72|216|35|37|10.78
72|216|36|37|12.58
72|216|37|38|10.23
72|216|38|40|11.25
72|216|39|41|13.14
72|216|40|41|10.72
72|216|41|43|10.62
72|216|42|44|8.76
72|216|43|44|8.96
72|216|44|46|9.42
72|216|45|46|9.8
72|216|46|47|10.08
72|216|47|49|11.87
72|216|48|49|8.49
72|216|49|51|9.24
72|216|50|52|9.17
72|216|51|52|11.34
72|216|52|1|12.19
72|469|1|2|752.9725
72|469|2|4|766.5174999999999
72|469|3|5|578.7775
72|469|4|6|645.4699999999999
72|469|5|7|787.535
72|469|6|8|709.1175
72|469|7|8|590.59
72|469|8|10|659.2425
72|469|9|10|569.5025
72|469|10|11|706.265
72|469|11|12|811.86
72|469|12|14|565.9325
72|469|13|15|720.5450000000001
72|469|14|16|353.0
72|469|15|16|488.13
72|469|16|18|331.76
72|469|17|19|426.26
72|469|18|20|377.46
72|469|19|20|477.41
72|469|20|22|351.06
72|469|21|23|384.89
72|469|22|23|332.57
72|469|23|24|460.57
72|469|24|25|387.73
72|469|25|27|357.75
72|469|26|28|435.92
72|469|27|28|454.15
72|469|28|29|395.14
72|469|29|30|383.49
72|469|30|31|428.68
72|469|31|33|402.02
72|469|32|33|399.52
72|469|33|35|339.2
72|469|34|35|425.38
72|469|35|36|318.49
72|469|36|38|350.36
72|469|37|38|350.89
72|469|38|39|460.09
72|469|39|40|438.23
72|469|40|41|392.6
72|469|41|42|282.17
72|469|42|44|383.5
72|469|43|45|312.28
72|469|44|45|412.8
72|469|45|46|353.42
72|469|46|47|363.36
72|469|47|49|338.2
72|469|48|49|358.93
72|469|49|51|396.66
72|469|50|52|384.68
72|469|51|1|384.43
72|469|52|2|356.21
72|689|1|2|2330.7725
72|689|2|3|2691.395
72|689|3|5|1936.5324999999998
72|689|4|6|1911.2099999999998
72|689|5|7|2435.7025
72|689|6|7|2095.7825
72|689|7|8|2011.0825
72|689|8|10|1920.2749999999999
72|689|9|10|2314.095
72|689|10|12|2169.0375
72|689|11|13|2314.585
72|689|12|14|2708.44
72|689|13|15|2507.47
72|689|14|15|1457.51
72|689|15|17|1143.47
72|689|16|18|1231.78
72|689|17|19|1131.24
72|689|18|19|1637.65
72|689|19|21|1465.02
72|689|20|22|1101.69
72|689|21|22|1293.48
72|689|22|23|1135.96
72|689|23|25|1378.08
72|689|24|25|1184.7
72|689|25|26|1109.72
72|689|26|27|1225.17
72|689|27|28|1220.34
72|689|28|30|1437.8
72|689|29|31|1315.52
72|689|30|31|1230.65
72|689|31|33|1285.29
72|689|32|33|1025.65
72|689|33|35|1308.61
72|689|34|35|1024.13
72|689|35|37|1081.74
72|689|36|37|1110.62
72|689|37|39|1249.48
72|689|38|40|1528.7
72|689|39|41|1187.82
72|689|40|42|1050.64
72|689|41|43|1006.72
72|689|42|43|1126.29
72|689|43|44|1007.57
72|689|44|45|980.63
72|689|45|47|1315.92
72|689|46|48|959.04
72|689|47|48|1283.02
72|689|48|50|1027.75
72|689|49|50|957.03
72|689|50|52|1384.07
72|689|51|52|1297.04
72|689|52|1|1109.07
72|780|1|2|2781.2574999999997
72|780|2|3|3415.8075000000003
72|780|3|5|3210.5325
72|780|4|6|4146.0125
72|780|5|6|3576.4225
72|780|6|7|4072.4249999999997
72|780|7|9|3230.7975
72|780|8|10|3512.67
72|780|9|10|3071.0225
72|780|10|12|4045.09
72|780|11|12|2936.4825
72|780|12|13|3846.8499999999995
72|780|13|14|3389.295
72|780|14|16|2095.3
72|780|15|16|2175.3
72|780|16|17|2238.82
72|780|17|19|1845.53
72|780|18|20|2176.96
72|780|19|20|2066.44
72|780|20|22|1941.03
72|780|21|22|2032.84
72|780|22|23|2309.43
72|780|23|25|2494.11
72|780|24|26|1931.69
72|780|25|26|2425.75
72|780|26|27|2364.99
72|780|27|28|1864.3
72|780|28|30|2143.99
72|780|29|31|2378.41
72|780|30|31|2105.7
72|780|31|33|1847.19
72|780|32|33|2046.16
72|780|33|34|1664.56
72|780|34|36|1607.23
72|780|35|36|2095.32
72|780|36|38|1549.06
72|780|37|38|2214.59
72|780|38|40|1848.31
72|780|39|41|1977.88
72|780|40|41|1826.04
72|780|41|43|2002.26
72|780|42|43|2116.81
72|780|43|45|2018.52
72|780|44|46|1839.43
72|780|45|47|1685.68
72|780|46|47|1840.18
72|780|47|49|1497.77
72|780|48|50|1632.97
72|780|49|50|1754.73
72|780|50|52|1790.63
72|780|51|52|1567.64
72|780|52|1|1518.89
72|963|1|2|1.7850000000000001
72|963|2|4|1.6624999999999999
72|963|3|4|1.8375000000000001
72|963|4|5|1.9250000000000003
72|963|5|7|1.7149999999999999
72|963|6|8|1.575
72|963|7|8|1.8375000000000001
72|963|8|10|1.855
72|963|9|10|2.24
72|963|10|11|1.68
72|963|11|12|2.065
72|963|12|13|1.82
72|963|13|15|1.6624999999999999
72|963|14|15|1.07
72|963|15|17|1.12
72|963|16|17|1.07
72|963|17|19|1.28
72|963|18|19|1.34
72|963|19|21|1.0
72|963|20|22|1.01
72|963|21|23|1.08
72|963|22|24|0.99
72|963|23|24|1.31
72|963|24|26|1.4
72|963|25|27|1.01
72|963|26|28|1.25
72|963|27|28|1.19
72|963|28|29|1.2
72|963|29|30|1.03
72|963|30|31|0.97
72|963|31|32|1.09
72|963|32|33|1.11
72|963|33|34|1.25
72|963|34|36|1.1
72|963|35|36|0.99
72|963|36|38|1.25
72|963|37|39|1.03
72|963|38|40|0.96
72|963|39|41|1.14
72|963|40|41|0.89
72|963|41|42|1.17
72|963|42|43|0.98
72|963|43|44|0.85
72|963|44|45|0.84
72|963|45|47|1.04
72|963|46|48|0.95
72|963|47|48|0.96
72|963|48|50|1.04
72|963|49|50|0.9
72|963|50|52|0.91
72|963|51|52|1.1
72|963|52|2|0.82
72|1056|1|2|1306.97
72|1056|2|4|1061.6025
72|1056|3|5|1210.86
72|1056|4|5|1050.805
72|1056|5|6|1054.0075
72|1056|6|8|1309.1925
72|1056|7|9|1193.7625
72|1056|8|9|1067.4125000000001
72|1056|9|11|1060.8675
72|1056|10|12|1071.1925
72|1056|11|12|1235.1325
72|1056|12|14|1309.7524999999998
72|1056|13|15|1073.3100000000002
72|1056|14|16|636.98
72|1056|15|17|767.22
72|1056|16|17|759.79
72|1056|17|18|621.12
72|1056|18|20|688.52
72|1056|19|20|821.28
72|1056|20|22|783.27
72|1056|21|23|591.99
72|1056|22|24|627.34
72|1056|23|25|845.18
72|1056|24|26|719.46
72|1056|25|27|768.66
72|1056|26|28|578.02
72|1056|27|28|788.92
72|1056|28|30|722.18
72|1056|29|31|605.96
72|1056|30|32|669.77
72|1056|31|33|545.7
72|1056|32|33|720.43
72|1056|33|34|706.85
72|1056|34|36|622.25
72|1056|35|37|609.58
72|1056|36|37|628.1
72|1056|37|38|540.9
72|1056|38|39|642.28
72|1056|39|41|569.81
72|1056|40|42|527.15
72|1056|41|43|720.37
72|1056|42|44|557.97
72|1056|43|45|600.84
72|1056|44|45|694.02
72|1056|45|47|582.33
72|1056|46|47|618.96
72|1056|47|48|537.79
72|1056|48|50|558.62
72|1056|49|51|624.63
72|1056|50|51|613.52
72|1056|51|52|512.56
72|1056|52|2|597.62
198|72|1|3|1119.83
198|72|2|3|922.19
