p_i|t_i|p_j|t_j|key|tt|pf
72|1|72|2|h|1|-1.762049
72|2|72|3|h|1|-1.538116
72|3|72|4|h|1|-2.057371
72|4|72|5|h|1|-1.643734
72|5|72|6|h|1|-1.772636
72|6|72|7|h|1|-2.162089
72|7|72|8|h|1|-1.748233
72|8|72|9|h|1|-2.005868
72|9|72|10|h|1|-1.559718
72|10|72|11|h|1|-1.992586
72|11|72|12|h|1|-1.821479
72|12|72|13|h|1|-1.465472
72|13|72|14|h|1|-1.831982
72|14|72|15|h|1|-1.648344
72|15|72|16|h|1|-1.6981
72|16|72|17|h|1|-1.744125
72|17|72|18|h|1|-2.116547
72|18|72|19|h|1|-1.780514
72|19|72|20|h|1|-2.082562
72|20|72|21|h|1|-1.757367
72|21|72|22|h|1|-1.958236
72|22|72|23|h|1|-1.511013
72|23|72|24|h|1|-1.504811
72|24|72|25|h|1|-1.477349
72|25|72|26|h|1|-2.032527
72|26|72|27|h|1|-2.146792
72|27|72|28|h|1|-1.591679
72|28|72|29|h|1|-1.667228
72|29|72|30|h|1|-1.779759
72|30|72|31|h|1|-2.146224
72|31|72|32|h|1|-1.560266
72|32|72|33|h|1|-2.15828
72|33|72|34|h|1|-2.149466
72|34|72|35|h|1|-1.977786
72|35|72|36|h|1|-1.936132
72|36|72|37|h|1|-1.797616
72|37|72|38|h|1|-1.633029
72|38|72|39|h|1|-1.745518
72|39|72|40|h|1|-2.17597
72|40|72|41|h|1|-2.188138
72|41|72|42|h|1|-1.908787
72|42|72|43|h|1|-1.930257
72|43|72|44|h|1|-2.086107
72|44|72|45|h|1|-1.906153
72|45|72|46|h|1|-1.823629
72|46|72|47|h|1|-1.89339
72|47|72|48|h|1|-1.704528
72|48|72|49|h|1|-1.769412
72|49|72|50|h|1|-1.6108
72|50|72|51|h|1|-2.083073
72|51|72|52|h|1|-2.027685
72|52|72|1|h|1|-1.461608
72|1|198|6|d|5|-2.306201
72|1|198|6|g|5|-1.704414
72|2|198|7|d|5|-2.073939
72|2|198|7|g|5|-1.405101
72|3|198|8|d|5|-2.315181
72|3|198|8|g|5|-1.535549
72|4|198|9|d|5|-1.943398
72|4|198|9|g|5|-1.834662
72|5|198|10|d|5|-2.22327
72|5|198|10|g|5|-1.476325
72|6|198|11|d|5|-1.945668
72|6|198|11|g|5|-1.877938
72|7|198|12|d|5|-2.312324
72|7|198|12|g|5|-1.419496
72|8|198|13|d|5|-1.992355
72|8|198|13|g|5|-1.418118
72|9|198|14|d|5|-1.986995
72|9|198|14|g|5|-1.886108
72|10|198|15|d|5|-1.710365
72|10|198|15|g|5|-1.404286
72|11|198|16|d|5|-2.356273
72|11|198|16|g|5|-1.546218
72|12|198|17|d|5|-2.378835
72|12|198|17|g|5|-1.766075
72|13|198|18|d|5|-2.493702
72|13|198|18|g|5|-1.630395
72|14|198|19|d|5|-1.743295
72|14|198|19|g|5|-1.586979
72|15|198|20|d|5|-2.150393
72|15|198|20|g|5|-1.655007
72|16|198|21|d|5|-2.099214
72|16|198|21|g|5|-1.669191
72|17|198|22|d|5|-2.164571
72|17|198|22|g|5|-1.78373
72|18|198|23|d|5|-1.926932
72|18|198|23|g|5|-1.890948
72|19|198|24|d|5|-2.452946
72|19|198|24|g|5|-1.380949
72|20|198|25|d|5|-2.530993
72|20|198|25|g|5|-1.73411
72|21|198|26|d|5|-2.011773
72|21|198|26|g|5|-1.571466
72|22|198|27|d|5|-2.25599
72|22|198|27|g|5|-1.818713
72|23|198|28|d|5|-2.30193
72|23|198|28|g|5|-1.800164
72|24|198|29|d|5|-1.792835
72|24|198|29|g|5|-1.504274
72|25|198|30|d|5|-2.281349
72|25|198|30|g|5|-1.405202
72|26|198|31|d|5|-2.399144
72|26|198|31|g|5|-1.354463
72|27|198|32|d|5|-1.854471
72|27|198|32|g|5|-1.542066
72|28|198|33|d|5|-1.924263
72|28|198|33|g|5|-1.567114
