p_i|t_i|p_j|t_j|key|tt|pf
72|1|72|2|h|1|-0.259953
72|2|72|3|h|1|-0.285482
72|3|72|4|h|1|-0.209378
72|4|72|5|h|1|-0.256987
72|5|72|6|h|1|-0.281026
72|6|72|7|h|1|-0.26337
72|7|72|8|h|1|-0.291101
72|8|72|9|h|1|-0.284392
72|9|72|10|h|1|-0.252424
72|10|72|11|h|1|-0.273399
72|11|72|12|h|1|-0.202557
72|12|72|13|h|1|-0.290358
72|13|72|14|h|1|-0.205863
72|14|72|15|h|1|-0.262552
72|15|72|16|h|1|-0.228639
72|16|72|17|h|1|-0.248557
72|17|72|18|h|1|-0.271786
72|18|72|19|h|1|-0.271797
72|19|72|20|h|1|-0.284374
72|20|72|21|h|1|-0.286035
72|21|72|22|h|1|-0.22923
72|22|72|23|h|1|-0.263
72|23|72|24|h|1|-0.286995
72|24|72|25|h|1|-0.200911
72|25|72|26|h|1|-0.218401
72|26|72|27|h|1|-0.230266
72|27|72|28|h|1|-0.239863
72|28|72|29|h|1|-0.263411
72|29|72|30|h|1|-0.245674
72|30|72|31|h|1|-0.288003
72|31|72|32|h|1|-0.262703
72|32|72|33|h|1|-0.240286
72|33|72|34|h|1|-0.292385
72|34|72|35|h|1|-0.202977
72|35|72|36|h|1|-0.262781
72|36|72|37|h|1|-0.277623
72|37|72|38|h|1|-0.283694
72|38|72|39|h|1|-0.287182
72|39|72|40|h|1|-0.284282
72|40|72|41|h|1|-0.261081
72|41|72|42|h|1|-0.283732
72|42|72|43|h|1|-0.263256
72|43|72|44|h|1|-0.214719
72|44|72|45|h|1|-0.224375
72|45|72|46|h|1|-0.240242
72|46|72|47|h|1|-0.23706
72|47|72|48|h|1|-0.27287
72|48|72|49|h|1|-0.22292
72|49|72|50|h|1|-0.260784
72|50|72|51|h|1|-0.269761
72|51|72|52|h|1|-0.226738
72|52|72|1|h|1|-0.278348
72|1|198|6|d|5|-0.239394
72|1|198|6|g|5|0.117934
72|2|198|7|d|5|-0.272946
72|2|198|7|g|5|0.174926
72|3|198|8|d|5|-0.332615
72|3|198|8|g|5|0.175372
72|4|198|9|d|5|-0.288365
72|4|198|9|g|5|0.15769
72|5|198|10|d|5|-0.305838
72|5|198|10|g|5|0.15879
72|6|198|11|d|5|-0.227076
72|6|198|11|g|5|0.152284
72|7|198|12|d|5|-0.25969
72|7|198|12|g|5|0.118745
72|8|198|13|d|5|-0.247532
72|8|198|13|g|5|0.141347
72|9|198|14|d|5|-0.307741
72|9|198|14|g|5|0.129755
72|10|198|15|d|5|-0.235055
72|10|198|15|g|5|0.160236
72|11|198|16|d|5|-0.259762
72|11|198|16|g|5|0.134912
72|12|198|17|d|5|-0.304654
72|12|198|17|g|5|0.132137
72|13|198|18|d|5|-0.255694
72|13|198|18|g|5|0.12617
72|14|198|19|d|5|-0.281933
72|14|198|19|g|5|0.130403
72|15|198|20|d|5|-0.279242
72|15|198|20|g|5|0.172208
72|16|198|21|d|5|-0.254457
72|16|198|21|g|5|0.150799
72|17|198|22|d|5|-0.304595
72|17|198|22|g|5|0.163423
72|18|198|23|d|5|-0.284972
72|18|198|23|g|5|0.179845
72|19|198|24|d|5|-0.296451
72|19|198|24|g|5|0.169005
72|20|198|25|d|5|-0.288559
72|20|198|25|g|5|0.166213
72|21|198|26|d|5|-0.25309
72|21|198|26|g|5|0.124657
72|22|198|27|d|5|-0.274994
