p_i|t_i|p_j|t_j|key|tt|pf
72|1|72|2|h|1|-0.164385
72|2|72|3|h|1|-0.227278
72|3|72|4|h|1|-0.166854
72|4|72|5|h|1|-0.180908
72|5|72|6|h|1|-0.196205
72|6|72|7|h|1|-0.157897
72|7|72|8|h|1|-0.225593
72|8|72|9|h|1|-0.196244
72|9|72|10|h|1|-0.159142
72|10|72|11|h|1|-0.194943
72|11|72|12|h|1|-0.16511
72|12|72|13|h|1|-0.215943
72|13|72|14|h|1|-0.167717
72|14|72|15|h|1|-0.162189
72|15|72|16|h|1|-0.190918
72|16|72|17|h|1|-0.190149
72|17|72|18|h|1|-0.226727
72|18|72|19|h|1|-0.223611
72|19|72|20|h|1|-0.214603
72|20|72|21|h|1|-0.173236
72|21|72|22|h|1|-0.221145
72|22|72|23|h|1|-0.232245
72|23|72|24|h|1|-0.178026
72|24|72|25|h|1|-0.22342
72|25|72|26|h|1|-0.20766
72|26|72|27|h|1|-0.195369
72|27|72|28|h|1|-0.166918
72|28|72|29|h|1|-0.191601
72|29|72|30|h|1|-0.179348
72|30|72|31|h|1|-0.232913
72|31|72|32|h|1|-0.158717
72|32|72|33|h|1|-0.183063
72|33|72|34|h|1|-0.1687
72|34|72|35|h|1|-0.203797
72|35|72|36|h|1|-0.184812
72|36|72|37|h|1|-0.168323
72|37|72|38|h|1|-0.207489
72|38|72|39|h|1|-0.166991
72|39|72|40|h|1|-0.187272
72|40|72|41|h|1|-0.160496
72|41|72|42|h|1|-0.199434
72|42|72|43|h|1|-0.19597
72|43|72|44|h|1|-0.201127
72|44|72|45|h|1|-0.192089
72|45|72|46|h|1|-0.202084
72|46|72|47|h|1|-0.210098
72|47|72|48|h|1|-0.163295
72|48|72|49|h|1|-0.172242
72|49|72|50|h|1|-0.166741
72|50|72|51|h|1|-0.196684
72|51|72|52|h|1|-0.195427
72|52|72|1|h|1|-0.204792
72|1|198|6|d|5|-0.227952
72|1|198|6|g|5|0.186788
72|2|198|7|d|5|-0.250104
72|2|198|7|g|5|0.236607
72|3|198|8|d|5|-0.186337
72|3|198|8|g|5|0.192329
72|4|198|9|d|5|-0.221046
72|4|198|9|g|5|0.160208
72|5|198|10|d|5|-0.26069
72|5|198|10|g|5|0.179402
72|6|198|11|d|5|-0.214984
72|6|198|11|g|5|0.200203
72|7|198|12|d|5|-0.216321
72|7|198|12|g|5|0.161159
72|8|198|13|d|5|-0.264995
72|8|198|13|g|5|0.175045
72|9|198|14|d|5|-0.269837
72|9|198|14|g|5|0.205107
72|10|198|15|d|5|-0.25885
72|10|198|15|g|5|0.199155
72|11|198|16|d|5|-0.19864
72|11|198|16|g|5|0.169832
72|12|198|17|d|5|-0.198063
72|12|198|17|g|5|0.191328
72|13|198|18|d|5|-0.211453
72|13|198|18|g|5|0.163542
72|14|198|19|d|5|-0.259762
72|14|198|19|g|5|0.229614
72|15|198|20|d|5|-0.191899
72|15|198|20|g|5|0.227409
72|16|198|21|d|5|-0.187912
72|16|198|21|g|5|0.23112
72|17|198|22|d|5|-0.228937
72|17|198|22|g|5|0.247959
72|18|198|23|d|5|-0.20977
72|18|198|23|g|5|0.186261
72|19|198|24|d|5|-0.233594
72|19|198|24|g|5|0.248883
72|20|198|25|d|5|-0.188322
72|20|198|25|g|5|0.234419
72|21|198|26|d|5|-0.24249
72|21|198|26|g|5|0.225804
72|22|198|27|d|5|-0.23144
72|22|198|27|g|5|0.177804
72|23|198|28|d|5|-0.211647
72|23|198|28|g|5|0.190574
72|24|198|29|d|5|-0.222988
72|24|198|29|g|5|0.225414
72|25|198|30|d|5|-0.264537
72|25|198|30|g|5|0.204993
72|26|198|31|d|5|-0.190573
72|26|198|31|g|5|0.167516
72|27|198|32|d|5|-0.244011
72|27|198|32|g|5|0.197682
72|28|198|33|d|5|-0.270352
72|28|198|33|g|5|0.181922
72|29|198|34|d|5|-0.270451
72|29|198|34|g|5|0.192449
72|30|198|35|d|5|-0.199019
72|30|198|35|g|5|0.182263
72|31|198|36|d|5|-0.232809
72|31|198|36|g|5|0.194491
72|32|198|37|d|5|-0.191705
72|32|198|37|g|5|0.186557
72|33|198|38|d|5|-0.222267
72|33|198|38|g|5|0.171895
72|34|198|39|d|5|-0.189905
72|34|198|39|g|5|0.137854
72|35|198|40|d|5|-0.223711
72|35|198|40|g|5|0.135932
72|36|198|41|d|5|-0.198919
72|36|198|41|g|5|0.17753
72|37|198|42|d|5|-0.263742
72|37|198|42|g|5|0.221514
72|38|198|43|d|5|-0.251715
72|38|198|43|g|5|0.17601
72|39|198|44|d|5|-0.214242
72|39|198|44|g|5|0.210096
72|40|198|45|d|5|-0.247012
72|40|198|45|g|5|0.150253
72|41|198|46|d|5|-0.25196
72|41|198|46|g|5|0.181405
72|42|198|47|d|5|-0.223357
72|42|198|47|g|5|0.143942
72|43|198|48|d|5|-0.249453
72|43|198|48|g|5|0.164549
72|44|198|49|d|5|-0.184597
72|44|198|49|g|5|0.178261
72|45|198|50|d|5|-0.207047
72|45|198|50|g|5|0.124424
72|46|198|51|d|5|-0.230524
72|46|198|51|g|5|0.171954
72|47|198|52|d|5|-0.19968
72|47|198|52|g|5|0.19263
72|48|198|1|d|5|-0.235344
72|48|198|1|g|5|0.126593
72|49|198|2|d|5|-0.193544
72|49|198|2|g|5|0.145725
72|50|198|3|d|5|-0.22263
72|50|198|3|g|5|0.195407
72|51|198|4|d|5|-0.219309
72|51|198|4|g|5|0.145325
72|52|198|5|d|5|-0.270645
72|52|198|5|g|5|0.196429
72|1|216|6|d|5|-0.23051
72|1|216|6|g|5|0.176901
72|2|216|7|d|5|-0.2112
72|2|216|7|g|5|0.189379
72|3|216|8|d|5|-0.222399
72|3|216|8|g|5|0.245024
72|4|216|9|d|5|-0.21615
72|4|216|9|g|5|0.197183
72|5|216|10|d|5|-0.247505
72|5|216|10|g|5|0.168529
72|6|216|11|d|5|-0.184171
72|6|216|11|g|5|0.190231
72|7|216|12|d|5|-0.242532
72|7|216|12|g|5|0.191297
72|8|216|13|d|5|-0.235628
72|8|216|13|g|5|0.197277
72|9|216|14|d|5|-0.23977
72|9|216|14|g|5|0.228948
72|10|216|15|d|5|-0.20208
72|10|216|15|g|5|0.202043
72|11|216|16|d|5|-0.239931
72|11|216|16|g|5|0.197486
72|12|216|17|d|5|-0.182006
72|12|216|17|g|5|0.179825
72|13|216|18|d|5|-0.187236
