p_o|p_d|t_1|t_2|demand
72|198|1|2|651.62
72|198|2|3|802.97
72|198|3|4|659.16
72|198|4|6|612.52
72|198|5|6|609.6
72|198|6|8|621.54
72|198|7|8|572.07
72|198|8|9|587.28
72|198|9|11|586.47
72|198|10|11|744.35
72|198|11|12|589.28
72|198|12|14|848.83
72|198|13|15|729.01
72|198|14|15|603.33
72|198|15|16|686.51
72|198|16|17|848.89
72|198|17|18|718.98
72|198|18|20|857.63
72|198|19|21|622.7
72|198|20|21|660.25
72|198|21|22|765.31
72|198|22|24|778.43
72|198|23|24|616.86
72|198|24|26|893.82
72|198|25|27|724.93
72|198|26|27|603.64
72|198|27|29|654.95
72|198|28|29|631.35
72|198|29|30|618.01
72|198|30|31|796.98
72|198|31|32|587.05
72|198|32|34|763.36
72|198|33|34|731.07
72|198|34|36|711.15
72|198|35|36|574.68
72|198|36|37|615.25
72|198|37|38|627.64
72|198|38|40|735.23
72|198|39|40|570.14
72|198|40|42|564.83
72|198|41|43|554.3
72|198|42|43|711.61
72|198|43|44|665.07
72|198|44|45|615.95
72|198|45|46|606.27
72|198|46|48|624.57
72|198|47|49|635.26
72|198|48|49|596.34
72|198|49|51|730.8
72|198|50|52|669.67
72|198|51|1|711.83
72|198|52|2|609.58
72|216|1|2|11.18
72|216|2|4|13.26
72|216|3|5|9.43
72|216|4|6|13.02
72|216|5|7|9.78
72|216|6|8|10.82
72|216|7|9|12.13
72|216|8|10|8.95
72|216|9|11|9.68
72|216|10|11|9.78
72|216|11|13|12.89
72|216|12|14|11.26
72|216|13|14|9.18
72|216|14|16|13.03
72|216|15|16|12.46
72|216|16|17|11.7
72|216|17|18|10.18
72|216|18|20|11.42
72|216|19|21|10.04
72|216|20|21|11.32
72|216|21|23|10.63
72|216|22|24|11.72
72|216|23|24|10.28
72|216|24|26|11.7
72|216|25|27|12.55
72|216|26|27|12.68
72|216|27|28|12.09
72|216|28|29|12.26
72|216|29|31|12.95
72|216|30|32|9.57
72|216|31|33|11.35
72|216|32|33|11.8
72|216|33|35|10.95
72|216|34|35|9.57
72|216|35|37|10.71
72|216|36|37|8.41
72|216|37|38|12.2
72|216|38|40|9.87
72|216|39|41|10.28
72|216|40|41|8.44
72|216|41|43|9.45
72|216|42|44|11.41
72|216|43|44|8.74
72|216|44|46|10.72
72|216|45|46|10.78
72|216|46|47|11.35
72|216|47|49|10.82
72|216|48|49|11.89
72|216|49|51|11.86
72|216|50|52|9.44
72|216|51|52|8.46
72|216|52|1|10.33
72|469|1|2|304.11
72|469|2|4|459.06
72|469|3|5|328.86
72|469|4|6|391.53
72|469|5|7|330.03
72|469|6|8|451.86
72|469|7|8|437.73
72|469|8|10|449.39
72|469|9|10|373.79
72|469|10|11|335.02
72|469|11|12|412.57
72|469|12|14|435.39
72|469|13|15|471.78
72|469|14|16|448.06
72|469|15|16|479.46
72|469|16|18|402.75
72|469|17|19|450.79
72|469|18|20|342.19
72|469|19|20|477.04
72|469|20|22|407.16
72|469|21|23|385.41
72|469|22|23|369.49
72|469|23|24|456.06
72|469|24|25|465.82
72|469|25|27|334.56
72|469|26|28|413.42
72|469|27|28|411.54
72|469|28|29|477.5
72|469|29|30|439.88
72|469|30|31|366.68
72|469|31|33|329.23
72|469|32|33|443.79
72|469|33|35|343.25
72|469|34|35|359.4
72|469|35|36|324.62
72|469|36|38|316.77
72|469|37|38|398.75
72|469|38|39|320.31
72|469|39|40|377.88
72|469|40|41|308.6
72|469|41|42|374.93
72|469|42|44|297.4
72|469|43|45|339.34
72|469|44|45|341.16
72|469|45|46|344.72
72|469|46|47|360.34
72|469|47|49|369.29
72|469|48|49|409.65
72|469|49|51|397.91
72|469|50|52|349.42
72|469|51|1|395.55
72|469|52|2|310.82
72|689|1|2|1202.95
72|689|2|3|1425.54
72|689|3|5|1443.05
72|689|4|6|1508.63
72|689|5|7|1295.7
72|689|6|7|1361.69
72|689|7|8|1076.91
72|689|8|10|1412.34
72|689|9|10|1417.52
72|689|10|12|1237.57
72|689|11|13|1575.17
72|689|12|14|1046.36
72|689|13|15|1213.37
72|689|14|15|1101.87
72|689|15|17|1413.01
72|689|16|18|1416.86
72|689|17|19|1346.53
72|689|18|19|1597.1
72|689|19|21|1411.76
72|689|20|22|1222.89
72|689|21|22|1174.96
72|689|22|23|1192.15
72|689|23|25|1434.22
72|689|24|25|1512.58
72|689|25|26|1616.23
72|689|26|27|1517.73
72|689|27|28|1101.71
72|689|28|30|1213.46
72|689|29|31|1586.26
72|689|30|31|1104.69
72|689|31|33|1237.17
72|689|32|33|1295.55
72|689|33|35|1371.13
72|689|34|35|1096.5
72|689|35|37|1085.59
72|689|36|37|1130.97
72|689|37|39|1355.04
72|689|38|40|1481.12
72|689|39|41|1328.38
72|689|40|42|1379.57
72|689|41|43|1065.15
72|689|42|43|1129.78
72|689|43|44|997.81
72|689|44|45|948.7
72|689|45|47|1085.62
72|689|46|48|1284.13
72|689|47|48|1311.76
72|689|48|50|1101.36
72|689|49|50|1420.52
72|689|50|52|1467.72
72|689|51|52|1435.05
72|689|52|1|997.15
72|780|1|2|1786.62
72|780|2|3|2215.6
72|780|3|5|1980.47
72|780|4|6|1719.91
72|780|5|6|1792.62
72|780|6|7|1740.14
72|780|7|9|1765.8
72|780|8|10|1591.68
72|780|9|10|1852.72
72|780|10|12|2170.07
72|780|11|12|1649.62
72|780|12|13|1778.13
72|780|13|14|1888.06
72|780|14|16|1788.93
72|780|15|16|2113.39
72|780|16|17|2174.18
72|780|17|19|2301.71
72|780|18|20|2123.54
72|780|19|20|2468.81
72|780|20|22|2526.32
72|780|21|22|2357.13
72|780|22|23|2206.09
72|780|23|25|2443.8
72|780|24|26|2100.88
72|780|25|26|1711.96
72|780|26|27|2339.55
72|780|27|28|2164.44
72|780|28|30|2335.75
72|780|29|31|2023.64
72|780|30|31|1734.41
72|780|31|33|1599.65
72|780|32|33|1626.09
72|780|33|34|1971.48
72|780|34|36|1788.53
72|780|35|36|2151.74
72|780|36|38|1947.02
72|780|37|38|2244.99
72|780|38|40|2373.76
72|780|39|41|1935.37
72|780|40|41|1697.67
72|780|41|43|1490.68
72|780|42|43|1936.36
72|780|43|45|1745.32
72|780|44|46|2076.4
72|780|45|47|1985.74
72|780|46|47|2116.49
72|780|47|49|2067.64
72|780|48|50|1717.34
72|780|49|50|2088.55
72|780|50|52|1780.09
72|780|51|52|1783.91
72|780|52|1|1593.85
72|963|1|2|0.9
72|963|2|4|1.19
72|963|3|4|1.31
72|963|4|5|1.11
72|963|5|7|1.26
72|963|6|8|0.97
72|963|7|8|1.15
72|963|8|10|1.18
72|963|9|10|0.99
72|963|10|11|1.21
72|963|11|12|1.3
72|963|12|13|1.18
72|963|13|15|1.07
72|963|14|15|0.94
72|963|15|17|1.06
72|963|16|17|1.31
72|963|17|19|1.12
72|963|18|19|1.12
72|963|19|21|1.36
72|963|20|22|1.23
72|963|21|23|0.93
72|963|22|24|0.93
72|963|23|24|0.96
72|963|24|26|1.2
72|963|25|27|1.11
72|963|26|28|1.31
72|963|27|28|0.92
72|963|28|29|1.15
72|963|29|30|1.22
72|963|30|31|1.27
72|963|31|32|1.11
72|963|32|33|0.92
72|963|33|34|0.99
72|963|34|36|1.04
72|963|35|36|1.1
72|963|36|38|0.94
72|963|37|39|1.03
72|963|38|40|1.01
72|963|39|41|1.24
72|963|40|41|0.87
72|963|41|42|0.85
72|963|42|43|1.2
72|963|43|44|0.99
72|963|44|45|1.03
72|963|45|47|0.98
72|963|46|48|0.98
72|963|47|48|1.18
72|963|48|50|1.0
72|963|49|50|1.05
72|963|50|52|1.14
72|963|51|52|1.1
72|963|52|2|0.93
72|1056|1|2|546.4
72|1056|2|4|812.17
72|1056|3|5|816.29
72|1056|4|5|612.26
72|1056|5|6|595.03
72|1056|6|8|782.47
72|1056|7|9|535.9
72|1056|8|9|681.4
