p_o|p_d|t_1|t_2|demand
72|198|1|2|738.55
72|198|2|3|950.68
72|198|3|4|1039.63
72|198|4|6|1002.08
72|198|5|6|846.77
72|198|6|8|924.25
72|198|7|8|822.76
72|198|8|9|789.39
72|198|9|11|958.16
72|198|10|11|758.74
72|198|11|12|1021.93
72|198|12|14|911.55
72|198|13|15|898.08
72|198|14|15|749.57
72|198|15|16|846.96
72|198|16|17|808.07
72|198|17|18|985.11
72|198|18|20|1012.42
72|198|19|21|1046.26
72|198|20|21|913.7
72|198|21|22|951.58
72|198|22|24|847.66
72|198|23|24|911.71
72|198|24|26|854.51
72|198|25|27|1048.28
72|198|26|27|1085.24
72|198|27|29|760.51
72|198|28|29|830.39
72|198|29|30|931.79
72|198|30|31|896.03
72|198|31|32|853.67
72|198|32|34|999.1
72|198|33|34|690.83
72|198|34|36|829.84
72|198|35|36|906.58
72|198|36|37|792.46
72|198|37|38|974.73
72|198|38|40|970.62
72|198|39|40|1042.72
72|198|40|42|639.56
72|198|41|43|877.38
72|198|42|43|829.25
72|198|43|44|904.42
72|198|44|45|720.12
72|198|45|46|863.13
72|198|46|48|858.27
72|198|47|49|907.16
72|198|48|49|691.76
72|198|49|51|803.65
72|198|50|52|995.84
72|198|51|1|850.14
72|198|52|2|761.1
72|216|1|2|11.19
72|216|2|4|15.86
72|216|3|5|15.91
72|216|4|6|14.42
72|216|5|7|11.69
72|216|6|8|15.09
72|216|7|9|12.31
72|216|8|10|13.12
72|216|9|11|12.88
72|216|10|11|14.5
72|216|11|13|14.3
72|216|12|14|15.6
72|216|13|14|15.21
72|216|14|16|16.27
72|216|15|16|16.69
72|216|16|17|12.44
72|216|17|18|16.41
72|216|18|20|14.34
72|216|19|21|17.64
72|216|20|21|13.19
72|216|21|23|12.68
72|216|22|24|11.48
72|216|23|24|11.97
72|216|24|26|13.58
72|216|25|27|15.49
72|216|26|27|12.35
72|216|27|28|14.84
72|216|28|29|11.6
72|216|29|31|17.16
72|216|30|32|16.07
72|216|31|33|12.7
72|216|32|33|10.9
72|216|33|35|13.47
72|216|34|35|11.97
72|216|35|37|14.07
72|216|36|37|15.22
72|216|37|38|14.08
72|216|38|40|15.59
72|216|39|41|14.34
72|216|40|41|12.18
72|216|41|43|14.48
72|216|42|44|12.13
72|216|43|44|10.79
72|216|44|46|9.97
72|216|45|46|11.23
72|216|46|47|13.36
72|216|47|49|13.98
72|216|48|49|12.46
72|216|49|51|11.11
72|216|50|52|12.65
72|216|51|52|14.95
72|216|52|1|12.04
72|469|1|2|509.37
72|469|2|4|574.05
72|469|3|5|581.99
72|469|4|6|556.67
72|469|5|7|520.76
72|469|6|8|493.5
72|469|7|8|470.99
72|469|8|10|441.14
72|469|9|10|531.84
72|469|10|11|556.46
72|469|11|12|559.72
72|469|12|14|591.98
72|469|13|15|543.37
72|469|14|16|437.62
72|469|15|16|529.61
72|469|16|18|551.98
72|469|17|19|477.31
72|469|18|20|465.47
72|469|19|20|574.46
72|469|20|22|595.0
72|469|21|23|503.71
72|469|22|23|423.9
72|469|23|24|520.94
72|469|24|25|438.44
72|469|25|27|602.53
72|469|26|28|450.34
72|469|27|28|511.4
72|469|28|29|500.05
72|469|29|30|527.02
72|469|30|31|414.06
72|469|31|33|545.64
72|469|32|33|439.64
72|469|33|35|387.16
72|469|34|35|400.41
72|469|35|36|504.78
72|469|36|38|417.8
72|469|37|38|390.31
72|469|38|39|510.21
72|469|39|40|453.51
72|469|40|41|515.96
72|469|41|42|499.83
72|469|42|44|455.22
72|469|43|45|445.94
72|469|44|45|450.37
72|469|45|46|379.46
72|469|46|47|434.38
72|469|47|49|457.95
72|469|48|49|438.21
72|469|49|51|477.97
72|469|50|52|434.03
72|469|51|1|364.66
72|469|52|2|443.61
72|689|1|2|1540.51
72|689|2|3|1487.87
72|689|3|5|1800.53
72|689|4|6|1727.09
72|689|5|7|1791.86
72|689|6|7|1866.85
72|689|7|8|1596.28
72|689|8|10|1369.97
72|689|9|10|1353.93
72|689|10|12|1654.74
72|689|11|13|1748.07
72|689|12|14|1473.13
72|689|13|15|1435.71
72|689|14|15|1452.39
72|689|15|17|1919.05
72|689|16|18|1611.88
72|689|17|19|1545.59
72|689|18|19|1628.09
72|689|19|21|1614.13
72|689|20|22|1833.96
72|689|21|22|1689.09
72|689|22|23|1818.72
72|689|23|25|1362.02
72|689|24|25|1395.61
72|689|25|26|1808.88
72|689|26|27|1519.12
72|689|27|28|1750.83
72|689|28|30|1334.4
72|689|29|31|1861.38
72|689|30|31|1543.89
72|689|31|33|1457.55
72|689|32|33|1421.45
72|689|33|35|1407.99
72|689|34|35|1381.27
72|689|35|37|1682.3
72|689|36|37|1800.04
72|689|37|39|1336.88
72|689|38|40|1439.16
72|689|39|41|1852.33
72|689|40|42|1305.61
72|689|41|43|1698.95
72|689|42|43|1231.31
72|689|43|44|1724.91
72|689|44|45|1412.5
72|689|45|47|1257.85
72|689|46|48|1492.98
72|689|47|48|1190.33
72|689|48|50|1740.11
72|689|49|50|1584.99
72|689|50|52|1771.82
72|689|51|52|1798.82
72|689|52|1|1432.8
72|780|1|2|2795.04
72|780|2|3|2597.95
72|780|3|5|3052.55
72|780|4|6|2029.17
72|780|5|6|2754.59
72|780|6|7|2395.49
72|780|7|9|2017.37
72|780|8|10|2842.39
72|780|9|10|2686.85
72|780|10|12|2212.72
72|780|11|12|2134.71
72|780|12|13|3038.11
72|780|13|14|2312.08
72|780|14|16|2156.61
72|780|15|16|2517.14
72|780|16|17|2580.71
72|780|17|19|2452.78
72|780|18|20|3139.52
72|780|19|20|2365.54
72|780|20|22|3105.91
72|780|21|22|2904.44
72|780|22|23|2785.68
72|780|23|25|2958.36
72|780|24|26|2924.33
72|780|25|26|2693.84
72|780|26|27|2391.94
72|780|27|28|2544.07
72|780|28|30|2842.41
72|780|29|31|2239.4
72|780|30|31|2952.99
72|780|31|33|2353.45
72|780|32|33|2363.15
72|780|33|34|2852.96
72|780|34|36|2304.32
72|780|35|36|2030.54
72|780|36|38|2813.19
72|780|37|38|2251.47
72|780|38|40|2939.05
72|780|39|41|2069.17
72|780|40|41|2081.18
72|780|41|43|2039.88
72|780|42|43|2401.1
72|780|43|45|1961.77
72|780|44|46|1873.91
72|780|45|47|2058.27
72|780|46|47|2586.23
72|780|47|49|2299.24
72|780|48|50|2075.78
72|780|49|50|2296.8
72|780|50|52|2003.16
72|780|51|52|1899.89
72|780|52|1|2185.95
72|963|1|2|1.13
72|963|2|4|1.69
72|963|3|4|1.34
72|963|4|5|1.22
72|963|5|7|1.58
72|963|6|8|1.34
72|963|7|8|1.19
72|963|8|10|1.6
72|963|9|10|1.38
72|963|10|11|1.35
72|963|11|12|1.22
72|963|12|13|1.52
72|963|13|15|1.47
72|963|14|15|1.12
72|963|15|17|1.58
72|963|16|17|1.54
72|963|17|19|1.16
72|963|18|19|1.71
72|963|19|21|1.35
72|963|20|22|1.37
72|963|21|23|1.52
72|963|22|24|1.48
72|963|23|24|1.58
72|963|24|26|1.59
72|963|25|27|1.41
72|963|26|28|1.64
72|963|27|28|1.2
72|963|28|29|1.53
72|963|29|30|1.5
72|963|30|31|1.24
72|963|31|32|1.19
72|963|32|33|1.58
72|963|33|34|1.5
72|963|34|36|1.44
72|963|35|36|1.47
72|963|36|38|1.11
72|963|37|39|1.13
72|963|38|40|1.24
72|963|39|41|1.38
72|963|40|41|1.0
72|963|41|42|1.23
72|963|42|43|1.01
72|963|43|44|1.15
72|963|44|45|1.12
72|963|45|47|1.44
72|963|46|48|1.5
72|963|47|48|1.19
72|963|48|50|1.1
72|963|49|50|1.48
72|963|50|52|1.28
72|963|51|52|1.47
72|963|52|2|1.23
72|1056|1|2|908.38
72|1056|2|4|1017.4
72|1056|3|5|898.8
72|1056|4|5|934.4
72|1056|5|6|732.77
72|1056|6|8|815.55
72|1056|7|9|757.71
72|1056|8|9|814.83
72|1056|9|11|806.39
72|1056|10|12|889.48
72|1056|11|12|911.17
72|1056|12|14|848.65
72|1056|13|15|873.76
72|1056|14|16|1016.98
72|1056|15|17|816.12
72|1056|16|17|915.5
72|1056|17|18|841.17
72|1056|18|20|981.25
72|1056|19|20|1006.19
72|1056|20|22|816.31
72|1056|21|23|846.63
72|1056|22|24|810.94
72|1056|23|25|751.82
72|1056|24|26|1057.62
72|1056|25|27|943.7
72|1056|26|28|850.67
72|1056|27|28|833.76
72|1056|28|30|937.22
72|1056|29|31|1027.31
72|1056|30|32|963.14
72|1056|31|33|972.24
72|1056|32|33|967.41
72|1056|33|34|691.34
72|1056|34|36|700.89
72|1056|35|37|909.13
72|1056|36|37|870.1
72|1056|37|38|869.14
72|1056|38|39|755.7
72|1056|39|41|857.96
72|1056|40|42|662.67
72|1056|41|43|655.49
72|1056|42|44|746.05
72|1056|43|45|726.74
72|1056|44|45|716.99
72|1056|45|47|713.8
72|1056|46|47|721.04
72|1056|47|48|686.99
72|1056|48|50|858.75
72|1056|49|51|691.12
72|1056|50|51|899.34
72|1056|51|52|830.27
72|1056|52|2|797.56
198|72|1|3|1104.16
198|72|2|3|1508.02
198|72|3|4|1268.9
198|72|4|5|1341.49
198|72|5|6|1414.96
198|72|6|8|1343.09
198|72|7|9|1582.38
198|72|8|10|1205.03
198|72|9|11|1353.94
198|72|10|11|1246.76
198|72|11|13|923.74
198|72|12|14|1224.7
198|72|13|14|1163.93
198|72|14|16|934.68
198|72|15|17|941.51
198|72|16|17|900.41
198|72|17|19|831.02
198|72|18|20|1180.68
198|72|19|21|1161.15
198|72|20|22|959.92
198|72|21|22|974.73
198|72|22|24|1124.13
198|72|23|24|1115.16
198|72|24|25|1395.37
198|72|25|26|1162.33
198|72|26|28|1270.75
198|72|27|29|1317.93
198|72|28|29|1057.42
198|72|29|30|1041.44
198|72|30|31|1452.96
198|72|31|32|1482.7
198|72|32|33|1449.17
198|72|33|34|1078.06
198|72|34|36|1450.27
198|72|35|36|1488.74
198|72|36|37|1436.23
198|72|37|39|1080.8
198|72|38|39|1235.67
198|72|39|41|1046.83
198|72|40|41|1164.86
198|72|41|43|931.48
198|72|42|43|964.22
198|72|43|44|855.98
198|72|44|46|1010.6
198|72|45|47|1015.24
198|72|46|47|997.82
198|72|47|48|1012.17
198|72|48|49|1150.69
198|72|49|51|1233.49
198|72|50|52|1188.37
198|72|51|1|1428.98
198|72|52|1|1006.01
198|258|1|3|440.88
198|258|2|3|472.37
198|258|3|4|521.2
198|258|4|6|589.46
198|258|5|6|484.67
198|258|6|8|437.37
198|258|7|9|562.14
198|258|8|10|469.4
198|258|9|11|407.25
198|258|10|11|402.9
198|258|11|12|497.2
198|258|12|13|503.91
198|258|13|15|348.05
198|258|14|16|310.03
198|258|15|17|375.97
198|258|16|17|365.68
198|258|17|18|290.93
198|258|18|19|442.69
198|258|19|21|400.61
198|258|20|21|526.1
198|258|21|22|377.47
198|258|22|23|509.84
198|258|23|25|520.46
198|258|24|26|447.18
198|258|25|27|402.18
198|258|26|28|441.58
198|258|27|29|446.07
198|258|28|30|390.65
198|258|29|31|541.03
198|258|30|31|414.79
198|258|31|32|428.35
198|258|32|33|423.36
198|258|33|35|540.63
198|258|34|36|428.29
198|258|35|37|423.63
198|258|36|37|486.1
198|258|37|38|443.71
198|258|38|40|433.34
198|258|39|40|462.3
198|258|40|42|454.54
198|258|41|42|375.23
198|258|42|44|429.45
198|258|43|44|466.07
198|258|44|45|382.23
198|258|45|46|396.08
198|258|46|48|529.14
198|258|47|49|374.71
198|258|48|50|405.46
198|258|49|50|479.92
198|258|50|52|429.81
198|258|51|52|475.03
198|258|52|2|423.87
198|780|1|2|14461.92
198|780|2|4|14934.04
198|780|3|4|16742.07
198|780|4|5|15100.57
198|780|5|7|20976.19
198|780|6|8|20212.73
198|780|7|8|17517.82
198|780|8|9|20828.6
198|780|9|11|20322.41
198|780|10|11|17273.05
198|780|11|12|15997.34
198|780|12|14|13545.52
198|780|13|15|14610.63
198|780|14|15|16368.22
198|780|15|16|16403.7
198|780|16|17|13295.63
198|780|17|18|13663.23
198|780|18|20|16687.11
198|780|19|20|16175.07
198|780|20|22|18450.82
198|780|21|22|17868.5
198|780|22|23|17522.52
198|780|23|25|14354.88
198|780|24|26|13490.26
198|780|25|27|15749.66
198|780|26|28|15873.57
198|780|27|29|14764.54
