p_o|p_d|t_1|t_2|demand
72|198|1|2|443.13
72|198|2|3|570.41
72|198|3|4|623.78
72|198|4|6|601.25
72|198|5|6|508.06
72|198|6|8|554.55
72|198|7|8|493.65
72|198|8|9|473.63
72|198|9|11|574.89
72|198|10|11|455.25
72|198|11|12|613.16
72|198|12|14|546.93
72|198|13|15|538.85
72|198|14|15|449.74
72|198|15|16|508.17
72|198|16|17|484.84
72|198|17|18|591.07
72|198|18|20|607.45
72|198|19|21|627.76
72|198|20|21|548.22
72|198|21|22|570.95
72|198|22|24|508.6
72|198|23|24|547.03
72|198|24|26|512.71
72|198|25|27|628.97
72|198|26|27|651.14
72|198|27|29|456.3
72|198|28|29|498.23
72|198|29|30|559.07
72|198|30|31|537.62
72|198|31|32|512.2
72|198|32|34|599.46
72|198|33|34|414.5
72|198|34|36|497.9
72|198|35|36|543.95
72|198|36|37|475.48
72|198|37|38|584.84
72|198|38|40|582.37
72|198|39|40|625.63
72|198|40|42|383.73
72|198|41|43|526.43
72|198|42|43|497.55
72|198|43|44|542.65
72|198|44|45|432.07
72|198|45|46|517.88
72|198|46|48|514.96
72|198|47|49|544.3
72|198|48|49|415.06
72|198|49|51|482.19
72|198|50|52|597.5
72|198|51|1|510.09
72|198|52|2|456.66
72|216|1|2|6.71
72|216|2|4|9.52
72|216|3|5|9.55
72|216|4|6|8.65
72|216|5|7|7.02
72|216|6|8|9.05
72|216|7|9|7.38
72|216|8|10|7.87
72|216|9|11|7.73
72|216|10|11|8.7
72|216|11|13|8.58
72|216|12|14|9.36
72|216|13|14|9.12
72|216|14|16|9.76
72|216|15|16|10.02
72|216|16|17|7.46
72|216|17|18|9.84
72|216|18|20|8.61
72|216|19|21|10.58
72|216|20|21|7.91
72|216|21|23|7.61
72|216|22|24|6.89
72|216|23|24|7.18
72|216|24|26|8.15
72|216|25|27|9.29
72|216|26|27|7.41
72|216|27|28|8.91
72|216|28|29|6.96
72|216|29|31|10.3
72|216|30|32|9.64
72|216|31|33|7.62
72|216|32|33|6.54
72|216|33|35|8.08
72|216|34|35|7.18
72|216|35|37|8.44
72|216|36|37|9.13
72|216|37|38|8.45
72|216|38|40|9.35
72|216|39|41|8.6
72|216|40|41|7.31
72|216|41|43|8.69
72|216|42|44|7.28
72|216|43|44|6.47
72|216|44|46|5.98
72|216|45|46|6.74
72|216|46|47|8.01
72|216|47|49|8.39
72|216|48|49|7.48
72|216|49|51|6.67
72|216|50|52|7.59
72|216|51|52|8.97
72|216|52|1|7.23
72|469|1|2|305.62
72|469|2|4|344.43
72|469|3|5|349.2
72|469|4|6|334.0
72|469|5|7|312.46
72|469|6|8|296.1
72|469|7|8|282.59
72|469|8|10|264.69
72|469|9|10|319.1
72|469|10|11|333.88
72|469|11|12|335.83
72|469|12|14|355.19
72|469|13|15|326.02
72|469|14|16|262.57
72|469|15|16|317.76
72|469|16|18|331.19
72|469|17|19|286.39
72|469|18|20|279.28
72|469|19|20|344.67
72|469|20|22|357.0
72|469|21|23|302.23
72|469|22|23|254.34
72|469|23|24|312.57
72|469|24|25|263.06
72|469|25|27|361.52
72|469|26|28|270.2
72|469|27|28|306.84
72|469|28|29|300.03
72|469|29|30|316.21
72|469|30|31|248.43
72|469|31|33|327.38
72|469|32|33|263.78
72|469|33|35|232.3
72|469|34|35|240.25
72|469|35|36|302.87
72|469|36|38|250.68
72|469|37|38|234.18
72|469|38|39|306.13
72|469|39|40|272.11
72|469|40|41|309.58
72|469|41|42|299.9
72|469|42|44|273.13
72|469|43|45|267.56
72|469|44|45|270.22
72|469|45|46|227.68
72|469|46|47|260.63
72|469|47|49|274.77
72|469|48|49|262.92
72|469|49|51|286.78
72|469|50|52|260.42
72|469|51|1|218.79
72|469|52|2|266.17
72|689|1|2|924.3
72|689|2|3|892.72
72|689|3|5|1080.32
72|689|4|6|1036.25
72|689|5|7|1075.12
72|689|6|7|1120.11
72|689|7|8|957.77
72|689|8|10|821.98
72|689|9|10|812.36
72|689|10|12|992.84
72|689|11|13|1048.84
72|689|12|14|883.88
72|689|13|15|861.43
72|689|14|15|871.44
72|689|15|17|1151.43
72|689|16|18|967.13
72|689|17|19|927.35
72|689|18|19|976.85
72|689|19|21|968.48
72|689|20|22|1100.38
72|689|21|22|1013.46
72|689|22|23|1091.23
72|689|23|25|817.21
72|689|24|25|837.37
72|689|25|26|1085.33
72|689|26|27|911.47
72|689|27|28|1050.5
72|689|28|30|800.64
72|689|29|31|1116.83
72|689|30|31|926.33
72|689|31|33|874.53
72|689|32|33|852.87
72|689|33|35|844.8
