p_i|t_i|p_j|t_j|key|tt|pf
72|1|72|2|h|1|-0.194989
72|2|72|3|h|1|-0.178004
72|3|72|4|h|1|-0.19898
72|4|72|5|h|1|-0.189444
72|5|72|6|h|1|-0.212018
72|6|72|7|h|1|-0.205799
72|7|72|8|h|1|-0.205501
72|8|72|9|h|1|-0.19329
72|9|72|10|h|1|-0.197601
72|10|72|11|h|1|-0.188039
72|11|72|12|h|1|-0.199613
72|12|72|13|h|1|-0.172811
72|13|72|14|h|1|-0.202904
72|14|72|15|h|1|-0.200938
72|15|72|16|h|1|-0.170063
72|16|72|17|h|1|-0.201116
72|17|72|18|h|1|-0.180304
72|18|72|19|h|1|-0.220589
72|19|72|20|h|1|-0.164395
72|20|72|21|h|1|-0.167329
72|21|72|22|h|1|-0.228462
72|22|72|23|h|1|-0.165151
72|23|72|24|h|1|-0.198645
72|24|72|25|h|1|-0.184287
72|25|72|26|h|1|-0.175266
72|26|72|27|h|1|-0.221477
72|27|72|28|h|1|-0.216514
72|28|72|29|h|1|-0.16532
72|29|72|30|h|1|-0.195193
72|30|72|31|h|1|-0.214245
72|31|72|32|h|1|-0.15685
72|32|72|33|h|1|-0.177481
72|33|72|34|h|1|-0.230186
72|34|72|35|h|1|-0.179143
72|35|72|36|h|1|-0.22487
72|36|72|37|h|1|-0.229417
72|37|72|38|h|1|-0.214012
72|38|72|39|h|1|-0.182944
72|39|72|40|h|1|-0.225296
72|40|72|41|h|1|-0.189608
72|41|72|42|h|1|-0.212704
72|42|72|43|h|1|-0.180634
72|43|72|44|h|1|-0.158862
72|44|72|45|h|1|-0.224839
72|45|72|46|h|1|-0.212641
72|46|72|47|h|1|-0.204898
72|47|72|48|h|1|-0.162879
72|48|72|49|h|1|-0.186605
72|49|72|50|h|1|-0.228647
72|50|72|51|h|1|-0.222512
72|51|72|52|h|1|-0.223109
72|52|72|1|h|1|-0.222741
72|1|198|6|d|5|-0.217065
72|1|198|6|g|5|0.181495
72|2|198|7|d|5|-0.187937
72|2|198|7|g|5|0.24556
72|3|198|8|d|5|-0.239649
72|3|198|8|g|5|0.253168
72|4|198|9|d|5|-0.198323
72|4|198|9|g|5|0.173304
72|5|198|10|d|5|-0.19131
72|5|198|10|g|5|0.198247
72|6|198|11|d|5|-0.231556
72|6|198|11|g|5|0.218135
72|7|198|12|d|5|-0.215873
72|7|198|12|g|5|0.160323
72|8|198|13|d|5|-0.271232
72|8|198|13|g|5|0.179904
72|9|198|14|d|5|-0.231459
72|9|198|14|g|5|0.18206
72|10|198|15|d|5|-0.219373
72|10|198|15|g|5|0.174382
72|11|198|16|d|5|-0.21689
72|11|198|16|g|5|0.167463
72|12|198|17|d|5|-0.204673
72|12|198|17|g|5|0.186502
72|13|198|18|d|5|-0.253772
72|13|198|18|g|5|0.174425
72|14|198|19|d|5|-0.255479
72|14|198|19|g|5|0.234067
72|15|198|20|d|5|-0.269751
72|15|198|20|g|5|0.250743
72|16|198|21|d|5|-0.182915
72|16|198|21|g|5|0.216034
72|17|198|22|d|5|-0.192684
72|17|198|22|g|5|0.231269
72|18|198|23|d|5|-0.265834
72|18|198|23|g|5|0.268828
72|19|198|24|d|5|-0.219569
72|19|198|24|g|5|0.191933
72|20|198|25|d|5|-0.204126
72|20|198|25|g|5|0.233196
72|21|198|26|d|5|-0.205577
72|21|198|26|g|5|0.179121
72|22|198|27|d|5|-0.224756
72|22|198|27|g|5|0.175948
72|23|198|28|d|5|-0.209859
72|23|198|28|g|5|0.208634
72|24|198|29|d|5|-0.223124
72|24|198|29|g|5|0.218444
72|25|198|30|d|5|-0.268079
72|25|198|30|g|5|0.19612
72|26|198|31|d|5|-0.189247
72|26|198|31|g|5|0.245202
72|27|198|32|d|5|-0.217266
72|27|198|32|g|5|0.189215
72|28|198|33|d|5|-0.223046
72|28|198|33|g|5|0.234576
72|29|198|34|d|5|-0.254014
72|29|198|34|g|5|0.216465
72|30|198|35|d|5|-0.214887
72|30|198|35|g|5|0.241547
72|31|198|36|d|5|-0.262882
72|31|198|36|g|5|0.184733
72|32|198|37|d|5|-0.246022
72|32|198|37|g|5|0.151975
72|33|198|38|d|5|-0.229493
72|33|198|38|g|5|0.201579
72|34|198|39|d|5|-0.186824
72|34|198|39|g|5|0.175866
72|35|198|40|d|5|-0.228171
72|35|198|40|g|5|0.167663
72|36|198|41|d|5|-0.262406
72|36|198|41|g|5|0.204773
72|37|198|42|d|5|-0.201155
72|37|198|42|g|5|0.186237
72|38|198|43|d|5|-0.252003
72|38|198|43|g|5|0.170256
72|39|198|44|d|5|-0.261326
72|39|198|44|g|5|0.2252
72|40|198|45|d|5|-0.183994
72|40|198|45|g|5|0.177844
72|41|198|46|d|5|-0.268007
72|41|198|46|g|5|0.160574
72|42|198|47|d|5|-0.228824
72|42|198|47|g|5|0.148288
72|43|198|48|d|5|-0.18598
72|43|198|48|g|5|0.167472
72|44|198|49|d|5|-0.260852
72|44|198|49|g|5|0.161389
72|45|198|50|d|5|-0.200179
72|45|198|50|g|5|0.145722
72|46|198|51|d|5|-0.209002
72|46|198|51|g|5|0.176493
72|47|198|52|d|5|-0.193335
72|47|198|52|g|5|0.165378
72|48|198|1|d|5|-0.227843
72|48|198|1|g|5|0.173214
72|49|198|2|d|5|-0.239594
72|49|198|2|g|5|0.165526
72|50|198|3|d|5|-0.197165
72|50|198|3|g|5|0.19997
72|51|198|4|d|5|-0.214083
72|51|198|4|g|5|0.193805
72|52|198|5|d|5|-0.24232
72|52|198|5|g|5|0.179726
72|1|216|6|d|5|-0.193181
72|1|216|6|g|5|0.185225
72|2|216|7|d|5|-0.19104
72|2|216|7|g|5|0.183286
72|3|216|8|d|5|-0.257135
72|3|216|8|g|5|0.217851
72|4|216|9|d|5|-0.20319
72|4|216|9|g|5|0.21405
72|5|216|10|d|5|-0.195052
72|5|216|10|g|5|0.188974
72|6|216|11|d|5|-0.233284
72|6|216|11|g|5|0.191151
72|7|216|12|d|5|-0.23552
72|7|216|12|g|5|0.18391
72|8|216|13|d|5|-0.233158
72|8|216|13|g|5|0.176853
72|9|216|14|d|5|-0.240778
72|9|216|14|g|5|0.210146
72|10|216|15|d|5|-0.26718
72|10|216|15|g|5|0.170371
72|11|216|16|d|5|-0.262405
72|11|216|16|g|5|0.240776
72|12|216|17|d|5|-0.186885
72|12|216|17|g|5|0.180521
72|13|216|18|d|5|-0.246456
72|13|216|18|g|5|0.196097
72|14|216|19|d|5|-0.193378
72|14|216|19|g|5|0.212796
72|15|216|20|d|5|-0.234027
72|15|216|20|g|5|0.246957
72|16|216|21|d|5|-0.20473
72|16|216|21|g|5|0.244224
72|17|216|22|d|5|-0.246288
72|17|216|22|g|5|0.232617
72|18|216|23|d|5|-0.182129
72|18|216|23|g|5|0.207591
72|19|216|24|d|5|-0.191156
72|19|216|24|g|5|0.213607
72|20|216|25|d|5|-0.213097
72|20|216|25|g|5|0.211636
72|21|216|26|d|5|-0.266294
72|21|216|26|g|5|0.162757
72|22|216|27|d|5|-0.206249
72|22|216|27|g|5|0.212421
72|23|216|28|d|5|-0.21501
72|23|216|28|g|5|0.210835
72|24|216|29|d|5|-0.182833
72|24|216|29|g|5|0.246008
72|25|216|30|d|5|-0.244022
72|25|216|30|g|5|0.23035
72|26|216|31|d|5|-0.196714
72|26|216|31|g|5|0.219585
72|27|216|32|d|5|-0.221812
72|27|216|32|g|5|0.231377
72|28|216|33|d|5|-0.222291
72|28|216|33|g|5|0.168409
72|29|216|34|d|5|-0.232882
72|29|216|34|g|5|0.24659
72|30|216|35|d|5|-0.220595
72|30|216|35|g|5|0.204221
72|31|216|36|d|5|-0.207231
72|31|216|36|g|5|0.163982
72|32|216|37|d|5|-0.216464
72|32|216|37|g|5|0.167903
72|33|216|38|d|5|-0.231846
72|33|216|38|g|5|0.202863
72|34|216|39|d|5|-0.210066
72|34|216|39|g|5|0.179903
72|35|216|40|d|5|-0.20536
72|35|216|40|g|5|0.155282
72|36|216|41|d|5|-0.262256
72|36|216|41|g|5|0.156715
72|37|216|42|d|5|-0.195729
72|37|216|42|g|5|0.225697
72|38|216|43|d|5|-0.248587
72|38|216|43|g|5|0.160991
72|39|216|44|d|5|-0.245099
72|39|216|44|g|5|0.180179
72|40|216|45|d|5|-0.245955
72|40|216|45|g|5|0.179787
72|41|216|46|d|5|-0.208468
72|41|216|46|g|5|0.175904
72|42|216|47|d|5|-0.220089
72|42|216|47|g|5|0.182266
72|43|216|48|d|5|-0.227807
72|43|216|48|g|5|0.163889
72|44|216|49|d|5|-0.225285
72|44|216|49|g|5|0.143118
72|45|216|50|d|5|-0.196015
72|45|216|50|g|5|0.130118
72|46|216|51|d|5|-0.1986
72|46|216|51|g|5|0.13864
72|47|216|52|d|5|-0.236404
72|47|216|52|g|5|0.156342
72|48|216|1|d|5|-0.248374
72|48|216|1|g|5|0.170471
72|49|216|2|d|5|-0.194936
72|49|216|2|g|5|0.173949
72|50|216|3|d|5|-0.21038
72|50|216|3|g|5|0.165736
72|51|216|4|d|5|-0.250779
72|51|216|4|g|5|0.154024
72|52|216|5|d|5|-0.213486
72|52|216|5|g|5|0.152171
72|1|469|6|d|5|-0.256775
72|1|469|6|g|5|0.193467
72|2|469|7|d|5|-0.220126
72|2|469|7|g|5|0.210032
72|3|469|8|d|5|-0.25927
72|3|469|8|g|5|0.181997
72|4|469|9|d|5|-0.228643
72|4|469|9|g|5|0.179879
72|5|469|10|d|5|-0.254773
72|5|469|10|g|5|0.206013
72|6|469|11|d|5|-0.25251
72|6|469|11|g|5|0.170606
72|7|469|12|d|5|-0.23265
72|7|469|12|g|5|0.219851
72|8|469|13|d|5|-0.232994
72|8|469|13|g|5|0.194703
72|9|469|14|d|5|-0.226455
72|9|469|14|g|5|0.185295
72|10|469|15|d|5|-0.231576
72|10|469|15|g|5|0.226211
72|11|469|16|d|5|-0.247056
72|11|469|16|g|5|0.20434
72|12|469|17|d|5|-0.190483
72|12|469|17|g|5|0.183809
72|13|469|18|d|5|-0.21471
72|13|469|18|g|5|0.199549
72|14|469|19|d|5|-0.204177
72|14|469|19|g|5|0.194679
72|15|469|20|d|5|-0.202783
72|15|469|20|g|5|0.249285
