p_o|p_d|t_1|t_2|demand
72|198|1|2|714.22
72|198|2|3|953.11
72|198|3|4|792.73
72|198|4|6|799.74
72|198|5|6|830.64
72|198|6|8|991.81
72|198|7|8|924.84
72|198|8|9|881.51
72|198|9|11|718.29
72|198|10|11|994.07
72|198|11|12|869.88
72|198|12|14|1009.53
72|198|13|15|806.57
72|198|14|15|738.48
72|198|15|16|1062.79
72|198|16|17|810.42
72|198|17|18|889.62
72|198|18|20|880.0
72|198|19|21|781.2
72|198|20|21|1068.39
72|198|21|22|1025.23
72|198|22|24|1027.05
72|198|23|24|891.35
72|198|24|26|1106.49
72|198|25|27|908.8
72|198|26|27|969.68
72|198|27|29|762.49
72|198|28|29|1055.9
72|198|29|30|841.39
72|198|30|31|836.84
72|198|31|32|690.53
72|198|32|34|867.32
72|198|33|34|838.05
72|198|34|36|866.0
72|198|35|36|973.3
72|198|36|37|974.91
72|198|37|38|1015.6
72|198|38|40|900.3
72|198|39|40|740.43
72|198|40|42|691.75
72|198|41|43|944.06
72|198|42|43|782.18
72|198|43|44|911.13
72|198|44|45|844.21
72|198|45|46|833.8
72|198|46|48|732.24
72|198|47|49|944.25
72|198|48|49|709.22
72|198|49|51|787.79
72|198|50|52|1020.91
72|198|51|1|904.36
72|198|52|2|800.09
72|216|1|2|13.56
72|216|2|4|13.81
72|216|3|5|15.88
72|216|4|6|13.43
72|216|5|7|14.94
72|216|6|8|14.71
72|216|7|9|14.19
72|216|8|10|13.81
72|216|9|11|12.24
72|216|10|11|12.54
72|216|11|13|15.92
72|216|12|14|12.93
72|216|13|14|14.9
72|216|14|16|12.94
72|216|15|16|12.46
72|216|16|17|13.75
72|216|17|18|13.4
72|216|18|20|13.36
72|216|19|21|15.27
72|216|20|21|13.23
72|216|21|23|15.5
72|216|22|24|14.73
72|216|23|24|15.79
72|216|24|26|12.35
72|216|25|27|17.14
72|216|26|27|14.26
72|216|27|28|16.64
72|216|28|29|12.56
72|216|29|31|14.89
72|216|30|32|17.2
72|216|31|33|16.19
72|216|32|33|10.82
72|216|33|35|13.17
72|216|34|35|11.8
72|216|35|37|10.57
72|216|36|37|13.5
72|216|37|38|10.97
72|216|38|40|14.6
72|216|39|41|15.83
72|216|40|41|14.34
72|216|41|43|14.81
72|216|42|44|13.93
72|216|43|44|10.89
72|216|44|46|12.06
72|216|45|46|14.35
72|216|46|47|11.37
72|216|47|49|12.49
72|216|48|49|13.18
72|216|49|51|10.8
72|216|50|52|13.31
72|216|51|52|10.6
72|216|52|1|11.86
72|469|1|2|511.46
72|469|2|4|545.94
72|469|3|5|601.56
72|469|4|6|545.49
72|469|5|7|435.16
72|469|6|8|554.6
72|469|7|8|487.27
72|469|8|10|543.13
72|469|9|10|569.39
72|469|10|11|566.15
72|469|11|12|478.59
72|469|12|14|515.17
72|469|13|15|479.0
72|469|14|16|532.35
72|469|15|16|506.98
72|469|16|18|427.39
72|469|17|19|538.34
72|469|18|20|461.02
72|469|19|20|568.3
72|469|20|22|435.45
72|469|21|23|397.55
72|469|22|23|444.07
72|469|23|24|610.63
72|469|24|25|556.71
72|469|25|27|493.61
72|469|26|28|423.93
72|469|27|28|415.18
72|469|28|29|546.84
72|469|29|30|585.47
72|469|30|31|410.42
72|469|31|33|489.78
72|469|32|33|512.13
72|469|33|35|427.06
72|469|34|35|456.07
72|469|35|36|506.28
72|469|36|38|478.94
72|469|37|38|456.84
72|469|38|39|407.64
72|469|39|40|481.65
72|469|40|41|430.86
72|469|41|42|383.83
72|469|42|44|369.47
72|469|43|45|439.03
72|469|44|45|405.44
72|469|45|46|386.57
72|469|46|47|370.96
72|469|47|49|509.12
72|469|48|49|416.54
72|469|49|51|509.72
72|469|50|52|380.25
72|469|51|1|364.27
72|469|52|2|526.65
72|689|1|2|1638.81
72|689|2|3|1985.59
72|689|3|5|1672.18
72|689|4|6|1398.73
72|689|5|7|1912.55
72|689|6|7|1363.74
72|689|7|8|1491.68
72|689|8|10|1847.58
72|689|9|10|1337.46
72|689|10|12|1619.55
72|689|11|13|1903.34
72|689|12|14|1516.65
72|689|13|15|1923.77
72|689|14|15|1953.14
72|689|15|17|1672.79
72|689|16|18|1537.28
72|689|17|19|1996.25
72|689|18|19|2067.89
72|689|19|21|1669.48
72|689|20|22|1394.51
72|689|21|22|1598.27
72|689|22|23|1700.14
72|689|23|25|1781.0
72|689|24|25|1815.28
72|689|25|26|2004.27
72|689|26|27|1754.81
72|689|27|28|1389.83
72|689|28|30|1713.09
72|689|29|31|1469.66
72|689|30|31|1876.51
72|689|31|33|1469.03
72|689|32|33|1548.91
72|689|33|35|1661.06
72|689|34|35|1294.67
72|689|35|37|1542.79
72|689|36|37|1314.01
72|689|37|39|1790.33
72|689|38|40|1509.4
72|689|39|41|1626.59
72|689|40|42|1629.56
72|689|41|43|1722.73
72|689|42|43|1369.94
72|689|43|44|1205.39
72|689|44|45|1699.24
72|689|45|47|1720.86
72|689|46|48|1704.82
72|689|47|48|1686.41
72|689|48|50|1454.49
72|689|49|50|1467.99
72|689|50|52|1583.89
72|689|51|52|1264.09
72|689|52|1|1721.56
72|780|1|2|2498.54
72|780|2|3|3092.42
72|780|3|5|2830.72
72|780|4|6|2377.97
72|780|5|6|2194.91
72|780|6|7|2008.22
72|780|7|9|2283.64
72|780|8|10|2312.11
72|780|9|10|2483.31
72|780|10|12|2735.59
72|780|11|12|2143.57
72|780|12|13|2340.86
72|780|13|14|2230.38
72|780|14|16|2694.04
72|780|15|16|2703.28
72|780|16|17|2768.59
72|780|17|19|2320.18
72|780|18|20|2173.91
72|780|19|20|2170.14
72|780|20|22|2611.84
72|780|21|22|2929.86
72|780|22|23|2483.05
72|780|23|25|2670.01
72|780|24|26|2695.84
72|780|25|26|2645.53
72|780|26|27|2966.1
72|780|27|28|2496.76
72|780|28|30|2907.43
