p_i|t_i|p_j|t_j|key|tt|pf
72|1|72|2|h|1|-0.202404
72|2|72|3|h|1|-0.185142
72|3|72|4|h|1|-0.228826
72|4|72|5|h|1|-0.195596
72|5|72|6|h|1|-0.189942
72|6|72|7|h|1|-0.16051
72|7|72|8|h|1|-0.203679
72|8|72|9|h|1|-0.203981
72|9|72|10|h|1|-0.202447
72|10|72|11|h|1|-0.226295
72|11|72|12|h|1|-0.216523
72|12|72|13|h|1|-0.224712
72|13|72|14|h|1|-0.161392
72|14|72|15|h|1|-0.181667
72|15|72|16|h|1|-0.181712
72|16|72|17|h|1|-0.208227
72|17|72|18|h|1|-0.191893
72|18|72|19|h|1|-0.217665
72|19|72|20|h|1|-0.186863
72|20|72|21|h|1|-0.174103
72|21|72|22|h|1|-0.179537
72|22|72|23|h|1|-0.171035
72|23|72|24|h|1|-0.172244
72|24|72|25|h|1|-0.173729
72|25|72|26|h|1|-0.157997
72|26|72|27|h|1|-0.212854
72|27|72|28|h|1|-0.188052
72|28|72|29|h|1|-0.158512
72|29|72|30|h|1|-0.185732
72|30|72|31|h|1|-0.227687
72|31|72|32|h|1|-0.196801
72|32|72|33|h|1|-0.234065
72|33|72|34|h|1|-0.199051
72|34|72|35|h|1|-0.232188
72|35|72|36|h|1|-0.17255
72|36|72|37|h|1|-0.179457
72|37|72|38|h|1|-0.211591
72|38|72|39|h|1|-0.234071
72|39|72|40|h|1|-0.221412
72|40|72|41|h|1|-0.200128
72|41|72|42|h|1|-0.163409
72|42|72|43|h|1|-0.185291
72|43|72|44|h|1|-0.163509
72|44|72|45|h|1|-0.18113
72|45|72|46|h|1|-0.177017
72|46|72|47|h|1|-0.187186
72|47|72|48|h|1|-0.222351
72|48|72|49|h|1|-0.16852
72|49|72|50|h|1|-0.180721
72|50|72|51|h|1|-0.177199
72|51|72|52|h|1|-0.179944
72|52|72|1|h|1|-0.184997
72|1|198|6|d|5|-0.203493
72|1|198|6|g|5|0.208128
72|2|198|7|d|5|-0.219432
72|2|198|7|g|5|0.177437
72|3|198|8|d|5|-0.223744
72|3|198|8|g|5|0.189892
72|4|198|9|d|5|-0.200937
72|4|198|9|g|5|0.182642
72|5|198|10|d|5|-0.192653
72|5|198|10|g|5|0.217498
72|6|198|11|d|5|-0.253147
72|6|198|11|g|5|0.179882
72|7|198|12|d|5|-0.243812
72|7|198|12|g|5|0.179481
72|8|198|13|d|5|-0.196218
72|8|198|13|g|5|0.180098
72|9|198|14|d|5|-0.231843
72|9|198|14|g|5|0.160278
72|10|198|15|d|5|-0.240683
72|10|198|15|g|5|0.227992
72|11|198|16|d|5|-0.259315
72|11|198|16|g|5|0.174382
72|12|198|17|d|5|-0.181349
72|12|198|17|g|5|0.169033
