p_o|p_d|t_1|t_2|demand
72|198|1|2|285.69
72|198|2|3|381.24
72|198|3|4|317.09
72|198|4|6|319.9
72|198|5|6|332.25
72|198|6|8|396.72
72|198|7|8|369.94
72|198|8|9|352.6
72|198|9|11|287.31
72|198|10|11|397.63
72|198|11|12|347.95
72|198|12|14|403.81
72|198|13|15|322.63
72|198|14|15|295.39
72|198|15|16|425.12
72|198|16|17|324.17
72|198|17|18|355.85
72|198|18|20|352.0
72|198|19|21|312.48
72|198|20|21|427.35
72|198|21|22|410.09
72|198|22|24|410.82
72|198|23|24|356.54
72|198|24|26|442.59
72|198|25|27|363.52
72|198|26|27|387.87
72|198|27|29|304.99
72|198|28|29|422.36
72|198|29|30|336.56
72|198|30|31|334.74
72|198|31|32|276.21
72|198|32|34|346.93
72|198|33|34|335.22
72|198|34|36|346.4
72|198|35|36|389.32
72|198|36|37|389.97
72|198|37|38|406.24
72|198|38|40|360.12
72|198|39|40|296.17
72|198|40|42|276.7
72|198|41|43|377.63
72|198|42|43|312.87
72|198|43|44|364.45
72|198|44|45|337.69
72|198|45|46|333.52
72|198|46|48|292.9
72|198|47|49|377.7
72|198|48|49|283.69
72|198|49|51|315.11
72|198|50|52|408.36
72|198|51|1|361.74
72|198|52|2|320.03
72|216|1|2|5.42
72|216|2|4|5.52
72|216|3|5|6.35
72|216|4|6|5.37
72|216|5|7|5.98
72|216|6|8|5.88
72|216|7|9|5.68
72|216|8|10|5.52
72|216|9|11|4.9
72|216|10|11|5.02
72|216|11|13|6.37
72|216|12|14|5.17
72|216|13|14|5.96
72|216|14|16|5.18
72|216|15|16|4.98
72|216|16|17|5.5
72|216|17|18|5.36
72|216|18|20|5.34
72|216|19|21|6.11
72|216|20|21|5.29
72|216|21|23|6.2
72|216|22|24|5.89
72|216|23|24|6.32
72|216|24|26|4.94
72|216|25|27|6.86
72|216|26|27|5.7
72|216|27|28|6.66
72|216|28|29|5.02
72|216|29|31|5.96
72|216|30|32|6.88
72|216|31|33|6.48
72|216|32|33|4.33
72|216|33|35|5.27
72|216|34|35|4.72
72|216|35|37|4.23
72|216|36|37|5.4
72|216|37|38|4.39
72|216|38|40|5.84
72|216|39|41|6.33
72|216|40|41|5.74
72|216|41|43|5.92
72|216|42|44|5.57
72|216|43|44|4.36
72|216|44|46|4.82
72|216|45|46|5.74
72|216|46|47|4.55
72|216|47|49|5.0
72|216|48|49|5.27
72|216|49|51|4.32
72|216|50|52|5.32
72|216|51|52|4.24
72|216|52|1|4.74
72|469|1|2|204.58
72|469|2|4|218.38
72|469|3|5|240.62
72|469|4|6|218.2
72|469|5|7|174.06
72|469|6|8|221.84
72|469|7|8|194.91
72|469|8|10|217.25
72|469|9|10|227.75
72|469|10|11|226.46
72|469|11|12|191.44
72|469|12|14|206.07
72|469|13|15|191.6
72|469|14|16|212.94
72|469|15|16|202.79
72|469|16|18|170.96
72|469|17|19|215.34
72|469|18|20|184.41
72|469|19|20|227.32
72|469|20|22|174.18
72|469|21|23|159.02
72|469|22|23|177.63
72|469|23|24|244.25
72|469|24|25|222.68
72|469|25|27|197.44
72|469|26|28|169.57
72|469|27|28|166.07
72|469|28|29|218.73
72|469|29|30|234.19
72|469|30|31|164.17
72|469|31|33|195.91
72|469|32|33|204.85
72|469|33|35|170.82
72|469|34|35|182.43
72|469|35|36|202.51
72|469|36|38|191.57
72|469|37|38|182.73
72|469|38|39|163.05
72|469|39|40|192.66
72|469|40|41|172.34
72|469|41|42|153.53
72|469|42|44|147.79
72|469|43|45|175.61
72|469|44|45|162.18
72|469|45|46|154.63
72|469|46|47|148.38
72|469|47|49|203.65
72|469|48|49|166.62
72|469|49|51|203.89
72|469|50|52|152.1
72|469|51|1|145.71
72|469|52|2|210.66
72|689|1|2|655.52
72|689|2|3|794.23
72|689|3|5|668.87
72|689|4|6|559.49
72|689|5|7|765.02
72|689|6|7|545.5
72|689|7|8|596.67
72|689|8|10|739.03
72|689|9|10|534.99
72|689|10|12|647.82
72|689|11|13|761.34
72|689|12|14|606.66
72|689|13|15|769.51
72|689|14|15|781.26
72|689|15|17|669.12
72|689|16|18|614.91
72|689|17|19|798.5
72|689|18|19|827.15
72|689|19|21|667.79
72|689|20|22|557.8
72|689|21|22|639.31
72|689|22|23|680.05
72|689|23|25|712.4
72|689|24|25|726.11
72|689|25|26|801.71
72|689|26|27|701.92
72|689|27|28|555.93
72|689|28|30|685.23
72|689|29|31|587.86
72|689|30|31|750.6
72|689|31|33|587.61
72|689|32|33|619.57
72|689|33|35|664.43
72|689|34|35|517.87
72|689|35|37|617.12
72|689|36|37|525.6
72|689|37|39|716.13
72|689|38|40|603.76
72|689|39|41|650.64
72|689|40|42|651.82
72|689|41|43|689.09
72|689|42|43|547.98
72|689|43|44|482.16
72|689|44|45|679.7
72|689|45|47|688.34
72|689|46|48|681.93
72|689|47|48|674.56
72|689|48|50|581.8
72|689|49|50|587.19
72|689|50|52|633.56
72|689|51|52|505.64
72|689|52|1|688.62
72|780|1|2|999.41
72|780|2|3|1236.97
72|780|3|5|1132.29
72|780|4|6|951.19
72|780|5|6|877.96
72|780|6|7|803.29
72|780|7|9|913.46
72|780|8|10|924.84
72|780|9|10|993.32
72|780|10|12|1094.24
72|780|11|12|857.43
72|780|12|13|936.35
72|780|13|14|892.15
72|780|14|16|1077.62
72|780|15|16|1081.31
72|780|16|17|1107.44
72|780|17|19|928.07
72|780|18|20|869.56
72|780|19|20|868.06
72|780|20|22|1044.74
72|780|21|22|1171.94
72|780|22|23|993.22
72|780|23|25|1068.01
72|780|24|26|1078.34
72|780|25|26|1058.21
72|780|26|27|1186.44
72|780|27|28|998.7
72|780|28|30|1162.97
72|780|29|31|1173.57
72|780|30|31|1086.0
72|780|31|33|856.81
72|780|32|33|1071.14
72|780|33|34|768.3
72|780|34|36|763.1
72|780|35|36|954.64
72|780|36|38|854.23
72|780|37|38|894.23
72|780|38|40|824.71
72|780|39|41|1153.7
72|780|40|41|918.02
72|780|41|43|732.14
72|780|42|43|944.19
72|780|43|45|972.83
72|780|44|46|970.63
72|780|45|47|878.03
72|780|46|47|883.13
72|780|47|49|839.88
72|780|48|50|1070.87
72|780|49|50|1034.33
72|780|50|52|1154.73
72|780|51|52|1087.89
72|780|52|1|891.53
72|963|1|2|0.51
72|963|2|4|0.6
72|963|3|4|0.54
72|963|4|5|0.45
72|963|5|7|0.48
72|963|6|8|0.55
72|963|7|8|0.55
72|963|8|10|0.64
72|963|9|10|0.56
72|963|10|11|0.6
72|963|11|12|0.51
72|963|12|13|0.54
72|963|13|15|0.46
72|963|14|15|0.55
72|963|15|17|0.51
72|963|16|17|0.47
72|963|17|19|0.64
72|963|18|19|0.51
72|963|19|21|0.68
72|963|20|22|0.51
72|963|21|23|0.63
72|963|22|24|0.62
72|963|23|24|0.47
72|963|24|26|0.61
72|963|25|27|0.65
72|963|26|28|0.66
72|963|27|28|0.59
72|963|28|29|0.63
72|963|29|30|0.57
72|963|30|31|0.59
72|963|31|32|0.48
72|963|32|33|0.51
72|963|33|34|0.56
72|963|34|36|0.47
72|963|35|36|0.5
72|963|36|38|0.62
72|963|37|39|0.46
72|963|38|40|0.53
72|963|39|41|0.61
72|963|40|41|0.41
72|963|41|42|0.51
72|963|42|43|0.48
72|963|43|44|0.5
72|963|44|45|0.46
72|963|45|47|0.41
72|963|46|48|0.58
72|963|47|48|0.6
72|963|48|50|0.48
72|963|49|50|0.55
72|963|50|52|0.51
72|963|51|52|0.57
72|963|52|2|0.57
72|1056|1|2|296.44
72|1056|2|4|283.92
72|1056|3|5|423.34
72|1056|4|5|367.07
72|1056|5|6|369.59
72|1056|6|8|349.81
72|1056|7|9|272.52
72|1056|8|9|270.75
72|1056|9|11|335.25
72|1056|10|12|388.08
72|1056|11|12|411.56
72|1056|12|14|353.83
72|1056|13|15|284.87
72|1056|14|16|320.9
72|1056|15|17|414.99
72|1056|16|17|368.58
72|1056|17|18|342.37
72|1056|18|20|427.97
72|1056|19|20|394.17
72|1056|20|22|309.3
72|1056|21|23|293.4
72|1056|22|24|349.1
72|1056|23|25|423.5
72|1056|24|26|400.34
72|1056|25|27|383.86
72|1056|26|28|382.64
72|1056|27|28|301.21
72|1056|28|30|345.01
72|1056|29|31|363.64
72|1056|30|32|308.03
72|1056|31|33|269.04
72|1056|32|33|293.35
72|1056|33|34|371.81
72|1056|34|36|255.03
72|1056|35|37|284.43
72|1056|36|37|266.95
72|1056|37|38|355.85
72|1056|38|39|305.38
72|1056|39|41|333.94
72|1056|40|42|276.97
72|1056|41|43|350.39
72|1056|42|44|335.68
72|1056|43|45|265.81
72|1056|44|45|314.78
72|1056|45|47|257.58
72|1056|46|47|281.24
72|1056|47|48|293.09
72|1056|48|50|294.51
72|1056|49|51|365.79
72|1056|50|51|265.97
72|1056|51|52|353.19
72|1056|52|2|326.75
198|72|1|3|560.68
198|72|2|3|492.95
198|72|3|4|421.87
198|72|4|5|430.98
198|72|5|6|442.49
198|72|6|8|472.96
198|72|7|9|472.63
198|72|8|10|576.82
198|72|9|11|547.53
198|72|10|11|372.62
198|72|11|13|459.66
198|72|12|14|503.34
198|72|13|14|435.81
198|72|14|16|353.92
198|72|15|17|307.62
198|72|16|17|358.49
198|72|17|19|327.69
198|72|18|20|386.87
198|72|19|21|379.12
198|72|20|22|419.37
198|72|21|22|378.76
198|72|22|24|413.51
198|72|23|24|424.83
198|72|24|25|510.96
198|72|25|26|532.05
198|72|26|28|518.78
198|72|27|29|480.64
198|72|28|29|442.72
198|72|29|30|501.97
198|72|30|31|562.4
198|72|31|32|548.23
198|72|32|33|546.38
198|72|33|34|475.48
198|72|34|36|427.86
198|72|35|36|433.58
198|72|36|37|629.41
198|72|37|39|436.44
198|72|38|39|545.44
198|72|39|41|524.64
198|72|40|41|451.09
198|72|41|43|503.19
198|72|42|43|477.22
198|72|43|44|463.03
198|72|44|46|372.71
198|72|45|47|440.07
198|72|46|47|455.27
198|72|47|48|417.78
198|72|48|49|362.38
198|72|49|51|553.01
198|72|50|52|424.38
198|72|51|1|453.61
198|72|52|1|541.88
198|258|1|3|182.87
198|258|2|3|240.88
198|258|3|4|173.9
198|258|4|6|225.7
198|258|5|6|197.57
198|258|6|8|194.26
198|258|7|9|221.4
198|258|8|10|194.14
198|258|9|11|213.0
198|258|10|11|195.69
198|258|11|12|203.76
198|258|12|13|156.54
198|258|13|15|195.07
198|258|14|16|170.82
198|258|15|17|144.36
198|258|16|17|126.54
198|258|17|18|159.63
198|258|18|19|185.37
198|258|19|21|180.49
198|258|20|21|191.76
198|258|21|22|194.47
198|258|22|23|158.85
198|258|23|25|161.61
198|258|24|26|189.83
198|258|25|27|181.11
198|258|26|28|162.15
198|258|27|29|187.73
198|258|28|30|193.86
198|258|29|31|191.23
198|258|30|31|194.91
198|258|31|32|196.9
198|258|32|33|225.45
198|258|33|35|161.52
198|258|34|36|228.26
198|258|35|37|166.02
198|258|36|37|168.21
198|258|37|38|234.56
198|258|38|40|215.67
198|258|39|40|219.55
198|258|40|42|207.09
198|258|41|42|175.44
198|258|42|44|163.88
198|258|43|44|144.15
198|258|44|45|143.6
198|258|45|46|208.47
198|258|46|48|193.09
198|258|47|49|150.89
198|258|48|50|195.85
198|258|49|50|192.16
198|258|50|52|159.73
198|258|51|52|192.3
198|258|52|2|162.26
198|780|1|2|6605.5
198|780|2|4|7552.73
198|780|3|4|6162.11
198|780|4|5|7124.7
198|780|5|7|6126.15
198|780|6|8|8119.97
198|780|7|8|6479.46
