p_o|p_d|t_1|t_2|demand
72|198|1|2|177.13
72|198|2|3|162.985
72|198|3|4|217.0275
72|198|4|6|183.815
72|198|5|6|208.45
72|198|6|8|141.975
72|198|7|8|162.525
72|198|8|9|140.34
72|198|9|11|160.8775
72|198|10|11|208.1425
72|198|11|12|147.945
72|198|12|14|175.54
72|198|13|15|151.52
72|198|14|15|694.17
72|198|15|16|841.99
72|198|16|17|765.69
72|198|17|18|809.88
72|198|18|20|714.04
72|198|19|21|886.11
72|198|20|21|814.44
72|198|21|22|697.22
72|198|22|24|670.94
72|198|23|24|872.51
72|198|24|26|771.91
72|198|25|27|804.51
72|198|26|27|702.32
72|198|27|29|651.35
72|198|28|29|794.12
72|198|29|30|763.86
72|198|30|31|740.21
72|198|31|32|722.93
72|198|32|34|602.48
72|198|33|34|756.65
72|198|34|36|774.73
72|198|35|36|755.87
72|198|36|37|622.47
72|198|37|38|671.73
72|198|38|40|800.99
72|198|39|40|730.61
72|198|40|42|646.52
72|198|41|43|748.5
72|198|42|43|657.94
72|198|43|44|639.84
72|198|44|45|516.1
72|198|45|46|525.11
72|198|46|48|516.77
72|198|47|49|759.7
72|198|48|49|619.18
72|198|49|51|647.04
72|198|50|52|776.3
72|198|51|1|690.04
72|198|52|2|683.12
72|216|1|2|2.4325
72|216|2|4|3.245
72|216|3|5|2.5225
72|216|4|6|2.2975
72|216|5|7|2.4525
72|216|6|8|2.465
72|216|7|9|2.4825
72|216|8|10|2.905
72|216|9|11|2.4625
72|216|10|11|3.0525
72|216|11|13|2.3825
72|216|12|14|2.425
72|216|13|14|2.815
72|216|14|16|13.15
72|216|15|16|13.29
72|216|16|17|13.58
72|216|17|18|12.3
72|216|18|20|12.75
72|216|19|21|12.39
72|216|20|21|12.36
72|216|21|23|9.69
72|216|22|24|11.02
72|216|23|24|11.18
72|216|24|26|11.47
72|216|25|27|11.76
72|216|26|27|9.7
72|216|27|28|10.83
72|216|28|29|9.43
72|216|29|31|13.68
72|216|30|32|9.83
72|216|31|33|9.76
72|216|32|33|12.36
72|216|33|35|10.54
72|216|34|35|8.8
72|216|35|37|9.77
72|216|36|37|8.89
72|216|37|38|9.63
72|216|38|40|9.18
72|216|39|41|10.76
72|216|40|41|11.16
72|216|41|43|10.37
72|216|42|44|10.6
72|216|43|44|8.78
72|216|44|46|9.29
72|216|45|46|11.32
72|216|46|47|8.42
72|216|47|49|11.69
72|216|48|49|10.01
72|216|49|51|11.66
72|216|50|52|9.91
72|216|51|52|9.7
72|216|52|1|11.29
72|469|1|2|103.5175
72|469|2|4|89.6525
72|469|3|5|121.5925
72|469|4|6|81.895
72|469|5|7|81.2675
72|469|6|8|99.105
72|469|7|8|103.9625
72|469|8|10|113.055
72|469|9|10|93.71
72|469|10|11|81.0625
72|469|11|12|104.0625
72|469|12|14|90.8
72|469|13|15|95.81
72|469|14|16|393.36
72|469|15|16|337.0
72|469|16|18|399.38
72|469|17|19|395.16
72|469|18|20|453.77
72|469|19|20|438.19
72|469|20|22|361.53
72|469|21|23|349.54
72|469|22|23|342.55
72|469|23|24|358.49
72|469|24|25|438.15
72|469|25|27|489.9
72|469|26|28|424.12
72|469|27|28|420.21
72|469|28|29|386.72
72|469|29|30|372.8
72|469|30|31|474.11
72|469|31|33|450.17
72|469|32|33|374.89
72|469|33|35|341.35
72|469|34|35|400.63
72|469|35|36|306.84
72|469|36|38|408.13
72|469|37|38|433.14
72|469|38|39|333.54
72|469|39|40|461.24
72|469|40|41|416.93
72|469|41|42|413.36
72|469|42|44|356.39
72|469|43|45|314.49
72|469|44|45|359.15
72|469|45|46|337.94
72|469|46|47|312.53
72|469|47|49|347.85
72|469|48|49|376.92
72|469|49|51|298.74
72|469|50|52|350.37
72|469|51|1|293.68
72|469|52|2|396.12
72|689|1|2|323.6875
72|689|2|3|273.5125
72|689|3|5|399.885
72|689|4|6|262.06
72|689|5|7|335.565
72|689|6|7|349.595
72|689|7|8|351.0475
72|689|8|10|256.155
72|689|9|10|373.4775
72|689|10|12|385.22
72|689|11|13|337.7
72|689|12|14|324.605
72|689|13|15|265.5625
72|689|14|15|1335.53
72|689|15|17|1296.98
72|689|16|18|1469.04
72|689|17|19|1291.1
72|689|18|19|1480.46
72|689|19|21|1147.8
72|689|20|22|1163.73
72|689|21|22|1118.02
72|689|22|23|1026.55
72|689|23|25|1378.82
72|689|24|25|1519.28
