p_o|p_d|t_1|t_2|demand
72|198|1|2|297.3
72|198|2|3|399.76
72|198|3|4|312.4
72|198|4|6|422.62
72|198|5|6|350.59
72|198|6|8|376.37
72|198|7|8|304.4
72|198|8|9|340.74
72|198|9|11|305.73
72|198|10|11|355.03
72|198|11|12|365.71
72|198|12|14|359.24
72|198|13|15|333.99
72|198|14|15|399.95
72|198|15|16|335.16
72|198|16|17|346.32
72|198|17|18|335.28
72|198|18|20|449.51
72|198|19|21|304.53
72|198|20|21|376.49
72|198|21|22|336.89
72|198|22|24|286.75
72|198|23|24|419.87
72|198|24|26|364.1
72|198|25|27|344.92
72|198|26|27|305.85
72|198|27|29|353.31
72|198|28|29|295.45
72|198|29|30|384.23
72|198|30|31|354.28
72|198|31|32|325.0
72|198|32|34|392.39
72|198|33|34|369.33
72|198|34|36|326.9
72|198|35|36|264.13
72|198|36|37|401.19
72|198|37|38|373.49
72|198|38|40|305.19
72|198|39|40|336.34
72|198|40|42|359.79
72|198|41|43|274.8
72|198|42|43|317.65
72|198|43|44|291.36
72|198|44|45|320.43
72|198|45|46|359.32
72|198|46|48|337.03
72|198|47|49|292.27
72|198|48|49|365.42
72|198|49|51|276.68
72|198|50|52|377.41
72|198|51|1|343.78
72|198|52|2|293.21
72|216|1|2|4.85
72|216|2|4|6.82
72|216|3|5|5.86
72|216|4|6|4.61
72|216|5|7|4.94
72|216|6|8|6.01
72|216|7|9|4.76
72|216|8|10|6.48
72|216|9|11|5.93
72|216|10|11|6.17
72|216|11|13|6.13
72|216|12|14|5.06
72|216|13|14|5.28
72|216|14|16|6.23
72|216|15|16|6.46
72|216|16|17|4.99
72|216|17|18|6.53
72|216|18|20|5.31
72|216|19|21|5.25
72|216|20|21|6.17
72|216|21|23|5.68
72|216|22|24|6.26
72|216|23|24|5.61
72|216|24|26|5.38
72|216|25|27|6.41
72|216|26|27|6.16
72|216|27|28|4.68
72|216|28|29|5.5
72|216|29|31|5.75
72|216|30|32|6.58
72|216|31|33|5.05
72|216|32|33|6.27
72|216|33|35|5.69
72|216|34|35|4.96
72|216|35|37|4.9
72|216|36|37|4.76
72|216|37|38|5.73
72|216|38|40|4.66
72|216|39|41|4.53
72|216|40|41|3.99
72|216|41|43|5.13
72|216|42|44|5.26
72|216|43|44|4.95
72|216|44|46|4.54
72|216|45|46|4.33
72|216|46|47|5.78
72|216|47|49|5.83
72|216|48|49|5.27
72|216|49|51|5.15
72|216|50|52|5.73
72|216|51|52|6.06
72|216|52|1|5.45
72|469|1|2|201.09
72|469|2|4|167.8
72|469|3|5|207.32
72|469|4|6|211.29
72|469|5|7|192.63
72|469|6|8|200.33
72|469|7|8|209.32
72|469|8|10|224.65
72|469|9|10|188.28
72|469|10|11|204.72
72|469|11|12|206.29
72|469|12|14|220.23
72|469|13|15|188.37
72|469|14|16|216.55
72|469|15|16|166.72
72|469|16|18|164.06
72|469|17|19|224.02
72|469|18|20|196.1
72|469|19|20|193.16
72|469|20|22|202.76
72|469|21|23|226.29
72|469|22|23|171.84
72|469|23|24|204.41
72|469|24|25|222.72
72|469|25|27|240.23
72|469|26|28|203.0
72|469|27|28|224.01
72|469|28|29|209.63
72|469|29|30|219.72
72|469|30|31|242.9
72|469|31|33|190.42
72|469|32|33|203.24
72|469|33|35|171.59
72|469|34|35|151.89
72|469|35|36|148.78
72|469|36|38|175.5
72|469|37|38|174.05
72|469|38|39|213.11
72|469|39|40|231.19
72|469|40|41|149.66
72|469|41|42|155.32
72|469|42|44|155.24
72|469|43|45|151.9
72|469|44|45|152.92
72|469|45|46|175.52
72|469|46|47|154.87
72|469|47|49|160.41
72|469|48|49|205.45
72|469|49|51|184.09
72|469|50|52|162.63
72|469|51|1|212.87
72|469|52|2|213.16
72|689|1|2|623.6
72|689|2|3|600.96
72|689|3|5|748.76
72|689|4|6|703.37
72|689|5|7|709.24
72|689|6|7|684.68
72|689|7|8|615.3
72|689|8|10|717.18
72|689|9|10|674.62
72|689|10|12|620.07
72|689|11|13|562.06
72|689|12|14|525.34
72|689|13|15|697.79
72|689|14|15|732.69
72|689|15|17|633.43
72|689|16|18|654.66
72|689|17|19|803.03
72|689|18|19|805.95
72|689|19|21|604.89
72|689|20|22|784.64
72|689|21|22|663.78
72|689|22|23|598.9
72|689|23|25|616.97
72|689|24|25|790.08
72|689|25|26|681.06
72|689|26|27|730.99
72|689|27|28|592.63
72|689|28|30|780.28
72|689|29|31|597.94
72|689|30|31|573.72
72|689|31|33|567.32
72|689|32|33|628.53
72|689|33|35|611.29
72|689|34|35|491.72
72|689|35|37|546.09
72|689|36|37|534.96
72|689|37|39|639.28
72|689|38|40|602.35
72|689|39|41|592.63
72|689|40|42|580.43
72|689|41|43|560.81
72|689|42|43|579.45
72|689|43|44|652.92
72|689|44|45|633.54
72|689|45|47|525.71
72|689|46|48|665.6
72|689|47|48|631.65
72|689|48|50|480.17
72|689|49|50|704.86
72|689|50|52|678.04
72|689|51|52|666.82
72|689|52|1|653.53
72|780|1|2|816.96
72|780|2|3|975.94
72|780|3|5|1028.16
72|780|4|6|994.08
72|780|5|6|848.4
72|780|6|7|1142.95
72|780|7|9|854.42
72|780|8|10|1028.29
72|780|9|10|1025.72
72|780|10|12|966.3
72|780|11|12|982.19
72|780|12|13|1208.28
72|780|13|14|956.66
72|780|14|16|1082.3
72|780|15|16|1073.62
72|780|16|17|942.11
72|780|17|19|1017.23
72|780|18|20|1228.0
72|780|19|20|1135.01
72|780|20|22|919.76
72|780|21|22|1172.54
72|780|22|23|803.0
72|780|23|25|1145.15
72|780|24|26|893.18
72|780|25|26|1054.33
72|780|26|27|1210.14
72|780|27|28|980.24
72|780|28|30|1061.03
72|780|29|31|923.29
72|780|30|31|1203.79
72|780|31|33|855.76
72|780|32|33|918.74
72|780|33|34|1129.76
72|780|34|36|998.14
72|780|35|36|953.81
72|780|36|38|1091.78
72|780|37|38|925.2
72|780|38|40|884.71
72|780|39|41|1148.79
72|780|40|41|1043.42
72|780|41|43|797.98
72|780|42|43|1033.44
72|780|43|45|846.85
72|780|44|46|868.88
72|780|45|47|954.3
72|780|46|47|767.36
72|780|47|49|958.01
72|780|48|50|1030.87
72|780|49|50|1101.4
72|780|50|52|908.71
72|780|51|52|863.02
72|780|52|1|1014.34
72|963|1|2|0.59
72|963|2|4|0.5
72|963|3|4|0.54
72|963|4|5|0.6
72|963|5|7|0.45
72|963|6|8|0.64
72|963|7|8|0.6
72|963|8|10|0.64
72|963|9|10|0.48
72|963|10|11|0.65
72|963|11|12|0.58
72|963|12|13|0.61
72|963|13|15|0.5
72|963|14|15|0.5
72|963|15|17|0.58
72|963|16|17|0.49
72|963|17|19|0.69
72|963|18|19|0.51
72|963|19|21|0.62
72|963|20|22|0.49
72|963|21|23|0.64
72|963|22|24|0.57
72|963|23|24|0.66
72|963|24|26|0.55
72|963|25|27|0.52
72|963|26|28|0.55
72|963|27|28|0.63
72|963|28|29|0.65
72|963|29|30|0.59
72|963|30|31|0.53
72|963|31|32|0.61
72|963|32|33|0.43
72|963|33|34|0.44
72|963|34|36|0.54
72|963|35|36|0.51
72|963|36|38|0.51
72|963|37|39|0.51
72|963|38|40|0.46
72|963|39|41|0.62
72|963|40|41|0.53
72|963|41|42|0.43
72|963|42|43|0.43
72|963|43|44|0.43
72|963|44|45|0.56
72|963|45|47|0.55
72|963|46|48|0.49
72|963|47|48|0.52
72|963|48|50|0.58
72|963|49|50|0.47
72|963|50|52|0.59
72|963|51|52|0.57
72|963|52|2|0.46
72|1056|1|2|358.74
72|1056|2|4|287.25
72|1056|3|5|344.81
72|1056|4|5|279.98
72|1056|5|6|334.19
72|1056|6|8|388.21
72|1056|7|9|328.6
72|1056|8|9|345.07
72|1056|9|11|335.37
72|1056|10|12|356.87
72|1056|11|12|377.17
72|1056|12|14|357.14
72|1056|13|15|312.36
72|1056|14|16|318.03
72|1056|15|17|396.05
72|1056|16|17|349.17
72|1056|17|18|405.81
72|1056|18|20|355.57
72|1056|19|20|364.68
72|1056|20|22|346.86
72|1056|21|23|380.66
