p_o|p_d|t_1|t_2|demand
72|198|1|2|891.91
72|198|2|3|1199.28
72|198|3|4|937.21
72|198|4|6|1267.86
72|198|5|6|1051.78
72|198|6|8|1129.12
72|198|7|8|913.2
72|198|8|9|1022.23
72|198|9|11|917.19
72|198|10|11|1065.1
72|198|11|12|1097.14
72|198|12|14|1077.72
72|198|13|15|1001.97
72|198|14|15|1199.84
72|198|15|16|1005.48
72|198|16|17|1038.96
72|198|17|18|1005.83
72|198|18|20|1348.52
72|198|19|21|913.59
72|198|20|21|1129.47
72|198|21|22|1010.66
72|198|22|24|860.26
72|198|23|24|1259.61
72|198|24|26|1092.31
72|198|25|27|1034.76
72|198|26|27|917.54
72|198|27|29|1059.94
72|198|28|29|886.35
72|198|29|30|1152.68
72|198|30|31|1062.84
72|198|31|32|974.99
72|198|32|34|1177.17
72|198|33|34|1108.0
72|198|34|36|980.69
72|198|35|36|792.38
72|198|36|37|1203.56
72|198|37|38|1120.47
72|198|38|40|915.56
72|198|39|40|1009.02
72|198|40|42|1079.38
72|198|41|43|824.4
72|198|42|43|952.96
72|198|43|44|874.09
72|198|44|45|961.3
72|198|45|46|1077.96
72|198|46|48|1011.08
72|198|47|49|876.82
72|198|48|49|1096.26
72|198|49|51|830.05
72|198|50|52|1132.23
72|198|51|1|1031.35
72|198|52|2|879.63
72|216|1|2|14.54
72|216|2|4|20.47
72|216|3|5|17.58
72|216|4|6|13.84
72|216|5|7|14.83
72|216|6|8|18.02
72|216|7|9|14.29
72|216|8|10|19.43
72|216|9|11|17.8
72|216|10|11|18.52
72|216|11|13|18.38
72|216|12|14|15.18
72|216|13|14|15.84
72|216|14|16|18.68
72|216|15|16|19.39
72|216|16|17|14.98
72|216|17|18|19.6
72|216|18|20|15.92
72|216|19|21|15.76
72|216|20|21|18.51
72|216|21|23|17.03
72|216|22|24|18.78
72|216|23|24|16.82
72|216|24|26|16.13
72|216|25|27|19.22
72|216|26|27|18.49
72|216|27|28|14.04
72|216|28|29|16.49
72|216|29|31|17.25
72|216|30|32|19.75
72|216|31|33|15.16
72|216|32|33|18.81
72|216|33|35|17.08
72|216|34|35|14.87
72|216|35|37|14.71
72|216|36|37|14.29
72|216|37|38|17.18
72|216|38|40|13.99
72|216|39|41|13.6
72|216|40|41|11.98
