p_o|p_d|t_1|t_2|demand
72|198|1|2|1022.12
72|198|2|3|918.72
72|198|3|4|1162.15
72|198|4|6|1091.46
72|198|5|6|1178.63
72|198|6|8|1092.96
72|198|7|8|1013.38
72|198|8|9|866.31
72|198|9|11|929.68
72|198|10|11|1159.12
72|198|11|12|1108.41
72|198|12|14|1188.83
72|198|13|15|939.07
72|198|14|15|993.29
72|198|15|16|1115.88
72|198|16|17|1025.3
72|198|17|18|995.48
72|198|18|20|976.72
72|198|19|21|934.73
72|198|20|21|1063.51
72|198|21|22|1012.27
72|198|22|24|1214.04
72|198|23|24|1309.49
72|198|24|26|1268.09
72|198|25|27|914.71
72|198|26|27|880.63
72|198|27|29|1003.24
72|198|28|29|1108.66
72|198|29|30|1069.95
72|198|30|31|981.29
72|198|31|32|983.96
72|198|32|34|850.01
72|198|33|34|1122.1
72|198|34|36|989.25
72|198|35|36|872.38
72|198|36|37|1184.63
72|198|37|38|873.04
72|198|38|40|1107.71
72|198|39|40|1056.07
72|198|40|42|1029.46
72|198|41|43|899.56
72|198|42|43|1061.35
72|198|43|44|984.58
72|198|44|45|1018.93
72|198|45|46|847.08
72|198|46|48|942.41
72|198|47|49|1105.12
72|198|48|49|1103.14
72|198|49|51|830.2
72|198|50|52|820.89
72|198|51|1|1116.96
72|198|52|2|887.91
72|216|1|2|17.02
72|216|2|4|16.28
72|216|3|5|16.0
72|216|4|6|15.21
72|216|5|7|14.88
72|216|6|8|15.26
72|216|7|9|13.12
72|216|8|10|17.79
72|216|9|11|16.73
72|216|10|11|16.28
72|216|11|13|15.11
72|216|12|14|20.09
72|216|13|14|15.89
72|216|14|16|18.54
72|216|15|16|19.95
72|216|16|17|19.83
72|216|17|18|14.59
72|216|18|20|17.03
72|216|19|21|15.51
72|216|20|21|20.79
72|216|21|23|17.74
72|216|22|24|18.45
72|216|23|24|17.27
72|216|24|26|16.88
72|216|25|27|16.53
72|216|26|27|16.79
72|216|27|28|18.01
72|216|28|29|16.74
72|216|29|31|18.27
72|216|30|32|19.62
72|216|31|33|18.44
72|216|32|33|19.18
72|216|33|35|13.07
72|216|34|35|18.39
72|216|35|37|15.9
72|216|36|37|12.63
72|216|37|38|17.45
72|216|38|40|19.66
72|216|39|41|19.64
72|216|40|41|16.41
72|216|41|43|14.97
72|216|42|44|15.84
72|216|43|44|13.58
72|216|44|46|13.54
72|216|45|46|17.11
72|216|46|47|14.68
72|216|47|49|14.89
72|216|48|49|13.46
72|216|49|51|14.21
72|216|50|52|14.89
72|216|51|52|13.63
72|216|52|1|15.93
72|469|1|2|538.77
72|469|2|4|650.41
72|469|3|5|517.63
72|469|4|6|560.18
72|469|5|7|635.57
72|469|6|8|547.46
72|469|7|8|530.85
72|469|8|10|580.29
72|469|9|10|595.86
72|469|10|11|595.47
72|469|11|12|541.4
72|469|12|14|563.01
72|469|13|15|692.39
72|469|14|16|558.35
72|469|15|16|676.75
72|469|16|18|691.74
72|469|17|19|668.04
72|469|18|20|622.18
72|469|19|20|620.15
72|469|20|22|599.97
72|469|21|23|672.95
72|469|22|23|614.94
72|469|23|24|548.1
72|469|24|25|724.26
72|469|25|27|498.54
72|469|26|28|498.81
72|469|27|28|491.76
72|469|28|29|722.08
72|469|29|30|577.87
72|469|30|31|498.36
72|469|31|33|622.34
72|469|32|33|557.99
72|469|33|35|637.47
72|469|34|35|446.87
72|469|35|36|499.05
72|469|36|38|458.91
72|469|37|38|473.86
72|469|38|39|593.16
72|469|39|40|481.39
72|469|40|41|565.61
72|469|41|42|453.89
72|469|42|44|464.67
72|469|43|45|566.13
72|469|44|45|561.29
72|469|45|46|493.1
72|469|46|47|574.01
72|469|47|49|567.92
72|469|48|49|432.62
72|469|49|51|470.91
72|469|50|52|590.09
72|469|51|1|600.52
72|469|52|2|542.68
72|689|1|2|1884.56
72|689|2|3|2278.76
72|689|3|5|1991.5
