p_o|p_d|t_1|t_2|demand
72|198|1|2|825.12
72|198|2|3|943.77
72|198|3|4|782.95
72|198|4|6|1065.36
72|198|5|6|766.87
72|198|6|8|709.76
72|198|7|8|737.6
72|198|8|9|789.0
72|198|9|11|859.83
72|198|10|11|1089.6
72|198|11|12|754.77
72|198|12|14|1063.22
72|198|13|15|968.23
72|198|14|15|988.31
72|198|15|16|1069.48
72|198|16|17|888.89
72|198|17|18|859.72
72|198|18|20|1087.03
72|198|19|21|980.48
72|198|20|21|753.5
72|198|21|22|916.37
72|198|22|24|924.89
72|198|23|24|776.71
72|198|24|26|823.67
72|198|25|27|842.15
72|198|26|27|799.54
72|198|27|29|963.73
72|198|28|29|892.2
72|198|29|30|844.4
72|198|30|31|981.39
72|198|31|32|780.77
72|198|32|34|907.07
72|198|33|34|878.16
72|198|34|36|924.97
72|198|35|36|923.43
72|198|36|37|861.3
72|198|37|38|1023.95
72|198|38|40|926.04
72|198|39|40|877.36
72|198|40|42|798.73
72|198|41|43|782.3
72|198|42|43|834.62
72|198|43|44|650.96
72|198|44|45|787.05
72|198|45|46|775.25
72|198|46|48|813.87
72|198|47|49|970.5
72|198|48|49|960.03
72|198|49|51|931.95
72|198|50|52|918.2
72|198|51|1|975.33
72|198|52|2|741.28
72|216|1|2|14.94
72|216|2|4|16.01
72|216|3|5|16.43
72|216|4|6|16.17
72|216|5|7|12.89
72|216|6|8|12.32
72|216|7|9|12.71
72|216|8|10|16.07
72|216|9|11|16.17
72|216|10|11|11.76
72|216|11|13|11.77
72|216|12|14|13.24
72|216|13|14|12.31
72|216|14|16|12.79
72|216|15|16|15.37
72|216|16|17|15.26
72|216|17|18|17.32
72|216|18|20|13.55
72|216|19|21|12.48
72|216|20|21|13.09
72|216|21|23|13.97
72|216|22|24|13.25
72|216|23|24|13.89
72|216|24|26|13.56
72|216|25|27|14.42
72|216|26|27|12.33
72|216|27|28|15.97
72|216|28|29|12.1
72|216|29|31|15.74
72|216|30|32|13.06
72|216|31|33|11.62
72|216|32|33|12.3
72|216|33|35|13.15
72|216|34|35|11.38
72|216|35|37|13.77
72|216|36|37|15.32
72|216|37|38|12.32
72|216|38|40|12.41
72|216|39|41|14.89
72|216|40|41|10.06
72|216|41|43|13.24
72|216|42|44|10.74
72|216|43|44|14.17
72|216|44|46|12.59
72|216|45|46|11.37
72|216|46|47|10.63
72|216|47|49|12.7
72|216|48|49|14.37
72|216|49|51|13.35
72|216|50|52|15.56
72|216|51|52|14.36
72|216|52|1|15.25
72|469|1|2|416.29
72|469|2|4|444.76
72|469|3|5|535.73
72|469|4|6|400.4
72|469|5|7|480.15
72|469|6|8|468.36
72|469|7|8|452.43
72|469|8|10|544.86
72|469|9|10|514.28
72|469|10|11|563.38
72|469|11|12|416.5
72|469|12|14|534.7
72|469|13|15|547.54
72|469|14|16|504.64
72|469|15|16|470.66
72|469|16|18|554.59
72|469|17|19|582.57
72|469|18|20|466.92
72|469|19|20|569.96
72|469|20|22|599.84
72|469|21|23|528.2
72|469|22|23|470.17
72|469|23|24|576.7
72|469|24|25|507.18
72|469|25|27|575.56
72|469|26|28|468.07
72|469|27|28|570.34
72|469|28|29|486.7
72|469|29|30|581.37
72|469|30|31|492.19
72|469|31|33|380.65
72|469|32|33|552.06
72|469|33|35|512.21
72|469|34|35|465.26
72|469|35|36|372.84
72|469|36|38|515.01
72|469|37|38|424.94
72|469|38|39|449.72
72|469|39|40|446.83
72|469|40|41|441.7
72|469|41|42|428.33
72|469|42|44|433.88
72|469|43|45|441.23
72|469|44|45|438.46
72|469|45|46|443.9
72|469|46|47|441.68
72|469|47|49|426.08
72|469|48|49|459.67
72|469|49|51|464.22
72|469|50|52|466.71
72|469|51|1|382.02
72|469|52|2|440.02
72|689|1|2|1397.19
72|689|2|3|1724.71
72|689|3|5|1963.49
72|689|4|6|1634.37
72|689|5|7|1746.17
72|689|6|7|1425.08
72|689|7|8|1271.54
72|689|8|10|1324.44
72|689|9|10|1741.31
72|689|10|12|1737.78
72|689|11|13|1772.25
72|689|12|14|1355.92
72|689|13|15|1490.24
72|689|14|15|1346.47
72|689|15|17|1768.37
72|689|16|18|1615.49
72|689|17|19|1396.79
72|689|18|19|1608.78
72|689|19|21|1690.52
72|689|20|22|1587.26
72|689|21|22|1698.15
72|689|22|23|1685.11
72|689|23|25|1779.3
72|689|24|25|2030.93
72|689|25|26|1700.86
72|689|26|27|1749.46
72|689|27|28|1808.26
72|689|28|30|1608.25
72|689|29|31|1839.45
72|689|30|31|1855.28
72|689|31|33|1330.95
72|689|32|33|1419.79
72|689|33|35|1629.06
72|689|34|35|1680.24
72|689|35|37|1617.04
72|689|36|37|1566.78
72|689|37|39|1363.34
72|689|38|40|1818.52
72|689|39|41|1435.96
72|689|40|42|1347.48
72|689|41|43|1309.12
72|689|42|43|1603.89
72|689|43|44|1166.07
72|689|44|45|1388.83
72|689|45|47|1428.0
72|689|46|48|1501.69
72|689|47|48|1750.11
72|689|48|50|1569.07
72|689|49|50|1199.28
72|689|50|52|1731.99
72|689|51|52|1687.84
72|689|52|1|1744.26
72|780|1|2|2688.86
72|780|2|3|2813.47
72|780|3|5|2485.29
72|780|4|6|2515.12
72|780|5|6|2806.02
72|780|6|7|2020.27
72|780|7|9|2574.73
72|780|8|10|2744.87
72|780|9|10|2732.64
72|780|10|12|2151.92
72|780|11|12|2889.62
72|780|12|13|2274.69
72|780|13|14|2795.58
72|780|14|16|2565.71
72|780|15|16|3014.37
72|780|16|17|2287.33
72|780|17|19|3005.43
72|780|18|20|2678.21
72|780|19|20|3096.35
72|780|20|22|2782.55
72|780|21|22|2962.32
72|780|22|23|2639.79
72|780|23|25|2746.17
72|780|24|26|2145.16
72|780|25|26|2403.8
72|780|26|27|2237.29
72|780|27|28|2598.76
72|780|28|30|2834.88
72|780|29|31|2516.77
72|780|30|31|2306.07
72|780|31|33|2748.69
72|780|32|33|2188.73
72|780|33|34|1998.73
72|780|34|36|2445.78
72|780|35|36|2261.51
72|780|36|38|2179.65
72|780|37|38|2813.64
72|780|38|40|2507.31
72|780|39|41|2627.22
72|780|40|41|2591.24
72|780|41|43|2120.38
72|780|42|43|2710.06
72|780|43|45|2485.55
72|780|44|46|2565.67
72|780|45|47|2547.92
72|780|46|47|1912.28
72|780|47|49|2165.75
72|780|48|50|2487.4
72|780|49|50|1960.97
72|780|50|52|2522.82
72|780|51|52|1889.99
72|780|52|1|1890.42
72|963|1|2|1.45
72|963|2|4|1.6
72|963|3|4|1.33
72|963|4|5|1.64
72|963|5|7|1.51
72|963|6|8|1.52
72|963|7|8|1.45
72|963|8|10|1.47
72|963|9|10|1.26
72|963|10|11|1.61
72|963|11|12|1.56
72|963|12|13|1.14
72|963|13|15|1.54
72|963|14|15|1.48
72|963|15|17|1.47
72|963|16|17|1.51
72|963|17|19|1.21
72|963|18|19|1.36
72|963|19|21|1.4
72|963|20|22|1.22
72|963|21|23|1.56
72|963|22|24|1.17
72|963|23|24|1.37
72|963|24|26|1.55
