p_o|p_d|t_1|t_2|demand
72|198|1|2|556.82
72|198|2|3|558.33
72|198|3|4|575.19
72|198|4|6|620.52
72|198|5|6|584.93
72|198|6|8|580.53
72|198|7|8|623.18
72|198|8|9|612.33
72|198|9|11|572.15
72|198|10|11|460.85
72|198|11|12|461.02
72|198|12|14|476.88
72|198|13|15|430.07
72|198|14|15|626.13
72|198|15|16|516.38
72|198|16|17|520.58
72|198|17|18|597.67
72|198|18|20|534.54
72|198|19|21|501.66
72|198|20|21|593.29
72|198|21|22|601.14
72|198|22|24|534.6
72|198|23|24|613.21
72|198|24|26|531.05
72|198|25|27|615.07
72|198|26|27|540.96
72|198|27|29|552.48
72|198|28|29|653.89
72|198|29|30|495.83
72|198|30|31|510.08
72|198|31|32|558.27
72|198|32|34|482.96
72|198|33|34|463.89
72|198|34|36|472.29
72|198|35|36|404.79
72|198|36|37|412.94
72|198|37|38|424.01
72|198|38|40|470.72
72|198|39|40|586.26
72|198|40|42|503.77
72|198|41|43|556.75
72|198|42|43|447.58
72|198|43|44|426.09
72|198|44|45|442.75
72|198|45|46|557.98
72|198|46|48|393.1
72|198|47|49|462.51
72|198|48|49|455.62
72|198|49|51|551.62
72|198|50|52|494.78
72|198|51|1|557.24
72|198|52|2|492.7
72|216|1|2|6.87
72|216|2|4|9.97
72|216|3|5|9.14
72|216|4|6|9.35
72|216|5|7|8.65
72|216|6|8|6.65
72|216|7|9|7.81
72|216|8|10|8.67
72|216|9|11|8.02
72|216|10|11|8.09
72|216|11|13|8.14
72|216|12|14|8.81
72|216|13|14|7.01
72|216|14|16|8.22
72|216|15|16|9.8
72|216|16|17|7.32
72|216|17|18|9.44
72|216|18|20|7.54
72|216|19|21|9.26
72|216|20|21|10.0
72|216|21|23|9.64
72|216|22|24|8.0
72|216|23|24|9.63
72|216|24|26|9.12
72|216|25|27|8.02
72|216|26|27|10.21
72|216|27|28|6.93
72|216|28|29|7.41
72|216|29|31|8.86
72|216|30|32|9.22
72|216|31|33|6.91
72|216|32|33|7.82
72|216|33|35|7.69
72|216|34|35|8.55
72|216|35|37|8.36
72|216|36|37|7.69
72|216|37|38|7.6
72|216|38|40|8.57
72|216|39|41|9.93
72|216|40|41|7.03
72|216|41|43|7.32
72|216|42|44|6.71
72|216|43|44|6.04
72|216|44|46|8.09
72|216|45|46|7.43
72|216|46|47|8.63
72|216|47|49|6.78
72|216|48|49|8.57
72|216|49|51|8.42
72|216|50|52|7.15
72|216|51|52|6.55
72|216|52|1|6.2
72|469|1|2|248.43
72|469|2|4|343.06
72|469|3|5|308.41
72|469|4|6|331.56
72|469|5|7|326.56
72|469|6|8|253.56
72|469|7|8|247.56
72|469|8|10|255.29
72|469|9|10|276.06
72|469|10|11|256.64
72|469|11|12|286.29
72|469|12|14|265.08
72|469|13|15|258.03
72|469|14|16|303.93
72|469|15|16|365.55
72|469|16|18|297.52
72|469|17|19|249.69
72|469|18|20|363.73
72|469|19|20|325.72
72|469|20|22|293.76
72|469|21|23|282.68
72|469|22|23|275.85
72|469|23|24|332.14
72|469|24|25|268.3
72|469|25|27|304.33
72|469|26|28|249.88
72|469|27|28|307.99
72|469|28|29|300.41
72|469|29|30|321.29
72|469|30|31|340.75
72|469|31|33|256.06
72|469|32|33|266.45
72|469|33|35|295.49
72|469|34|35|285.5
72|469|35|36|281.69
72|469|36|38|296.11
72|469|37|38|314.53
72|469|38|39|255.92
72|469|39|40|278.94
72|469|40|41|217.95
