p_o|p_d|t_1|t_2|demand
72|198|1|2|1360.52
72|198|2|3|1083.5125
72|198|3|4|1379.77
72|198|4|6|1002.9425
72|198|5|6|1315.7725
72|198|6|8|1196.8075
72|198|7|8|1209.8100000000002
72|198|8|9|1256.8675
72|198|9|11|1359.295
72|198|10|11|1389.5175
72|198|11|12|1039.605
72|198|12|14|1380.2775000000001
72|198|13|15|1417.395
72|198|14|15|594.02
72|198|15|16|688.97
72|198|16|17|815.02
72|198|17|18|737.78
72|198|18|20|819.14
72|198|19|21|753.06
72|198|20|21|895.29
72|198|21|22|845.31
72|198|22|24|630.76
72|198|23|24|713.23
72|198|24|26|728.45
72|198|25|27|625.5
72|198|26|27|698.55
72|198|27|29|812.79
72|198|28|29|830.08
72|198|29|30|845.38
72|198|30|31|596.16
72|198|31|32|768.33
72|198|32|34|682.78
72|198|33|34|597.47
72|198|34|36|656.63
72|198|35|36|743.62
72|198|36|37|652.72
72|198|37|38|834.9
72|198|38|40|746.31
72|198|39|40|700.95
72|198|40|42|582.32
72|198|41|43|514.33
72|198|42|43|677.27
72|198|43|44|655.76
72|198|44|45|636.1
72|198|45|46|643.93
72|198|46|48|732.0
72|198|47|49|604.18
72|198|48|49|655.66
72|198|49|51|702.45
72|198|50|52|602.9
72|198|51|1|773.49
72|198|52|2|716.52
72|216|1|2|15.224999999999998
72|216|2|4|22.959999999999997
72|216|3|5|23.8875
72|216|4|6|21.8925
72|216|5|7|19.005
72|216|6|8|22.785
72|216|7|9|16.17
72|216|8|10|19.3025
72|216|9|11|16.852500000000003
72|216|10|11|19.477500000000003
72|216|11|13|23.345
72|216|12|14|22.084999999999997
72|216|13|14|21.8575
72|216|14|16|10.6
72|216|15|16|13.64
72|216|16|17|10.83
72|216|17|18|9.47
72|216|18|20|12.57
72|216|19|21|11.15
72|216|20|21|10.15
72|216|21|23|13.24
72|216|22|24|11.43
72|216|23|24|13.78
72|216|24|26|12.13
72|216|25|27|9.62
72|216|26|27|9.25
72|216|27|28|13.32
72|216|28|29|9.32
72|216|29|31|12.01
72|216|30|32|10.66
72|216|31|33|11.61
72|216|32|33|9.77
72|216|33|35|8.65
72|216|34|35|11.25
72|216|35|37|9.47
72|216|36|37|10.72
72|216|37|38|12.14
72|216|38|40|12.09
72|216|39|41|10.36
72|216|40|41|10.93
72|216|41|43|11.73
72|216|42|44|10.62
72|216|43|44|10.78
72|216|44|46|11.35
72|216|45|46|11.31
72|216|46|47|9.49
72|216|47|49|12.23
72|216|48|49|8.17
72|216|49|51|12.27
72|216|50|52|9.6
72|216|51|52|10.12
72|216|52|1|11.83
72|469|1|2|583.94
72|469|2|4|626.2025
