p_o|p_d|t_1|t_2|demand
72|198|1|2|428.53
72|198|2|3|571.86
72|198|3|4|475.64
72|198|4|6|479.85
72|198|5|6|498.38
72|198|6|8|595.09
72|198|7|8|554.91
72|198|8|9|528.9
72|198|9|11|430.97
72|198|10|11|596.44
72|198|11|12|521.93
72|198|12|14|605.72
72|198|13|15|483.94
72|198|14|15|443.09
72|198|15|16|637.67
72|198|16|17|486.25
72|198|17|18|533.77
72|198|18|20|528.0
72|198|19|21|468.72
72|198|20|21|641.03
72|198|21|22|615.14
72|198|22|24|616.23
72|198|23|24|534.81
72|198|24|26|663.89
72|198|25|27|545.28
72|198|26|27|581.81
72|198|27|29|457.49
72|198|28|29|633.54
72|198|29|30|504.83
72|198|30|31|502.11
72|198|31|32|414.32
72|198|32|34|520.39
72|198|33|34|502.83
72|198|34|36|519.6
72|198|35|36|583.98
72|198|36|37|584.95
72|198|37|38|609.36
72|198|38|40|540.18
72|198|39|40|444.26
72|198|40|42|415.05
72|198|41|43|566.44
72|198|42|43|469.31
72|198|43|44|546.68
72|198|44|45|506.53
72|198|45|46|500.28
72|198|46|48|439.34
72|198|47|49|566.55
72|198|48|49|425.53
72|198|49|51|472.67
72|198|50|52|612.54
72|198|51|1|542.61
72|198|52|2|480.05
72|216|1|2|8.13
72|216|2|4|8.28
72|216|3|5|9.53
72|216|4|6|8.06
72|216|5|7|8.97
72|216|6|8|8.82
72|216|7|9|8.51
72|216|8|10|8.29
72|216|9|11|7.34
72|216|10|11|7.52
72|216|11|13|9.55
72|216|12|14|7.76
72|216|13|14|8.94
72|216|14|16|7.76
72|216|15|16|7.48
72|216|16|17|8.25
72|216|17|18|8.04
72|216|18|20|8.02
72|216|19|21|9.16
72|216|20|21|7.94
72|216|21|23|9.3
72|216|22|24|8.84
72|216|23|24|9.47
72|216|24|26|7.41
72|216|25|27|10.29
72|216|26|27|8.55
72|216|27|28|9.98
72|216|28|29|7.53
72|216|29|31|8.93
72|216|30|32|10.32
72|216|31|33|9.72
72|216|32|33|6.49
72|216|33|35|7.9
72|216|34|35|7.08
72|216|35|37|6.34
72|216|36|37|8.1
72|216|37|38|6.58
72|216|38|40|8.76
72|216|39|41|9.5
72|216|40|41|8.6
72|216|41|43|8.89
72|216|42|44|8.36
72|216|43|44|6.54
72|216|44|46|7.23
72|216|45|46|8.61
72|216|46|47|6.82
72|216|47|49|7.49
72|216|48|49|7.91
72|216|49|51|6.48
72|216|50|52|7.99
72|216|51|52|6.36
72|216|52|1|7.11
72|469|1|2|306.88
72|469|2|4|327.56
72|469|3|5|360.93
72|469|4|6|327.3
72|469|5|7|261.1
72|469|6|8|332.76
72|469|7|8|292.36
72|469|8|10|325.88
72|469|9|10|341.63
72|469|10|11|339.69
72|469|11|12|287.16
72|469|12|14|309.1
72|469|13|15|287.4
72|469|14|16|319.41
72|469|15|16|304.19
72|469|16|18|256.43
72|469|17|19|323.0
72|469|18|20|276.61
72|469|19|20|340.98
72|469|20|22|261.27
72|469|21|23|238.53
72|469|22|23|266.44
72|469|23|24|366.38
72|469|24|25|334.02
72|469|25|27|296.16
72|469|26|28|254.36
72|469|27|28|249.11
72|469|28|29|328.1
72|469|29|30|351.28
72|469|30|31|246.25
72|469|31|33|293.87
72|469|32|33|307.28
72|469|33|35|256.23
72|469|34|35|273.64
72|469|35|36|303.77
72|469|36|38|287.36
72|469|37|38|274.1
72|469|38|39|244.58
72|469|39|40|288.99
72|469|40|41|258.51
72|469|41|42|230.3
72|469|42|44|221.68
72|469|43|45|263.42
72|469|44|45|243.27
72|469|45|46|231.94
72|469|46|47|222.57
72|469|47|49|305.47
72|469|48|49|249.92
72|469|49|51|305.83
72|469|50|52|228.15
72|469|51|1|218.56
72|469|52|2|315.99
72|689|1|2|983.29
72|689|2|3|1191.35
72|689|3|5|1003.31
72|689|4|6|839.24
72|689|5|7|1147.53
72|689|6|7|818.24
72|689|7|8|895.01
72|689|8|10|1108.55
72|689|9|10|802.48
72|689|10|12|971.73
72|689|11|13|1142.0
72|689|12|14|909.99
72|689|13|15|1154.26
72|689|14|15|1171.89
72|689|15|17|1003.68
72|689|16|18|922.37
72|689|17|19|1197.75
72|689|18|19|1240.73
72|689|19|21|1001.69
72|689|20|22|836.7
72|689|21|22|958.96
72|689|22|23|1020.08
