p_o|p_d|t_1|t_2|demand
72|198|1|2|681.42
72|198|2|3|612.48
72|198|3|4|774.77
72|198|4|6|727.64
72|198|5|6|785.75
72|198|6|8|728.64
72|198|7|8|675.59
72|198|8|9|577.54
72|198|9|11|619.79
72|198|10|11|772.75
72|198|11|12|738.94
72|198|12|14|792.56
72|198|13|15|626.04
72|198|14|15|662.2
72|198|15|16|743.92
72|198|16|17|683.53
72|198|17|18|663.65
72|198|18|20|651.15
72|198|19|21|623.15
72|198|20|21|709.01
72|198|21|22|674.84
72|198|22|24|809.36
72|198|23|24|872.99
72|198|24|26|845.39
72|198|25|27|609.81
72|198|26|27|587.08
72|198|27|29|668.82
72|198|28|29|739.1
72|198|29|30|713.3
72|198|30|31|654.19
72|198|31|32|655.97
72|198|32|34|566.68
72|198|33|34|748.07
72|198|34|36|659.5
72|198|35|36|581.59
72|198|36|37|789.75
72|198|37|38|582.03
72|198|38|40|738.48
72|198|39|40|704.05
72|198|40|42|686.31
72|198|41|43|599.71
72|198|42|43|707.57
72|198|43|44|656.39
72|198|44|45|679.29
72|198|45|46|564.72
72|198|46|48|628.28
72|198|47|49|736.75
72|198|48|49|735.42
72|198|49|51|553.46
72|198|50|52|547.26
72|198|51|1|744.64
72|198|52|2|591.94
72|216|1|2|11.35
72|216|2|4|10.85
72|216|3|5|10.67
72|216|4|6|10.14
72|216|5|7|9.92
72|216|6|8|10.17
72|216|7|9|8.75
72|216|8|10|11.86
72|216|9|11|11.16
72|216|10|11|10.85
72|216|11|13|10.07
72|216|12|14|13.39
72|216|13|14|10.59
72|216|14|16|12.36
72|216|15|16|13.3
72|216|16|17|13.22
72|216|17|18|9.73
72|216|18|20|11.35
72|216|19|21|10.34
72|216|20|21|13.86
72|216|21|23|11.83
72|216|22|24|12.3
72|216|23|24|11.51
72|216|24|26|11.25
72|216|25|27|11.02
72|216|26|27|11.19
72|216|27|28|12.01
72|216|28|29|11.16
72|216|29|31|12.18
72|216|30|32|13.08
72|216|31|33|12.29
72|216|32|33|12.79
72|216|33|35|8.71
72|216|34|35|12.26
72|216|35|37|10.6
72|216|36|37|8.42
72|216|37|38|11.64
72|216|38|40|13.11
72|216|39|41|13.09
72|216|40|41|10.94
72|216|41|43|9.98
72|216|42|44|10.56
72|216|43|44|9.05
72|216|44|46|9.03
72|216|45|46|11.41
72|216|46|47|9.79
72|216|47|49|9.92
72|216|48|49|8.97
72|216|49|51|9.48
72|216|50|52|9.93
72|216|51|52|9.09
72|216|52|1|10.62
72|469|1|2|359.18
72|469|2|4|433.61
72|469|3|5|345.09
72|469|4|6|373.45
72|469|5|7|423.72
72|469|6|8|364.97
72|469|7|8|353.9
72|469|8|10|386.86
72|469|9|10|397.24
72|469|10|11|396.98
72|469|11|12|360.93
72|469|12|14|375.34
72|469|13|15|461.59
72|469|14|16|372.23
72|469|15|16|451.17
72|469|16|18|461.16
72|469|17|19|445.36
72|469|18|20|414.78
72|469|19|20|413.43
72|469|20|22|399.98
72|469|21|23|448.64
72|469|22|23|409.96
72|469|23|24|365.4
72|469|24|25|482.84
72|469|25|27|332.36
72|469|26|28|332.54
72|469|27|28|327.84
72|469|28|29|481.39
72|469|29|30|385.25
72|469|30|31|332.24
72|469|31|33|414.9
72|469|32|33|372.0
72|469|33|35|424.98
72|469|34|35|297.91
72|469|35|36|332.7
72|469|36|38|305.94
72|469|37|38|315.9
72|469|38|39|395.44
72|469|39|40|320.93
72|469|40|41|377.08
72|469|41|42|302.59
72|469|42|44|309.78
72|469|43|45|377.42
72|469|44|45|374.19
72|469|45|46|328.73
72|469|46|47|382.67
72|469|47|49|378.61
72|469|48|49|288.41
72|469|49|51|313.94
72|469|50|52|393.39
72|469|51|1|400.35
72|469|52|2|361.79
72|689|1|2|1256.37
72|689|2|3|1519.18
72|689|3|5|1327.67
72|689|4|6|1340.79
72|689|5|7|1213.68
72|689|6|7|1065.51
72|689|7|8|1080.2
72|689|8|10|1065.68
72|689|9|10|1486.48
72|689|10|12|1446.89
72|689|11|13|1473.97
72|689|12|14|1501.22
72|689|13|15|1309.72
72|689|14|15|1274.95
72|689|15|17|1092.4
72|689|16|18|1522.55
72|689|17|19|1369.18
72|689|18|19|1641.34
72|689|19|21|1545.01
72|689|20|22|1311.92
72|689|21|22|1489.29
72|689|22|23|1158.43
72|689|23|25|1378.21
72|689|24|25|1107.36
72|689|25|26|1431.12
72|689|26|27|1256.06
72|689|27|28|1585.04
72|689|28|30|1280.9
72|689|29|31|1362.64
72|689|30|31|1118.92
72|689|31|33|1082.2
72|689|32|33|995.91
72|689|33|35|1076.38
72|689|34|35|1207.0
72|689|35|37|1215.62
72|689|36|37|1119.68
72|689|37|39|1513.32
72|689|38|40|1085.23
72|689|39|41|1127.35
72|689|40|42|1260.79
72|689|41|43|959.82
72|689|42|43|969.47
72|689|43|44|1136.28
72|689|44|45|956.15
72|689|45|47|1224.76
72|689|46|48|1385.09
72|689|47|48|1168.94
72|689|48|50|1128.53
72|689|49|50|1239.5
72|689|50|52|1108.22
72|689|51|52|1235.12
72|689|52|1|981.88
72|780|1|2|2022.29
72|780|2|3|1892.47
72|780|3|5|1968.66
72|780|4|6|2356.69
72|780|5|6|2278.08
72|780|6|7|1851.38
72|780|7|9|2170.8
72|780|8|10|2009.11
72|780|9|10|2389.63
72|780|10|12|2451.72
72|780|11|12|1978.11
72|780|12|13|2201.21
72|780|13|14|1951.42
72|780|14|16|1870.23
72|780|15|16|2402.39
72|780|16|17|2355.22
72|780|17|19|2462.92
72|780|18|20|1865.03
72|780|19|20|1910.86
72|780|20|22|1781.08
72|780|21|22|1645.77
72|780|22|23|1632.85
72|780|23|25|1739.97
72|780|24|26|1912.27
72|780|25|26|2337.72
72|780|26|27|2210.93
72|780|27|28|1830.77
72|780|28|30|1705.57
72|780|29|31|1707.52
72|780|30|31|2435.35
72|780|31|33|1562.81
72|780|32|33|1721.78
72|780|33|34|1782.74
72|780|34|36|1490.09
72|780|35|36|1786.26
72|780|36|38|1858.94
72|780|37|38|2023.64
72|780|38|40|2255.47
72|780|39|41|1999.74
72|780|40|41|1668.71
72|780|41|43|1969.01
72|780|42|43|1823.24
72|780|43|45|1711.69
72|780|44|46|1891.77
72|780|45|47|1828.92
72|780|46|47|1566.6
72|780|47|49|2037.96
72|780|48|50|2136.02
72|780|49|50|1766.07
72|780|50|52|1771.71
72|780|51|52|1754.07
72|780|52|1|1808.6
72|963|1|2|1.05
72|963|2|4|1.27
72|963|3|4|1.21
72|963|4|5|1.13
