p_o|p_d|t_1|t_2|demand
72|198|1|2|283.18
72|198|2|3|429.75
72|198|3|4|432.2
72|198|4|6|401.39
72|198|5|6|314.14
72|198|6|8|377.1
72|198|7|8|375.47
72|198|8|9|406.84
72|198|9|11|391.13
72|198|10|11|421.2
72|198|11|12|338.04
72|198|12|14|302.75
72|198|13|15|287.24
72|198|14|15|335.5
72|198|15|16|443.98
72|198|16|17|437.71
72|198|17|18|338.6
72|198|18|20|313.31
72|198|19|21|362.84
72|198|20|21|396.87
72|198|21|22|400.47
72|198|22|24|363.55
72|198|23|24|360.21
72|198|24|26|423.26
72|198|25|27|429.73
72|198|26|27|333.92
72|198|27|29|419.19
72|198|28|29|351.29
72|198|29|30|339.93
72|198|30|31|332.25
72|198|31|32|360.25
72|198|32|34|347.7
72|198|33|34|294.15
72|198|34|36|286.95
72|198|35|36|360.65
72|198|36|37|367.36
72|198|37|38|376.49
72|198|38|40|399.52
72|198|39|40|312.25
72|198|40|42|273.09
72|198|41|43|380.46
72|198|42|43|325.37
72|198|43|44|369.7
72|198|44|45|340.41
72|198|45|46|359.28
72|198|46|48|323.12
72|198|47|49|335.55
72|198|48|49|269.19
72|198|49|51|334.82
72|198|50|52|377.36
72|198|51|1|277.59
72|198|52|2|297.6
72|216|1|2|5.95
72|216|2|4|5.79
72|216|3|5|6.1
72|216|4|6|5.87
72|216|5|7|4.51
72|216|6|8|5.49
72|216|7|9|5.72
72|216|8|10|5.97
72|216|9|11|5.77
72|216|10|11|5.01
72|216|11|13|5.4
72|216|12|14|5.35
72|216|13|14|5.54
72|216|14|16|5.5
72|216|15|16|6.27
72|216|16|17|5.91
72|216|17|18|4.96
72|216|18|20|6.79
72|216|19|21|5.69
72|216|20|21|5.7
72|216|21|23|6.71
72|216|22|24|5.09
72|216|23|24|5.01
72|216|24|26|5.4
72|216|25|27|5.59
72|216|26|27|6.39
72|216|27|28|5.44
72|216|28|29|5.85
72|216|29|31|5.41
72|216|30|32|4.76
72|216|31|33|6.28
72|216|32|33|4.85
72|216|33|35|6.16
72|216|34|35|5.49
72|216|35|37|4.15
72|216|36|37|4.36
72|216|37|38|5.94
72|216|38|40|6.62
72|216|39|41|6.09
72|216|40|41|5.05
72|216|41|43|5.3
72|216|42|44|5.75
72|216|43|44|5.24
72|216|44|46|5.45
72|216|45|46|4.92
72|216|46|47|4.87
72|216|47|49|5.16
72|216|48|49|6.01
72|216|49|51|5.99
72|216|50|52|5.08
72|216|51|52|4.79
72|216|52|1|4.76
72|469|1|2|208.51
72|469|2|4|165.18
72|469|3|5|169.08
72|469|4|6|230.71
72|469|5|7|206.66
72|469|6|8|168.01
72|469|7|8|172.52
72|469|8|10|161.82
72|469|9|10|194.39
72|469|10|11|210.97
72|469|11|12|238.51
72|469|12|14|191.19
72|469|13|15|160.89
72|469|14|16|195.07
72|469|15|16|225.37
72|469|16|18|234.1
72|469|17|19|239.66
72|469|18|20|179.6
72|469|19|20|212.65
72|469|20|22|239.16
72|469|21|23|227.22
72|469|22|23|156.09
72|469|23|24|174.26
72|469|24|25|229.05
72|469|25|27|173.49
72|469|26|28|166.85
72|469|27|28|176.15
72|469|28|29|237.11
72|469|29|30|185.71
72|469|30|31|237.39
72|469|31|33|170.8
72|469|32|33|222.51
72|469|33|35|182.39
72|469|34|35|160.39
72|469|35|36|180.84
72|469|36|38|204.86
72|469|37|38|213.83
72|469|38|39|168.86
72|469|39|40|155.17
72|469|40|41|146.79
72|469|41|42|205.46
72|469|42|44|152.69
72|469|43|45|142.07
72|469|44|45|182.32
72|469|45|46|166.92
72|469|46|47|162.68
72|469|47|49|154.86
72|469|48|49|163.84
72|469|49|51|177.8
72|469|50|52|193.86
72|469|51|1|201.85
72|469|52|2|158.06
72|689|1|2|625.32
72|689|2|3|766.7
72|689|3|5|638.92
72|689|4|6|620.59
72|689|5|7|551.41
72|689|6|7|529.75
72|689|7|8|672.23
72|689|8|10|610.4
72|689|9|10|676.99
72|689|10|12|664.83
72|689|11|13|632.08
72|689|12|14|720.43
72|689|13|15|758.75
72|689|14|15|713.08
72|689|15|17|769.53
72|689|16|18|588.13
72|689|17|19|794.15
72|689|18|19|578.33
72|689|19|21|654.22
72|689|20|22|748.75
72|689|21|22|771.11
72|689|22|23|634.82
72|689|23|25|767.87
72|689|24|25|805.34
72|689|25|26|545.74
72|689|26|27|645.06
72|689|27|28|683.88
72|689|28|30|547.76
72|689|29|31|633.66
72|689|30|31|602.87
72|689|31|33|520.79
72|689|32|33|534.37
72|689|33|35|693.88
72|689|34|35|665.51
72|689|35|37|504.07
72|689|36|37|499.72
72|689|37|39|608.97
72|689|38|40|681.59
72|689|39|41|609.49
72|689|40|42|516.52
72|689|41|43|580.39
72|689|42|43|565.12
72|689|43|44|607.83
72|689|44|45|531.27
72|689|45|47|507.7
72|689|46|48|594.88
72|689|47|48|684.71
72|689|48|50|540.15
72|689|49|50|643.31
72|689|50|52|646.85
72|689|51|52|619.63
72|689|52|1|611.98
72|780|1|2|892.72
72|780|2|3|1125.89
72|780|3|5|988.33
72|780|4|6|964.92
72|780|5|6|1205.99
72|780|6|7|969.09
72|780|7|9|974.48
72|780|8|10|884.29
72|780|9|10|888.9
72|780|10|12|1055.34
72|780|11|12|1156.27
72|780|12|13|1205.68
72|780|13|14|1204.03
72|780|14|16|847.54
72|780|15|16|1133.11
72|780|16|17|1028.47
72|780|17|19|1027.73
72|780|18|20|1161.63
72|780|19|20|1061.4
72|780|20|22|1110.13
72|780|21|22|912.3
72|780|22|23|814.0
72|780|23|25|1170.54
72|780|24|26|1218.07
72|780|25|26|1043.16
72|780|26|27|1186.63
72|780|27|28|1067.35
72|780|28|30|1105.02
72|780|29|31|1141.78
72|780|30|31|913.15
72|780|31|33|1031.95
72|780|32|33|1097.11
72|780|33|34|1111.81
72|780|34|36|824.12
72|780|35|36|982.26
72|780|36|38|863.16
72|780|37|38|1088.47
72|780|38|40|938.58
72|780|39|41|1179.09
72|780|40|41|859.75
72|780|41|43|913.44
72|780|42|43|857.07
72|780|43|45|902.17
72|780|44|46|829.25
72|780|45|47|862.99
72|780|46|47|919.33
72|780|47|49|857.66
72|780|48|50|743.92
72|780|49|50|834.82
72|780|50|52|985.53
72|780|51|52|1033.82
72|780|52|1|1010.02
72|963|1|2|0.56
72|963|2|4|0.63
72|963|3|4|0.6
72|963|4|5|0.47
72|963|5|7|0.5
72|963|6|8|0.63
72|963|7|8|0.64
72|963|8|10|0.52
72|963|9|10|0.56
72|963|10|11|0.55
72|963|11|12|0.54
72|963|12|13|0.57
72|963|13|15|0.52
72|963|14|15|0.58
