p_o|p_d|t_1|t_2|demand
72|198|1|2|539.63
72|198|2|3|504.67
72|198|3|4|627.2
72|198|4|6|482.41
72|198|5|6|539.77
72|198|6|8|575.19
72|198|7|8|486.67
72|198|8|9|570.97
72|198|9|11|452.79
72|198|10|11|571.05
72|198|11|12|475.56
72|198|12|14|619.69
72|198|13|15|536.88
72|198|14|15|457.32
72|198|15|16|551.54
72|198|16|17|624.4
72|198|17|18|533.42
72|198|18|20|669.66
72|198|19|21|527.23
72|198|20|21|490.4
72|198|21|22|571.08
72|198|22|24|466.26
72|198|23|24|526.91
72|198|24|26|512.35
72|198|25|27|649.4
72|198|26|27|503.86
72|198|27|29|550.34
72|198|28|29|575.15
72|198|29|30|482.72
72|198|30|31|512.87
72|198|31|32|459.7
72|198|32|34|529.21
72|198|33|34|551.0
72|198|34|36|426.22
72|198|35|36|422.69
72|198|36|37|420.99
72|198|37|38|490.07
72|198|38|40|433.92
72|198|39|40|516.25
72|198|40|42|468.33
72|198|41|43|574.71
72|198|42|43|559.02
72|198|43|44|396.17
72|198|44|45|459.86
72|198|45|46|498.27
72|198|46|48|571.45
72|198|47|49|504.13
72|198|48|49|449.07
72|198|49|51|537.01
72|198|50|52|585.63
72|198|51|1|411.15
72|198|52|2|437.33
72|216|1|2|6.92
72|216|2|4|8.46
72|216|3|5|7.89
72|216|4|6|7.16
72|216|5|7|9.28
72|216|6|8|7.52
72|216|7|9|7.35
72|216|8|10|7.55
72|216|9|11|7.79
72|216|10|11|7.8
72|216|11|13|8.68
72|216|12|14|9.94
72|216|13|14|9.2
72|216|14|16|9.78
72|216|15|16|9.14
72|216|16|17|6.94
72|216|17|18|8.89
72|216|18|20|7.55
72|216|19|21|8.14
72|216|20|21|10.24
72|216|21|23|7.51
72|216|22|24|8.07
72|216|23|24|8.34
72|216|24|26|7.1
72|216|25|27|9.25
72|216|26|27|9.73
72|216|27|28|7.56
72|216|28|29|7.65
72|216|29|31|8.9
72|216|30|32|8.66
72|216|31|33|8.84
72|216|32|33|8.1
72|216|33|35|7.21
72|216|34|35|8.42
72|216|35|37|6.27
72|216|36|37|6.85
72|216|37|38|6.8
72|216|38|40|8.22
72|216|39|41|9.62
72|216|40|41|8.75
72|216|41|43|8.14
72|216|42|44|6.66
72|216|43|44|8.12
72|216|44|46|8.02
72|216|45|46|6.74
72|216|46|47|6.06
72|216|47|49|7.68
72|216|48|49|8.37
72|216|49|51|7.46
72|216|50|52|7.78
72|216|51|52|8.84
72|216|52|1|8.75
72|469|1|2|289.25
72|469|2|4|344.83
72|469|3|5|297.35
72|469|4|6|300.36
72|469|5|7|236.76
72|469|6|8|277.39
72|469|7|8|294.57
72|469|8|10|330.24
72|469|9|10|328.28
72|469|10|11|321.35
72|469|11|12|260.22
72|469|12|14|291.11
72|469|13|15|271.14
72|469|14|16|343.57
72|469|15|16|363.52
72|469|16|18|269.39
72|469|17|19|256.76
72|469|18|20|372.28
72|469|19|20|266.89
72|469|20|22|256.96
72|469|21|23|326.8
72|469|22|23|292.24
72|469|23|24|283.41
72|469|24|25|345.44
72|469|25|27|252.53
72|469|26|28|311.33
72|469|27|28|262.0
72|469|28|29|350.85
72|469|29|30|248.96
72|469|30|31|343.58
72|469|31|33|274.79
72|469|32|33|327.73
72|469|33|35|284.51
72|469|34|35|321.83
72|469|35|36|279.38
72|469|36|38|281.53
72|469|37|38|242.94
72|469|38|39|345.26
72|469|39|40|317.57
72|469|40|41|268.69
72|469|41|42|291.65
72|469|42|44|296.72
72|469|43|45|306.59
72|469|44|45|297.88
72|469|45|46|230.27
72|469|46|47|260.97
72|469|47|49|308.92
72|469|48|49|238.07
72|469|49|51|281.83
72|469|50|52|251.91
72|469|51|1|236.5
72|469|52|2|312.42
72|689|1|2|859.26
72|689|2|3|1099.76
72|689|3|5|937.79
72|689|4|6|934.63
72|689|5|7|1151.87
72|689|6|7|798.5
72|689|7|8|1127.78
72|689|8|10|1081.89
72|689|9|10|1067.28
72|689|10|12|815.35
72|689|11|13|803.48
72|689|12|14|955.51
72|689|13|15|1158.15
72|689|14|15|1087.76
72|689|15|17|1005.5
72|689|16|18|805.21
72|689|17|19|977.72
72|689|18|19|1150.28
72|689|19|21|819.85
72|689|20|22|1088.6
72|689|21|22|889.05
72|689|22|23|937.31
72|689|23|25|1012.12
72|689|24|25|1099.05
72|689|25|26|1014.31
72|689|26|27|801.82
72|689|27|28|966.49
72|689|28|30|903.04
72|689|29|31|1162.38
72|689|30|31|817.97
72|689|31|33|872.45
72|689|32|33|1009.73
72|689|33|35|965.68
72|689|34|35|914.98
72|689|35|37|795.22
72|689|36|37|894.69
72|689|37|39|1021.34
72|689|38|40|1098.35
72|689|39|41|1125.17
72|689|40|42|726.6
72|689|41|43|866.72
72|689|42|43|766.09
72|689|43|44|815.18
72|689|44|45|984.58
72|689|45|47|859.4
72|689|46|48|705.98
72|689|47|48|1055.37
72|689|48|50|907.32
72|689|49|50|757.48
72|689|50|52|1060.94
72|689|51|52|1079.54
72|689|52|1|1044.19
72|780|1|2|1196.32
72|780|2|3|1573.46
72|780|3|5|1277.52
72|780|4|6|1312.89
72|780|5|6|1448.61
72|780|6|7|1567.23
72|780|7|9|1651.82
72|780|8|10|1571.37
72|780|9|10|1456.4
72|780|10|12|1444.72
72|780|11|12|1621.92
72|780|12|13|1506.89
72|780|13|14|1558.22
72|780|14|16|1457.47
72|780|15|16|1461.45
72|780|16|17|1799.65
72|780|17|19|1771.99
72|780|18|20|1736.72
72|780|19|20|1821.99
72|780|20|22|1539.72
72|780|21|22|1734.28
72|780|22|23|1426.12
72|780|23|25|1539.15
72|780|24|26|1674.07
72|780|25|26|1691.43
72|780|26|27|1703.54
72|780|27|28|1306.25
72|780|28|30|1453.67
72|780|29|31|1741.9
72|780|30|31|1872.21
72|780|31|33|1302.68
72|780|32|33|1375.22
72|780|33|34|1499.66
72|780|34|36|1247.34
72|780|35|36|1602.88
72|780|36|38|1322.51
72|780|37|38|1348.91
72|780|38|40|1607.87
72|780|39|41|1662.25
72|780|40|41|1084.09
72|780|41|43|1361.8
72|780|42|43|1190.77
72|780|43|45|1321.15
72|780|44|46|1268.9
72|780|45|47|1369.31
72|780|46|47|1565.12
72|780|47|49|1279.65
72|780|48|50|1496.39
72|780|49|50|1570.38
72|780|50|52|1595.3
72|780|51|52|1312.71
72|780|52|1|1354.29
72|963|1|2|0.76
72|963|2|4|1.01
72|963|3|4|0.71
72|963|4|5|0.92
72|963|5|7|0.92
72|963|6|8|0.94
72|963|7|8|0.9
72|963|8|10|0.69
72|963|9|10|0.74
72|963|10|11|0.71
72|963|11|12|0.95
72|963|12|13|0.71
72|963|13|15|0.74
72|963|14|15|0.8
72|963|15|17|0.9
72|963|16|17|0.9
72|963|17|19|0.76
72|963|18|19|0.91
72|963|19|21|0.76
72|963|20|22|0.97
72|963|21|23|0.73
72|963|22|24|0.7
72|963|23|24|0.88
72|963|24|26|0.93
72|963|25|27|1.01
72|963|26|28|0.87
72|963|27|28|0.97
72|963|28|29|0.75
72|963|29|30|0.8
72|963|30|31|0.74
72|963|31|32|0.73
72|963|32|33|0.72
72|963|33|34|0.88
72|963|34|36|0.72
72|963|35|36|0.85
72|963|36|38|0.76
72|963|37|39|0.92
72|963|38|40|0.78
72|963|39|41|0.9
72|963|40|41|0.65
72|963|41|42|0.85
72|963|42|43|0.66
72|963|43|44|0.8
72|963|44|45|0.6
72|963|45|47|0.76
72|963|46|48|0.69
72|963|47|48|0.77
72|963|48|50|0.71
72|963|49|50|0.85
72|963|50|52|0.74
72|963|51|52|0.73
72|963|52|2|0.63
72|1056|1|2|398.25
72|1056|2|4|581.39
72|1056|3|5|522.11
72|1056|4|5|553.94
72|1056|5|6|425.31
72|1056|6|8|475.12
72|1056|7|9|527.59
72|1056|8|9|452.24
72|1056|9|11|541.84
72|1056|10|12|593.57
72|1056|11|12|559.28
72|1056|12|14|557.29
72|1056|13|15|571.45
72|1056|14|16|529.86
72|1056|15|17|461.33
72|1056|16|17|449.79
72|1056|17|18|578.21
72|1056|18|20|641.94
72|1056|19|20|492.41
72|1056|20|22|470.42
72|1056|21|23|562.7
72|1056|22|24|462.87
72|1056|23|25|475.31
72|1056|24|26|589.82
72|1056|25|27|507.43
72|1056|26|28|532.57
72|1056|27|28|539.29
72|1056|28|30|427.87
72|1056|29|31|576.29
72|1056|30|32|500.44
72|1056|31|33|582.31
72|1056|32|33|429.71
72|1056|33|34|458.31
72|1056|34|36|537.65
72|1056|35|37|504.94
72|1056|36|37|455.73
72|1056|37|38|424.06
72|1056|38|39|492.49
72|1056|39|41|572.02
72|1056|40|42|383.81
72|1056|41|43|525.77
72|1056|42|44|535.21
72|1056|43|45|530.22
72|1056|44|45|530.08
72|1056|45|47|448.22
72|1056|46|47|483.65
72|1056|47|48|433.69
72|1056|48|50|400.33
72|1056|49|51|474.15
72|1056|50|51|433.66
72|1056|51|52|403.85
72|1056|52|2|420.73
198|72|1|3|770.78
198|72|2|3|749.15
198|72|3|4|910.12
198|72|4|5|889.39
198|72|5|6|815.75
198|72|6|8|887.91
198|72|7|9|666.38
198|72|8|10|678.98
198|72|9|11|892.86
198|72|10|11|567.7
198|72|11|13|545.15
198|72|12|14|657.06
198|72|13|14|751.72
198|72|14|16|457.0
198|72|15|17|545.11
198|72|16|17|439.46
198|72|17|19|476.25
198|72|18|20|629.42
198|72|19|21|796.99
198|72|20|22|602.11
198|72|21|22|596.29
198|72|22|24|629.93
198|72|23|24|817.86
198|72|24|25|653.17
198|72|25|26|590.64
198|72|26|28|779.1
198|72|27|29|612.22
198|72|28|29|878.34
198|72|29|30|707.97
198|72|30|31|800.77
198|72|31|32|617.99
198|72|32|33|676.71
