p_o|p_d|t_1|t_2|demand
72|198|1|2|989.9925000000001
72|198|2|3|1029.0175
72|198|3|4|1464.1725
72|198|4|6|1355.3575
72|198|5|6|1205.3999999999999
72|198|6|8|1428.0
72|198|7|8|1343.5974999999999
72|198|8|9|1441.335
72|198|9|11|1451.8
72|198|10|11|1263.1850000000002
72|198|11|12|1400.77
72|198|12|14|1346.3275
72|198|13|15|1408.2075
72|198|14|15|800.68
72|198|15|16|638.64
72|198|16|17|652.04
72|198|17|18|670.49
72|198|18|20|856.71
72|198|19|21|845.88
72|198|20|21|750.13
72|198|21|22|743.0
72|198|22|24|781.67
72|198|23|24|691.32
72|198|24|26|614.25
72|198|25|27|737.99
72|198|26|27|846.64
72|198|27|29|817.36
72|198|28|29|690.04
72|198|29|30|604.8
72|198|30|31|780.33
72|198|31|32|780.92
72|198|32|34|727.07
72|198|33|34|656.76
72|198|34|36|557.98
72|198|35|36|761.01
72|198|36|37|610.28
72|198|37|38|620.99
72|198|38|40|803.15
72|198|39|40|839.31
72|198|40|42|675.0
72|198|41|43|671.3
72|198|42|43|601.74
72|198|43|44|514.03
72|198|44|45|553.96
72|198|45|46|655.79
72|198|46|48|553.81
72|198|47|49|752.04
72|198|48|49|562.56
72|198|49|51|661.08
72|198|50|52|685.34
72|198|51|1|688.64
72|198|52|2|609.28
72|216|1|2|21.2975
72|216|2|4|19.599999999999998
72|216|3|5|22.015
72|216|4|6|20.650000000000002
72|216|5|7|16.59
72|216|6|8|19.9675
72|216|7|9|19.4075
72|216|8|10|22.0675
72|216|9|11|22.3825
72|216|10|11|17.1675
72|216|11|13|16.59
72|216|12|14|18.147499999999997
72|216|13|14|23.45
72|216|14|16|9.1
72|216|15|16|12.42
72|216|16|17|11.93
72|216|17|18|12.28
72|216|18|20|10.57
72|216|19|21|10.51
72|216|20|21|11.46
72|216|21|23|9.46
72|216|22|24|8.99
72|216|23|24|9.79
72|216|24|26|12.09
72|216|25|27|11.17
72|216|26|27|10.45
72|216|27|28|10.63
72|216|28|29|10.09
72|216|29|31|11.07
72|216|30|32|10.22
72|216|31|33|11.66
72|216|32|33|9.08
72|216|33|35|12.52
72|216|34|35|8.61
72|216|35|37|12.06
72|216|36|37|11.91
72|216|37|38|11.73
72|216|38|40|13.02
72|216|39|41|9.44
72|216|40|41|8.66
72|216|41|43|9.03
72|216|42|44|9.13
72|216|43|44|9.22
72|216|44|46|10.2
72|216|45|46|8.07
72|216|46|47|9.61
72|216|47|49|9.19
72|216|48|49|10.5
72|216|49|51|12.26
72|216|50|52|10.77
72|216|51|52|10.06
72|216|52|1|9.72
72|469|1|2|724.605
72|469|2|4|583.1875
72|469|3|5|847.385
72|469|4|6|664.965
72|469|5|7|636.3000000000001
72|469|6|8|794.9200000000001
72|469|7|8|784.6999999999999
72|469|8|10|706.1424999999999
72|469|9|10|550.5675
72|469|10|11|770.0875
72|469|11|12|653.625
72|469|12|14|662.9699999999999
72|469|13|15|595.0875
72|469|14|16|398.9
72|469|15|16|448.0
72|469|16|18|365.17
72|469|17|19|478.61
72|469|18|20|367.15
72|469|19|20|342.23
72|469|20|22|437.5
72|469|21|23|451.45
72|469|22|23|449.4
72|469|23|24|455.26
72|469|24|25|362.7
72|469|25|27|487.15
72|469|26|28|466.87
72|469|27|28|348.72
72|469|28|29|410.6
72|469|29|30|411.97
72|469|30|31|397.8
72|469|31|33|452.49
72|469|32|33|309.26
72|469|33|35|391.58
72|469|34|35|318.94
72|469|35|36|363.65
72|469|36|38|410.22
72|469|37|38|345.21
72|469|38|39|375.68
72|469|39|40|457.19
72|469|40|41|385.64
72|469|41|42|362.12
72|469|42|44|317.26
72|469|43|45|339.59
72|469|44|45|385.86
72|469|45|46|393.89
72|469|46|47|318.01
72|469|47|49|382.06
72|469|48|49|296.43
72|469|49|51|291.86
72|469|50|52|382.69
72|469|51|1|323.75
72|469|52|2|299.51
72|689|1|2|2342.2875
72|689|2|3|2318.645
72|689|3|5|2640.1375000000003
72|689|4|6|2416.0499999999997
72|689|5|7|2475.795
72|689|6|7|2033.7800000000002
72|689|7|8|1994.9125000000001
72|689|8|10|2292.4825
72|689|9|10|1978.9874999999997
72|689|10|12|2601.34
72|689|11|13|2328.3925
72|689|12|14|2038.7150000000001
72|689|13|15|2386.475
72|689|14|15|1535.23
72|689|15|17|1120.8
72|689|16|18|1117.53
72|689|17|19|1527.4
72|689|18|19|1163.8
72|689|19|21|1113.92
72|689|20|22|1281.02
72|689|21|22|1288.88
72|689|22|23|1289.48
72|689|23|25|1360.36
72|689|24|25|1584.11
72|689|25|26|1493.75
72|689|26|27|1573.57
72|689|27|28|1316.54
72|689|28|30|1103.01
72|689|29|31|1571.23
72|689|30|31|1076.39
72|689|31|33|1388.13
72|689|32|33|1005.83
72|689|33|35|1357.2
72|689|34|35|1401.22
72|689|35|37|1133.73
72|689|36|37|1090.59
72|689|37|39|1128.08
72|689|38|40|1289.83
72|689|39|41|1109.25
72|689|40|42|1230.98
72|689|41|43|1099.35
72|689|42|43|1093.87
72|689|43|44|1136.51
72|689|44|45|1166.32
72|689|45|47|986.44
72|689|46|48|1265.12
72|689|47|48|1364.49
72|689|48|50|1062.94
72|689|49|50|1037.27
72|689|50|52|1366.92
72|689|51|52|1048.06
72|689|52|1|969.84
72|780|1|2|3503.4300000000003
72|780|2|3|3240.8425
72|780|3|5|3196.5325
72|780|4|6|4215.435
72|780|5|6|3240.2825
72|780|6|7|3989.4399999999996
72|780|7|9|2992.955
72|780|8|10|3873.38
72|780|9|10|3508.365
72|780|10|12|2993.8824999999997
72|780|11|12|3932.7750000000005
72|780|12|13|4127.2175
72|780|13|14|3065.2825
72|780|14|16|2214.9
72|780|15|16|2051.77
72|780|16|17|2274.4
72|780|17|19|2272.26
72|780|18|20|1742.85
72|780|19|20|1855.1
72|780|20|22|2101.65
72|780|21|22|2389.49
72|780|22|23|1832.26
72|780|23|25|2223.45
72|780|24|26|1705.59
72|780|25|26|2280.18
72|780|26|27|2139.99
72|780|27|28|2250.33
72|780|28|30|2396.18
72|780|29|31|1778.87
72|780|30|31|1893.53
72|780|31|33|2335.16
72|780|32|33|1664.45
72|780|33|34|2084.6
72|780|34|36|2026.07
72|780|35|36|1984.62
72|780|36|38|1689.84
72|780|37|38|1749.73
72|780|38|40|2151.6
72|780|39|41|1741.42
72|780|40|41|1910.79
72|780|41|43|1803.6
72|780|42|43|1751.84
72|780|43|45|1655.74
72|780|44|46|2107.75
72|780|45|47|1800.61
72|780|46|47|1865.45
72|780|47|49|2175.99
72|780|48|50|1930.4
72|780|49|50|2193.54
72|780|50|52|1625.92
72|780|51|52|2129.93
72|780|52|1|1729.73
72|963|1|2|2.065
72|963|2|4|2.275
72|963|3|4|1.8375000000000001
72|963|4|5|1.8725
72|963|5|7|2.1174999999999997
72|963|6|8|1.5925
72|963|7|8|2.0825
72|963|8|10|1.5925
72|963|9|10|2.24
72|963|10|11|1.8025
72|963|11|12|2.0475
72|963|12|13|1.6624999999999999
72|963|13|15|1.7675
72|963|14|15|1.08
72|963|15|17|1.15
72|963|16|17|0.91
72|963|17|19|1.33
72|963|18|19|0.95
72|963|19|21|1.29
72|963|20|22|1.15
72|963|21|23|1.13
72|963|22|24|0.95
72|963|23|24|1.21
72|963|24|26|1.18
72|963|25|27|1.0
72|963|26|28|1.01
72|963|27|28|0.94
72|963|28|29|0.94
72|963|29|30|0.92
72|963|30|31|1.02
72|963|31|32|1.15
72|963|32|33|0.98
72|963|33|34|0.99
72|963|34|36|0.87
72|963|35|36|1.05
72|963|36|38|0.98
72|963|37|39|1.16
72|963|38|40|1.21
72|963|39|41|1.13
72|963|40|41|0.9
72|963|41|42|1.0
72|963|42|43|0.91
72|963|43|44|1.15
72|963|44|45|1.09
72|963|45|47|0.98
72|963|46|48|1.19
72|963|47|48|1.03
72|963|48|50|0.93
72|963|49|50|0.85
72|963|50|52|1.08
72|963|51|52|1.18
72|963|52|2|1.17
72|1056|1|2|1170.855
72|1056|2|4|1163.9425
72|1056|3|5|1310.995
72|1056|4|5|1312.4650000000001
72|1056|5|6|1145.9175
72|1056|6|8|1143.52
72|1056|7|9|1237.8975
72|1056|8|9|1328.425
72|1056|9|11|1315.3
72|1056|10|12|978.9849999999999
72|1056|11|12|1027.18
72|1056|12|14|1368.255
72|1056|13|15|1349.6875
72|1056|14|16|652.42
72|1056|15|17|728.84
72|1056|16|17|806.57
72|1056|17|18|819.28
72|1056|18|20|804.39
72|1056|19|20|632.31
72|1056|20|22|780.44
72|1056|21|23|575.18
72|1056|22|24|760.9
72|1056|23|25|610.91
72|1056|24|26|758.48
72|1056|25|27|737.82
72|1056|26|28|767.25
72|1056|27|28|710.68
72|1056|28|30|571.02
72|1056|29|31|753.65
72|1056|30|32|670.6
72|1056|31|33|607.85
72|1056|32|33|776.12
72|1056|33|34|667.07
72|1056|34|36|677.34
72|1056|35|37|628.05
72|1056|36|37|706.26
72|1056|37|38|730.61
72|1056|38|39|720.63
72|1056|39|41|802.51
72|1056|40|42|593.51
72|1056|41|43|658.13
72|1056|42|44|690.19
72|1056|43|45|574.81
72|1056|44|45|590.53
72|1056|45|47|716.41
72|1056|46|47|497.47
72|1056|47|48|579.07
72|1056|48|50|607.79
72|1056|49|51|498.85
72|1056|50|51|752.11
72|1056|51|52|574.92
72|1056|52|2|561.99
198|72|1|3|1121.9
198|72|2|3|992.76
198|72|3|4|1111.23
198|72|4|5|1169.51
198|72|5|6|1187.9
198|72|6|8|1213.06
198|72|7|9|908.21
198|72|8|10|890.8
198|72|9|11|946.1
198|72|10|11|746.79
198|72|11|13|896.58
198|72|12|14|822.75
198|72|13|14|866.11
198|72|14|16|669.55
198|72|15|17|711.37
198|72|16|17|634.8
198|72|17|19|602.71
198|72|18|20|890.97
198|72|19|21|957.97
198|72|20|22|1030.92
198|72|21|22|1003.66
198|72|22|24|953.37
198|72|23|24|1043.04
198|72|24|25|788.75
198|72|25|26|794.82
198|72|26|28|1058.21
198|72|27|29|887.17
198|72|28|29|929.61
198|72|29|30|838.32
198|72|30|31|851.96
198|72|31|32|1110.09
198|72|32|33|917.82
198|72|33|34|980.73
198|72|34|36|846.02
