p_i|t_i|p_j|t_j|key|tt|pf
72|1|72|2|h|1|-0.170988
72|2|72|3|h|1|-0.214367
72|3|72|4|h|1|-0.172333
72|4|72|5|h|1|-0.205069
72|5|72|6|h|1|-0.178648
72|6|72|7|h|1|-0.208222
72|7|72|8|h|1|-0.19909
72|8|72|9|h|1|-0.18992
72|9|72|10|h|1|-0.209477
72|10|72|11|h|1|-0.189315
72|11|72|12|h|1|-0.221105
72|12|72|13|h|1|-0.213913
72|13|72|14|h|1|-0.199104
72|14|72|15|h|1|-0.225469
72|15|72|16|h|1|-0.221692
72|16|72|17|h|1|-0.198415
72|17|72|18|h|1|-0.1621
72|18|72|19|h|1|-0.201092
72|19|72|20|h|1|-0.184576
72|20|72|21|h|1|-0.199063
72|21|72|22|h|1|-0.20745
72|22|72|23|h|1|-0.20727
72|23|72|24|h|1|-0.209518
72|24|72|25|h|1|-0.209968
72|25|72|26|h|1|-0.1653
72|26|72|27|h|1|-0.17176
72|27|72|28|h|1|-0.20615
72|28|72|29|h|1|-0.188723
72|29|72|30|h|1|-0.216519
72|30|72|31|h|1|-0.166525
72|31|72|32|h|1|-0.171745
72|32|72|33|h|1|-0.200501
72|33|72|34|h|1|-0.195978
72|34|72|35|h|1|-0.177613
72|35|72|36|h|1|-0.188737
72|36|72|37|h|1|-0.159477
72|37|72|38|h|1|-0.159638
72|38|72|39|h|1|-0.164175
72|39|72|40|h|1|-0.201938
72|40|72|41|h|1|-0.224423
72|41|72|42|h|1|-0.177129
72|42|72|43|h|1|-0.159395
72|43|72|44|h|1|-0.212269
72|44|72|45|h|1|-0.223768
72|45|72|46|h|1|-0.167564
72|46|72|47|h|1|-0.186966
72|47|72|48|h|1|-0.169176
72|48|72|49|h|1|-0.165071
72|49|72|50|h|1|-0.207531
72|50|72|51|h|1|-0.232559
72|51|72|52|h|1|-0.209882
72|52|72|1|h|1|-0.233913
72|1|198|6|d|5|-0.220728
72|1|198|6|g|5|0.204965
72|2|198|7|d|5|-0.199936
72|2|198|7|g|5|0.177755
72|3|198|8|d|5|-0.245039
72|3|198|8|g|5|0.206146
72|4|198|9|d|5|-0.210146
72|4|198|9|g|5|0.213514
72|5|198|10|d|5|-0.211578
72|5|198|10|g|5|0.205624
72|6|198|11|d|5|-0.208493
72|6|198|11|g|5|0.209143
72|7|198|12|d|5|-0.209665
72|7|198|12|g|5|0.190453
72|8|198|13|d|5|-0.183442
72|8|198|13|g|5|0.209742
72|9|198|14|d|5|-0.237587
72|9|198|14|g|5|0.172155
72|10|198|15|d|5|-0.200869
72|10|198|15|g|5|0.18808
72|11|198|16|d|5|-0.233615
72|11|198|16|g|5|0.211331
72|12|198|17|d|5|-0.206172
72|12|198|17|g|5|0.219646
72|13|198|18|d|5|-0.261951
72|13|198|18|g|5|0.164155
72|14|198|19|d|5|-0.219168
72|14|198|19|g|5|0.209893
72|15|198|20|d|5|-0.234513
72|15|198|20|g|5|0.17475
72|16|198|21|d|5|-0.200433
72|16|198|21|g|5|0.172636
72|17|198|22|d|5|-0.232929
72|17|198|22|g|5|0.227846
72|18|198|23|d|5|-0.195825
72|18|198|23|g|5|0.21214
72|19|198|24|d|5|-0.211244
72|19|198|24|g|5|0.251328
72|20|198|25|d|5|-0.198991
72|20|198|25|g|5|0.226621
