p_o|p_d|t_1|t_2|demand
72|198|1|2|566.75
72|198|2|3|440.63
72|198|3|4|541.33
72|198|4|6|567.42
72|198|5|6|528.91
72|198|6|8|599.68
72|198|7|8|512.35
72|198|8|9|507.91
72|198|9|11|551.98
72|198|10|11|611.02
72|198|11|12|582.64
72|198|12|14|484.68
72|198|13|15|475.22
72|198|14|15|535.19
72|198|15|16|482.2
72|198|16|17|459.42
72|198|17|18|567.93
72|198|18|20|478.76
72|198|19|21|522.58
72|198|20|21|592.78
72|198|21|22|629.53
72|198|22|24|417.79
72|198|23|24|518.03
72|198|24|26|549.24
72|198|25|27|619.55
72|198|26|27|632.98
72|198|27|29|642.76
72|198|28|29|607.96
72|198|29|30|627.79
72|198|30|31|619.74
72|198|31|32|467.6
72|198|32|34|465.15
72|198|33|34|437.51
72|198|34|36|580.95
72|198|35|36|517.1
72|198|36|37|431.59
72|198|37|38|573.18
72|198|38|40|432.4
72|198|39|40|438.19
72|198|40|42|421.74
72|198|41|43|554.93
72|198|42|43|450.42
72|198|43|44|503.37
72|198|44|45|539.35
72|198|45|46|558.22
72|198|46|48|401.09
72|198|47|49|562.05
72|198|48|49|416.04
72|198|49|51|572.91
72|198|50|52|472.38
72|198|51|1|499.51
72|198|52|2|519.36
72|216|1|2|8.33
72|216|2|4|7.0
72|216|3|5|10.02
72|216|4|6|8.08
72|216|5|7|9.3
72|216|6|8|6.8
72|216|7|9|8.72
72|216|8|10|9.64
72|216|9|11|7.96
72|216|10|11|9.12
72|216|11|13|8.97
72|216|12|14|9.31
72|216|13|14|8.29
72|216|14|16|9.48
72|216|15|16|8.29
72|216|16|17|8.01
72|216|17|18|8.84
72|216|18|20|8.18
72|216|19|21|8.7
72|216|20|21|9.6
72|216|21|23|8.97
72|216|22|24|7.32
72|216|23|24|10.48
72|216|24|26|8.97
72|216|25|27|7.0
72|216|26|27|8.18
72|216|27|28|8.69
72|216|28|29|7.28
72|216|29|31|7.63
72|216|30|32|8.58
72|216|31|33|7.78
72|216|32|33|6.59
72|216|33|35|8.76
72|216|34|35|6.68
72|216|35|37|6.81
72|216|36|37|6.7
72|216|37|38|8.99
72|216|38|40|7.99
72|216|39|41|8.65
72|216|40|41|6.66
72|216|41|43|7.45
72|216|42|44|8.87
72|216|43|44|8.08
72|216|44|46|8.86
72|216|45|46|5.97
72|216|46|47|6.82
72|216|47|49|7.82
72|216|48|49|7.71
72|216|49|51|6.84
72|216|50|52|7.67
72|216|51|52|7.31
72|216|52|1|6.39
72|469|1|2|265.67
72|469|2|4|271.16
72|469|3|5|251.34
72|469|4|6|244.05
72|469|5|7|299.03
72|469|6|8|283.1
72|469|7|8|293.36
72|469|8|10|261.69
72|469|9|10|298.23
72|469|10|11|294.26
72|469|11|12|273.56
72|469|12|14|312.33
72|469|13|15|318.86
72|469|14|16|353.2
72|469|15|16|245.12
72|469|16|18|340.27
72|469|17|19|350.35
72|469|18|20|270.5
72|469|19|20|322.93
72|469|20|22|363.06
72|469|21|23|351.06
72|469|22|23|311.2
72|469|23|24|303.77
72|469|24|25|304.61
72|469|25|27|360.91
72|469|26|28|301.75
72|469|27|28|353.83
72|469|28|29|274.93
72|469|29|30|342.64
72|469|30|31|248.61
72|469|31|33|271.34
72|469|32|33|229.93
72|469|33|35|281.89
72|469|34|35|258.93
72|469|35|36|316.98
72|469|36|38|226.72
72|469|37|38|304.59
72|469|38|39|287.36
72|469|39|40|260.89
72|469|40|41|306.13
72|469|41|42|235.47
72|469|42|44|307.49
72|469|43|45|297.06
72|469|44|45|253.94
72|469|45|46|241.15
72|469|46|47|215.01
72|469|47|49|263.92
72|469|48|49|306.75
72|469|49|51|315.47
