p_o|p_d|t_1|t_2|demand
72|198|1|2|1301.6499999999999
72|198|2|3|1346.6599999999999
72|198|3|4|1057.5600000000002
72|198|4|6|1493.8175
72|198|5|6|1320.48
72|198|6|8|1071.9099999999999
72|198|7|8|1379.4724999999999
72|198|8|9|1399.6850000000002
72|198|9|11|1275.54
72|198|10|11|1468.985
72|198|11|12|1031.835
72|198|12|14|1485.5225
72|198|13|15|1030.4175
72|198|14|15|758.95
72|198|15|16|695.78
72|198|16|17|595.29
72|198|17|18|866.85
72|198|18|20|649.07
72|198|19|21|858.82
72|198|20|21|700.53
72|198|21|22|789.16
72|198|22|24|623.31
72|198|23|24|772.29
72|198|24|26|838.77
72|198|25|27|762.83
72|198|26|27|670.21
72|198|27|29|654.2
72|198|28|29|634.12
72|198|29|30|831.52
72|198|30|31|772.65
72|198|31|32|691.15
72|198|32|34|613.75
72|198|33|34|659.11
72|198|34|36|688.51
72|198|35|36|541.69
72|198|36|37|633.0
72|198|37|38|625.24
72|198|38|40|754.82
72|198|39|40|733.75
72|198|40|42|583.47
72|198|41|43|522.15
72|198|42|43|566.3
72|198|43|44|549.55
72|198|44|45|649.14
72|198|45|46|550.45
72|198|46|48|639.02
72|198|47|49|681.81
72|198|48|49|740.32
72|198|49|51|588.45
72|198|50|52|596.38
72|198|51|1|574.74
72|198|52|2|617.91
72|216|1|2|19.635
72|216|2|4|21.42
72|216|3|5|18.025000000000002
72|216|4|6|16.695
72|216|5|7|19.18
72|216|6|8|16.2925
72|216|7|9|21.42
72|216|8|10|15.855
72|216|9|11|21.385
72|216|10|11|16.310000000000002
72|216|11|13|22.3825
72|216|12|14|20.772499999999997
72|216|13|14|18.235
72|216|14|16|10.83
72|216|15|16|12.43
72|216|16|17|10.0
72|216|17|18|13.41
72|216|18|20|11.83
72|216|19|21|13.02
72|216|20|21|11.81
72|216|21|23|11.07
72|216|22|24|10.7
72|216|23|24|11.07
72|216|24|26|12.84
72|216|25|27|13.26
72|216|26|27|13.0
72|216|27|28|9.74
72|216|28|29|12.62
72|216|29|31|10.1
72|216|30|32|9.34
72|216|31|33|9.83
72|216|32|33|9.81
72|216|33|35|11.93
72|216|34|35|11.3
72|216|35|37|8.54
72|216|36|37|9.78
72|216|37|38|9.85
72|216|38|40|11.61
72|216|39|41|11.21
72|216|40|41|10.66
72|216|41|43|11.67
72|216|42|44|9.85
72|216|43|44|10.59
72|216|44|46|11.56
72|216|45|46|10.11
72|216|46|47|9.31
72|216|47|49|9.83
72|216|48|49|11.1
72|216|49|51|11.17
72|216|50|52|11.75
72|216|51|52|11.37
72|216|52|1|11.98
72|469|1|2|719.1625
72|469|2|4|803.7049999999999
72|469|3|5|736.855
72|469|4|6|727.195
72|469|5|7|816.165
72|469|6|8|767.1825
72|469|7|8|742.3325
72|469|8|10|717.7800000000001
72|469|9|10|643.3175
72|469|10|11|713.93
72|469|11|12|575.1374999999999
72|469|12|14|670.7225
72|469|13|15|582.1725
72|469|14|16|431.33
72|469|15|16|472.12
72|469|16|18|349.27
72|469|17|19|365.74
72|469|18|20|477.94
72|469|19|20|428.28
72|469|20|22|428.22
72|469|21|23|406.07
72|469|22|23|337.57
72|469|23|24|369.07
72|469|24|25|486.37
72|469|25|27|445.57
72|469|26|28|334.3
72|469|27|28|358.35
72|469|28|29|421.57
72|469|29|30|368.11
72|469|30|31|366.73
72|469|31|33|333.93
72|469|32|33|328.19
72|469|33|35|389.51
72|469|34|35|420.26
72|469|35|36|339.74
72|469|36|38|313.08
72|469|37|38|326.4
72|469|38|39|460.49
72|469|39|40|391.8
72|469|40|41|344.42
72|469|41|42|406.89
72|469|42|44|357.97
72|469|43|45|347.33
72|469|44|45|407.09
72|469|45|46|345.56
72|469|46|47|338.75
72|469|47|49|370.52
72|469|48|49|421.26
72|469|49|51|427.55
72|469|50|52|416.76
72|469|51|1|363.76
72|469|52|2|415.13
72|689|1|2|2075.92
72|689|2|3|2450.6124999999997
72|689|3|5|2057.7374999999997
72|689|4|6|2413.6525
72|689|5|7|2064.2999999999997
72|689|6|7|2443.105
72|689|7|8|2127.8075000000003
72|689|8|10|2114.035
72|689|9|10|2470.5625
72|689|10|12|2240.8925
72|689|11|13|2504.7574999999997
72|689|12|14|2613.6949999999997
72|689|13|15|1942.5874999999999
72|689|14|15|1292.3
72|689|15|17|1585.26
72|689|16|18|1489.9
72|689|17|19|1597.1
72|689|18|19|1577.95
72|689|19|21|1261.85
72|689|20|22|1188.94
72|689|21|22|1155.03
72|689|22|23|1112.55
72|689|23|25|1126.21
72|689|24|25|1580.64
72|689|25|26|1350.18
72|689|26|27|1108.15
72|689|27|28|1468.68
72|689|28|30|1230.71
72|689|29|31|1101.01
72|689|30|31|1176.1
72|689|31|33|1328.85
72|689|32|33|1383.51
72|689|33|35|1107.73
72|689|34|35|1229.1
72|689|35|37|949.44
72|689|36|37|1108.81
72|689|37|39|1105.46
72|689|38|40|1074.92
72|689|39|41|1269.18
72|689|40|42|1211.68
72|689|41|43|949.89
72|689|42|43|1006.66
72|689|43|44|1354.0
72|689|44|45|1019.77
72|689|45|47|1271.08
72|689|46|48|1283.8
72|689|47|48|1098.8
72|689|48|50|1028.47
72|689|49|50|1067.51
72|689|50|52|1270.56
72|689|51|52|1142.91
72|689|52|1|1185.69
72|780|1|2|3760.7324999999996
72|780|2|3|3620.7324999999996
72|780|3|5|4408.46
72|780|4|6|3768.9925000000003
72|780|5|6|3120.635
72|780|6|7|3434.4275
72|780|7|9|3865.75
72|780|8|10|3048.0275
72|780|9|10|3827.2324999999996
72|780|10|12|2928.8525
72|780|11|12|4233.5125
72|780|12|13|3800.8250000000003
72|780|13|14|3064.6525
72|780|14|16|2335.75
72|780|15|16|1746.96
72|780|16|17|1987.03
72|780|17|19|2291.53
72|780|18|20|2526.13
72|780|19|20|1999.93
72|780|20|22|2407.39
72|780|21|22|1789.31
72|780|22|23|1592.11
72|780|23|25|1715.89
72|780|24|26|2253.26
72|780|25|26|1811.79
72|780|26|27|1685.58
72|780|27|28|2466.92
72|780|28|30|1849.53
72|780|29|31|2040.8
72|780|30|31|2187.82
72|780|31|33|1671.57
72|780|32|33|1819.51
72|780|33|34|2028.73
72|780|34|36|1962.64
72|780|35|36|2102.28
72|780|36|38|1849.14
72|780|37|38|2282.67
72|780|38|40|2164.39
72|780|39|41|2040.8
72|780|40|41|1519.93
72|780|41|43|1863.06
72|780|42|43|1904.54
72|780|43|45|1985.82
72|780|44|46|1944.4
72|780|45|47|1816.32
72|780|46|47|1888.45
72|780|47|49|2045.46
