p_o|p_d|t_1|t_2|demand
72|198|1|2|136.3275
72|198|2|3|211.0475
72|198|3|4|165.495
72|198|4|6|209.1125
72|198|5|6|193.99
72|198|6|8|191.6675
72|198|7|8|152.7325
72|198|8|9|155.005
72|198|9|11|178.51
72|198|10|11|157.9675
72|198|11|12|167.4725
72|198|12|14|167.275
72|198|13|15|154.53
72|198|14|15|633.38
72|198|15|16|827.07
72|198|16|17|632.62
72|198|17|18|600.27
72|198|18|20|799.22
72|198|19|21|895.61
72|198|20|21|700.79
72|198|21|22|609.94
72|198|22|24|710.73
72|198|23|24|868.82
72|198|24|26|834.13
72|198|25|27|779.58
72|198|26|27|672.69
72|198|27|29|744.55
72|198|28|29|609.75
72|198|29|30|784.69
72|198|30|31|806.43
72|198|31|32|816.88
72|198|32|34|616.7
72|198|33|34|546.64
72|198|34|36|668.95
72|198|35|36|707.68
72|198|36|37|748.22
72|198|37|38|612.46
72|198|38|40|645.08
72|198|39|40|707.37
72|198|40|42|591.38
72|198|41|43|731.59
72|198|42|43|641.78
72|198|43|44|712.26
72|198|44|45|652.23
72|198|45|46|703.66
72|198|46|48|600.5
72|198|47|49|738.37
72|198|48|49|584.78
72|198|49|51|667.37
72|198|50|52|604.04
72|198|51|1|654.67
72|198|52|2|606.85
72|216|1|2|2.4
72|216|2|4|3.3975
72|216|3|5|2.515
72|216|4|6|3.12
72|216|5|7|3.34
72|216|6|8|2.1975
72|216|7|9|2.935
72|216|8|10|2.45
72|216|9|11|2.265
72|216|10|11|2.74
72|216|11|13|3.3425
72|216|12|14|2.2725
72|216|13|14|2.9025
72|216|14|16|11.26
72|216|15|16|13.36
72|216|16|17|9.53
72|216|17|18|12.44
72|216|18|20|12.77
72|216|19|21|12.59
72|216|20|21|13.87
72|216|21|23|12.74
72|216|22|24|8.85
72|216|23|24|11.58
72|216|24|26|11.26
72|216|25|27|10.76
72|216|26|27|11.17
72|216|27|28|10.95
72|216|28|29|11.11
72|216|29|31|13.68
72|216|30|32|9.69
72|216|31|33|12.62
72|216|32|33|10.61
72|216|33|35|11.14
72|216|34|35|11.66
72|216|35|37|9.67
72|216|36|37|10.22
72|216|37|38|10.55
72|216|38|40|10.62
72|216|39|41|12.91
72|216|40|41|11.25
72|216|41|43|8.46
72|216|42|44|8.57
72|216|43|44|9.68
72|216|44|46|8.31
72|216|45|46|10.42
72|216|46|47|8.65
72|216|47|49|10.31
72|216|48|49|8.09
72|216|49|51|9.52
72|216|50|52|11.45
72|216|51|52|10.3
72|216|52|1|12.22
72|469|1|2|106.83
72|469|2|4|94.8575
72|469|3|5|83.6625
72|469|4|6|111.8
72|469|5|7|114.3775
72|469|6|8|107.7
72|469|7|8|81.2525
72|469|8|10|114.47
72|469|9|10|88.0075
72|469|10|11|109.0375
72|469|11|12|116.26
72|469|12|14|88.66
72|469|13|15|114.5275
72|469|14|16|365.07
72|469|15|16|485.85
72|469|16|18|366.49
72|469|17|19|481.01
72|469|18|20|343.53
72|469|19|20|448.73
72|469|20|22|418.92
72|469|21|23|392.6
72|469|22|23|338.37
72|469|23|24|445.13
72|469|24|25|361.24
72|469|25|27|417.65
72|469|26|28|360.33
72|469|27|28|476.46
72|469|28|29|325.53
72|469|29|30|354.61
72|469|30|31|365.19
72|469|31|33|366.03
72|469|32|33|335.25
72|469|33|35|371.33
72|469|34|35|415.43
72|469|35|36|390.24
72|469|36|38|380.73
72|469|37|38|320.98
72|469|38|39|422.87
72|469|39|40|335.67
72|469|40|41|389.12
72|469|41|42|316.71
72|469|42|44|345.11
72|469|43|45|329.11
72|469|44|45|397.65
72|469|45|46|296.97
72|469|46|47|363.49
72|469|47|49|307.43
72|469|48|49|382.71
72|469|49|51|419.07
72|469|50|52|365.56
72|469|51|1|362.13
72|469|52|2|421.76
72|689|1|2|309.015
72|689|2|3|329.86
72|689|3|5|347.765
72|689|4|6|348.4275
72|689|5|7|272.975
72|689|6|7|355.23
72|689|7|8|306.675
72|689|8|10|260.9475
72|689|9|10|358.0275
72|689|10|12|313.745
72|689|11|13|276.9175
72|689|12|14|344.445
72|689|13|15|374.0375
72|689|14|15|1505.37
72|689|15|17|1592.13
72|689|16|18|1519.31
72|689|17|19|1075.33
72|689|18|19|1313.11
72|689|19|21|1539.5
72|689|20|22|1291.02
72|689|21|22|1359.34
72|689|22|23|1307.99
72|689|23|25|1283.17
72|689|24|25|1579.37
72|689|25|26|1350.54
72|689|26|27|1299.85
72|689|27|28|1593.54
72|689|28|30|1319.54
72|689|29|31|1158.08
72|689|30|31|1349.74
72|689|31|33|1407.09
72|689|32|33|1375.02
72|689|33|35|1370.65
72|689|34|35|1291.57
72|689|35|37|1069.65
72|689|36|37|1392.87
72|689|37|39|1466.14
72|689|38|40|1135.8
72|689|39|41|1088.59
72|689|40|42|1370.38
72|689|41|43|1331.42
72|689|42|43|1362.32
72|689|43|44|1332.79
72|689|44|45|1165.91
72|689|45|47|1218.77
72|689|46|48|1189.25
72|689|47|48|970.83
72|689|48|50|1281.09
72|689|49|50|1191.86
72|689|50|52|1311.07
72|689|51|52|1201.22
72|689|52|1|1183.91
72|780|1|2|414.99
72|780|2|3|471.0325
72|780|3|5|453.9225
72|780|4|6|443.4675
72|780|5|6|600.4625
72|780|6|7|422.6375
72|780|7|9|445.4375
72|780|8|10|508.51
72|780|9|10|522.8625
72|780|10|12|443.2075
72|780|11|12|574.18
72|780|12|13|567.815
72|780|13|14|452.94
72|780|14|16|1859.84
72|780|15|16|2465.42
72|780|16|17|2333.7
72|780|17|19|2258.75
72|780|18|20|1790.7
72|780|19|20|2059.07
72|780|20|22|2176.72
72|780|21|22|1781.7
72|780|22|23|1915.3
72|780|23|25|2199.9
72|780|24|26|1972.86
72|780|25|26|2338.9
72|780|26|27|2335.14
72|780|27|28|1925.65
72|780|28|30|2341.73
72|780|29|31|1743.3
72|780|30|31|2375.91
72|780|31|33|1678.03
72|780|32|33|1607.82
72|780|33|34|2024.19
72|780|34|36|1837.86
72|780|35|36|2150.98
72|780|36|38|1792.82
72|780|37|38|1806.62
72|780|38|40|2017.96
72|780|39|41|1956.24
72|780|40|41|1683.11
72|780|41|43|1949.2
72|780|42|43|2025.58
72|780|43|45|2053.62
72|780|44|46|2125.83
72|780|45|47|1627.28
72|780|46|47|1978.23
72|780|47|49|1766.51
72|780|48|50|1947.28
72|780|49|50|1836.18
72|780|50|52|2310.91
72|780|51|52|2041.84
72|780|52|1|2186.76
72|963|1|2|0.2975
72|963|2|4|0.33
72|963|3|4|0.325
72|963|4|5|0.2725
72|963|5|7|0.25
72|963|6|8|0.255
72|963|7|8|0.2175
72|963|8|10|0.2725
72|963|9|10|0.275
72|963|10|11|0.285
72|963|11|12|0.3375
72|963|12|13|0.325
72|963|13|15|0.24
72|963|14|15|1.06
72|963|15|17|1.12
72|963|16|17|1.07
72|963|17|19|1.29
72|963|18|19|1.19
72|963|19|21|1.2
72|963|20|22|1.33
72|963|21|23|1.26
72|963|22|24|0.91
72|963|23|24|1.26
72|963|24|26|1.14
72|963|25|27|1.06
72|963|26|28|0.93
72|963|27|28|1.13
72|963|28|29|1.07
72|963|29|30|1.03
72|963|30|31|1.24
72|963|31|32|1.19
72|963|32|33|0.95
72|963|33|34|0.86
72|963|34|36|1.17
72|963|35|36|0.82
72|963|36|38|1.23
72|963|37|39|1.14
72|963|38|40|1.03
72|963|39|41|0.98
72|963|40|41|0.79
72|963|41|42|0.89
72|963|42|43|0.86
72|963|43|44|1.03
72|963|44|45|0.85
72|963|45|47|0.99
72|963|46|48|1.04
72|963|47|48|0.93
72|963|48|50|0.81
72|963|49|50|0.83
72|963|50|52|0.86
72|963|51|52|1.13
72|963|52|2|0.94
72|1056|1|2|179.5775
72|1056|2|4|168.9375
72|1056|3|5|173.3425
72|1056|4|5|170.575
72|1056|5|6|184.1625
72|1056|6|8|149.985
72|1056|7|9|139.9625
72|1056|8|9|168.625
72|1056|9|11|156.66
72|1056|10|12|168.9075
72|1056|11|12|182.835
72|1056|12|14|170.89
72|1056|13|15|178.2825
72|1056|14|16|694.86
72|1056|15|17|772.7
72|1056|16|17|751.09
72|1056|17|18|713.1
72|1056|18|20|774.28
72|1056|19|20|822.32
72|1056|20|22|695.25
72|1056|21|23|660.5
72|1056|22|24|726.8
72|1056|23|25|734.11
72|1056|24|26|590.01
72|1056|25|27|817.49
72|1056|26|28|561.1
72|1056|27|28|765.5
72|1056|28|30|764.88
72|1056|29|31|822.52
72|1056|30|32|578.01
72|1056|31|33|680.31
72|1056|32|33|629.85
72|1056|33|34|600.18
72|1056|34|36|522.32
72|1056|35|37|637.09
72|1056|36|37|632.08
72|1056|37|38|558.71
72|1056|38|39|708.52
72|1056|39|41|732.96
72|1056|40|42|667.7
72|1056|41|43|706.57
72|1056|42|44|594.4
72|1056|43|45|714.41
72|1056|44|45|688.64
72|1056|45|47|554.11
72|1056|46|47|528.56
72|1056|47|48|603.89
72|1056|48|50|587.18
72|1056|49|51|641.98
72|1056|50|51|670.2
72|1056|51|52|691.54
72|1056|52|2|624.76
198|72|1|3|837.28
198|72|2|3|1245.66
198|72|3|4|965.78
198|72|4|5|1231.6
198|72|5|6|900.92
198|72|6|8|1289.93
198|72|7|9|909.25
198|72|8|10|955.55
198|72|9|11|839.39
198|72|10|11|992.24
198|72|11|13|1022.03
198|72|12|14|836.25
198|72|13|14|991.94
198|72|14|16|754.46
198|72|15|17|752.65
198|72|16|17|773.65
198|72|17|19|630.6
198|72|18|20|791.73
198|72|19|21|1041.28
198|72|20|22|1057.06
198|72|21|22|1039.18
198|72|22|24|1022.95
198|72|23|24|825.65
198|72|24|25|1082.92
198|72|25|26|907.86
198|72|26|28|1125.27
198|72|27|29|982.26
198|72|28|29|1007.86
198|72|29|30|988.57
198|72|30|31|901.08
198|72|31|32|829.95
198|72|32|33|1175.01
198|72|33|34|1122.35
198|72|34|36|841.25
198|72|35|36|1109.29
198|72|36|37|1104.31
198|72|37|39|971.76
198|72|38|39|864.98
198|72|39|41|1080.11
198|72|40|41|950.55
198|72|41|43|880.23
198|72|42|43|854.21
198|72|43|44|678.92
198|72|44|46|853.53
198|72|45|47|829.09
198|72|46|47|807.9
198|72|47|48|928.49
198|72|48|49|1004.42
198|72|49|51|933.5
198|72|50|52|817.83
198|72|51|1|1036.98
198|72|52|1|1120.59
198|258|1|3|429.5
198|258|2|3|491.15
198|258|3|4|416.67
198|258|4|6|448.11
198|258|5|6|357.64
198|258|6|8|402.27
198|258|7|9|408.2
198|258|8|10|422.55
198|258|9|11|471.95
198|258|10|11|414.19
198|258|11|12|300.68
