p_o|p_d|t_1|t_2|demand
72|198|1|2|814.53
72|198|2|3|1003.71
72|198|3|4|823.95
72|198|4|6|765.65
72|198|5|6|762.0
72|198|6|8|776.93
72|198|7|8|715.09
72|198|8|9|734.1
72|198|9|11|733.09
72|198|10|11|930.44
72|198|11|12|736.6
72|198|12|14|1061.04
72|198|13|15|911.26
72|198|14|15|754.16
72|198|15|16|858.13
72|198|16|17|1061.11
72|198|17|18|898.73
72|198|18|20|1072.03
72|198|19|21|778.37
72|198|20|21|825.31
72|198|21|22|956.64
72|198|22|24|973.04
72|198|23|24|771.08
72|198|24|26|1117.28
72|198|25|27|906.16
72|198|26|27|754.55
72|198|27|29|818.68
72|198|28|29|789.19
72|198|29|30|772.51
72|198|30|31|996.22
72|198|31|32|733.81
72|198|32|34|954.2
72|198|33|34|913.84
72|198|34|36|888.94
72|198|35|36|718.35
72|198|36|37|769.07
72|198|37|38|784.55
72|198|38|40|919.04
72|198|39|40|712.68
72|198|40|42|706.04
72|198|41|43|692.87
72|198|42|43|889.52
72|198|43|44|831.34
72|198|44|45|769.94
72|198|45|46|757.84
72|198|46|48|780.71
72|198|47|49|794.08
72|198|48|49|745.43
72|198|49|51|913.5
72|198|50|52|837.09
72|198|51|1|889.79
72|198|52|2|761.98
72|216|1|2|13.98
72|216|2|4|16.58
72|216|3|5|11.79
72|216|4|6|16.28
72|216|5|7|12.22
72|216|6|8|13.53
72|216|7|9|15.17
72|216|8|10|11.19
72|216|9|11|12.1
72|216|10|11|12.22
72|216|11|13|16.11
72|216|12|14|14.08
72|216|13|14|11.47
72|216|14|16|16.28
72|216|15|16|15.58
72|216|16|17|14.63
72|216|17|18|12.73
72|216|18|20|14.27
72|216|19|21|12.55
72|216|20|21|14.14
72|216|21|23|13.29
72|216|22|24|14.64
72|216|23|24|12.85
72|216|24|26|14.63
72|216|25|27|15.69
72|216|26|27|15.85
72|216|27|28|15.11
72|216|28|29|15.33
72|216|29|31|16.18
72|216|30|32|11.96
72|216|31|33|14.18
72|216|32|33|14.75
72|216|33|35|13.69
72|216|34|35|11.96
72|216|35|37|13.39
72|216|36|37|10.51
72|216|37|38|15.24
72|216|38|40|12.34
72|216|39|41|12.85
72|216|40|41|10.56
72|216|41|43|11.81
72|216|42|44|14.26
72|216|43|44|10.92
72|216|44|46|13.4
72|216|45|46|13.48
72|216|46|47|14.19
72|216|47|49|13.52
72|216|48|49|14.86
72|216|49|51|14.83
72|216|50|52|11.8
72|216|51|52|10.57
72|216|52|1|12.91
72|469|1|2|380.13
72|469|2|4|573.83
72|469|3|5|411.07
72|469|4|6|489.41
72|469|5|7|412.53
72|469|6|8|564.83
72|469|7|8|547.16
72|469|8|10|561.74
72|469|9|10|467.24
72|469|10|11|418.78
72|469|11|12|515.71
72|469|12|14|544.23
72|469|13|15|589.72
72|469|14|16|560.08
72|469|15|16|599.33
72|469|16|18|503.44
72|469|17|19|563.49
72|469|18|20|427.73
72|469|19|20|596.3
72|469|20|22|508.95
72|469|21|23|481.76
72|469|22|23|461.86
72|469|23|24|570.07
72|469|24|25|582.28
72|469|25|27|418.2
72|469|26|28|516.78
72|469|27|28|514.42
72|469|28|29|596.87
72|469|29|30|549.85
72|469|30|31|458.35
72|469|31|33|411.54
72|469|32|33|554.73
72|469|33|35|429.06
72|469|34|35|449.25
72|469|35|36|405.77
72|469|36|38|395.96
72|469|37|38|498.43
72|469|38|39|400.38
72|469|39|40|472.35
72|469|40|41|385.75
72|469|41|42|468.67
72|469|42|44|371.76
72|469|43|45|424.17
72|469|44|45|426.46
72|469|45|46|430.89
72|469|46|47|450.42
72|469|47|49|461.62
72|469|48|49|512.06
72|469|49|51|497.38
72|469|50|52|436.77
72|469|51|1|494.44
72|469|52|2|388.52
72|689|1|2|1503.69
72|689|2|3|1781.93
72|689|3|5|1803.82
72|689|4|6|1885.79
72|689|5|7|1619.63
72|689|6|7|1702.11
72|689|7|8|1346.14
72|689|8|10|1765.43
72|689|9|10|1771.9
72|689|10|12|1546.97
72|689|11|13|1968.96
72|689|12|14|1307.95
72|689|13|15|1516.72
72|689|14|15|1377.34
72|689|15|17|1766.27
72|689|16|18|1771.08
72|689|17|19|1683.17
72|689|18|19|1996.37
72|689|19|21|1764.7
72|689|20|22|1528.62
72|689|21|22|1468.7
72|689|22|23|1490.19
72|689|23|25|1792.78
72|689|24|25|1890.72
72|689|25|26|2020.29
72|689|26|27|1897.16
72|689|27|28|1377.14
72|689|28|30|1516.82
72|689|29|31|1982.82
72|689|30|31|1380.86
72|689|31|33|1546.46
72|689|32|33|1619.44
72|689|33|35|1713.91
72|689|34|35|1370.62
72|689|35|37|1356.99
72|689|36|37|1413.71
72|689|37|39|1693.8
72|689|38|40|1851.4
72|689|39|41|1660.48
72|689|40|42|1724.47
72|689|41|43|1331.43
72|689|42|43|1412.22
72|689|43|44|1247.27
72|689|44|45|1185.88
72|689|45|47|1357.03
72|689|46|48|1605.16
72|689|47|48|1639.7
72|689|48|50|1376.7
72|689|49|50|1775.65
72|689|50|52|1834.65
72|689|51|52|1793.81
72|689|52|1|1246.43
72|780|1|2|2233.28
72|780|2|3|2769.49
72|780|3|5|2475.59
72|780|4|6|2149.89
72|780|5|6|2240.78
72|780|6|7|2175.17
72|780|7|9|2207.25
72|780|8|10|1989.59
72|780|9|10|2315.9
72|780|10|12|2712.58
72|780|11|12|2062.03
72|780|12|13|2222.66
72|780|13|14|2360.08
72|780|14|16|2236.16
72|780|15|16|2641.74
72|780|16|17|2717.73
72|780|17|19|2877.14
72|780|18|20|2654.42
72|780|19|20|3086.02
72|780|20|22|3157.9
72|780|21|22|2946.42
72|780|22|23|2757.61
72|780|23|25|3054.76
72|780|24|26|2626.1
72|780|25|26|2139.95
72|780|26|27|2924.44
72|780|27|28|2705.55
72|780|28|30|2919.68
72|780|29|31|2529.55
72|780|30|31|2168.01
72|780|31|33|1999.56
72|780|32|33|2032.62
72|780|33|34|2464.36
72|780|34|36|2235.66
72|780|35|36|2689.67
72|780|36|38|2433.78
72|780|37|38|2806.24
72|780|38|40|2967.2
72|780|39|41|2419.22
