p_o|p_d|t_1|t_2|demand
72|198|1|2|857.07
72|198|2|3|1143.73
72|198|3|4|951.27
72|198|4|6|959.69
72|198|5|6|996.76
72|198|6|8|1190.17
72|198|7|8|1109.81
72|198|8|9|1057.81
72|198|9|11|861.94
72|198|10|11|1192.89
72|198|11|12|1043.85
72|198|12|14|1211.43
72|198|13|15|967.88
72|198|14|15|886.17
72|198|15|16|1275.35
72|198|16|17|972.5
72|198|17|18|1067.55
72|198|18|20|1056.0
72|198|19|21|937.45
72|198|20|21|1282.06
72|198|21|22|1230.28
72|198|22|24|1232.45
72|198|23|24|1069.62
72|198|24|26|1327.78
72|198|25|27|1090.55
72|198|26|27|1163.61
72|198|27|29|914.98
72|198|28|29|1267.08
72|198|29|30|1009.67
72|198|30|31|1004.21
72|198|31|32|828.63
72|198|32|34|1040.78
72|198|33|34|1005.66
72|198|34|36|1039.2
72|198|35|36|1167.96
72|198|36|37|1169.9
72|198|37|38|1218.72
72|198|38|40|1080.36
72|198|39|40|888.52
72|198|40|42|830.1
72|198|41|43|1132.88
72|198|42|43|938.62
72|198|43|44|1093.36
72|198|44|45|1013.06
72|198|45|46|1000.56
72|198|46|48|878.69
72|198|47|49|1133.1
72|198|48|49|851.07
72|198|49|51|945.34
72|198|50|52|1225.09
72|198|51|1|1085.23
72|198|52|2|960.1
72|216|1|2|16.27
72|216|2|4|16.57
72|216|3|5|19.06
72|216|4|6|16.11
72|216|5|7|17.93
72|216|6|8|17.65
72|216|7|9|17.03
72|216|8|10|16.57
72|216|9|11|14.69
72|216|10|11|15.05
72|216|11|13|19.11
72|216|12|14|15.52
72|216|13|14|17.88
72|216|14|16|15.53
72|216|15|16|14.95
72|216|16|17|16.5
72|216|17|18|16.08
72|216|18|20|16.03
72|216|19|21|18.32
72|216|20|21|15.87
72|216|21|23|18.6
72|216|22|24|17.68
72|216|23|24|18.95
72|216|24|26|14.81
72|216|25|27|20.57
72|216|26|27|17.11
72|216|27|28|19.97
72|216|28|29|15.07
72|216|29|31|17.87
72|216|30|32|20.64
72|216|31|33|19.43
72|216|32|33|12.98
72|216|33|35|15.81
72|216|34|35|14.16
72|216|35|37|12.68
72|216|36|37|16.2
72|216|37|38|13.16
72|216|38|40|17.52
72|216|39|41|19.0
72|216|40|41|17.21
72|216|41|43|17.77
72|216|42|44|16.72
72|216|43|44|13.07
72|216|44|46|14.47
72|216|45|46|17.22
72|216|46|47|13.65
72|216|47|49|14.99
72|216|48|49|15.82
72|216|49|51|12.96
72|216|50|52|15.97
72|216|51|52|12.72
72|216|52|1|14.23
72|469|1|2|613.75
72|469|2|4|655.13
72|469|3|5|721.87
72|469|4|6|654.59
72|469|5|7|522.19
72|469|6|8|665.52
72|469|7|8|584.72
72|469|8|10|651.76
72|469|9|10|683.26
72|469|10|11|679.38
72|469|11|12|574.31
72|469|12|14|618.21
72|469|13|15|574.8
72|469|14|16|638.82
72|469|15|16|608.37
72|469|16|18|512.87
72|469|17|19|646.01
72|469|18|20|553.23
72|469|19|20|681.96
72|469|20|22|522.54
72|469|21|23|477.06
72|469|22|23|532.89
72|469|23|24|732.76
72|469|24|25|668.05
72|469|25|27|592.33
72|469|26|28|508.72
72|469|27|28|498.21
72|469|28|29|656.2
72|469|29|30|702.56
72|469|30|31|492.51
72|469|31|33|587.73
72|469|32|33|614.56
72|469|33|35|512.47
72|469|34|35|547.29
72|469|35|36|607.54
72|469|36|38|574.72
72|469|37|38|548.2
72|469|38|39|489.16
72|469|39|40|577.98
72|469|40|41|517.03
72|469|41|42|460.59
72|469|42|44|443.37
72|469|43|45|526.84
72|469|44|45|486.53
72|469|45|46|463.88
72|469|46|47|445.15
72|469|47|49|610.95
72|469|48|49|499.85
72|469|49|51|611.67
72|469|50|52|456.3
72|469|51|1|437.13
72|469|52|2|631.98
72|689|1|2|1966.57
72|689|2|3|2382.7
72|689|3|5|2006.62
72|689|4|6|1678.48
72|689|5|7|2295.06
72|689|6|7|1636.49
72|689|7|8|1790.02
72|689|8|10|2217.09
72|689|9|10|1604.96
72|689|10|12|1943.46
72|689|11|13|2284.01
72|689|12|14|1819.98
72|689|13|15|2308.52
72|689|14|15|2343.77
72|689|15|17|2007.35
72|689|16|18|1844.74
72|689|17|19|2395.51
72|689|18|19|2481.46
72|689|19|21|2003.38
72|689|20|22|1673.41
72|689|21|22|1917.92
72|689|22|23|2040.16
72|689|23|25|2137.2
72|689|24|25|2178.34
72|689|25|26|2405.12
72|689|26|27|2105.77
72|689|27|28|1667.79
72|689|28|30|2055.7
72|689|29|31|1763.59
72|689|30|31|2251.81
72|689|31|33|1762.83
72|689|32|33|1858.7
72|689|33|35|1993.28
72|689|34|35|1553.61
72|689|35|37|1851.35
72|689|36|37|1576.81
72|689|37|39|2148.39
72|689|38|40|1811.28
72|689|39|41|1951.91
72|689|40|42|1955.47
72|689|41|43|2067.28
72|689|42|43|1643.93
72|689|43|44|1446.47
72|689|44|45|2039.09
72|689|45|47|2065.03
72|689|46|48|2045.78
72|689|47|48|2023.69
72|689|48|50|1745.39
72|689|49|50|1761.58
72|689|50|52|1900.67
72|689|51|52|1516.91
72|689|52|1|2065.87
72|780|1|2|2998.24
72|780|2|3|3710.9
72|780|3|5|3396.87
72|780|4|6|2853.57
72|780|5|6|2633.89
72|780|6|7|2409.87
72|780|7|9|2740.37
72|780|8|10|2774.53
72|780|9|10|2979.97
72|780|10|12|3282.71
72|780|11|12|2572.29
72|780|12|13|2809.04
72|780|13|14|2676.46
72|780|14|16|3232.85
72|780|15|16|3243.94
72|780|16|17|3322.31
72|780|17|19|2784.21
72|780|18|20|2608.69
72|780|19|20|2604.17
72|780|20|22|3134.21
72|780|21|22|3515.83
72|780|22|23|2979.66
72|780|23|25|3204.02
72|780|24|26|3235.01
72|780|25|26|3174.63
72|780|26|27|3559.32
72|780|27|28|2996.11
72|780|28|30|3488.92
72|780|29|31|3520.72
72|780|30|31|3257.99
72|780|31|33|2570.44
72|780|32|33|3213.41
72|780|33|34|2304.91
72|780|34|36|2289.3
72|780|35|36|2863.93
72|780|36|38|2562.68
72|780|37|38|2682.7
72|780|38|40|2474.12
72|780|39|41|3461.11
72|780|40|41|2754.06
72|780|41|43|2196.42
72|780|42|43|2832.57
72|780|43|45|2918.5
72|780|44|46|2911.9
72|780|45|47|2634.08
72|780|46|47|2649.4
72|780|47|49|2519.65
72|780|48|50|3212.61
72|780|49|50|3102.98
72|780|50|52|3464.2
72|780|51|52|3263.66
72|780|52|1|2674.59
72|963|1|2|1.54
72|963|2|4|1.79
72|963|3|4|1.61
72|963|4|5|1.36
72|963|5|7|1.44
72|963|6|8|1.65
72|963|7|8|1.64
72|963|8|10|1.92
72|963|9|10|1.67
72|963|10|11|1.81
72|963|11|12|1.54
72|963|12|13|1.61
72|963|13|15|1.38
72|963|14|15|1.64
72|963|15|17|1.52
72|963|16|17|1.4
72|963|17|19|1.93
72|963|18|19|1.52
72|963|19|21|2.03
72|963|20|22|1.53
72|963|21|23|1.89
72|963|22|24|1.85
72|963|23|24|1.4
72|963|24|26|1.83
72|963|25|27|1.94
72|963|26|28|1.99
72|963|27|28|1.77
72|963|28|29|1.89
72|963|29|30|1.71
72|963|30|31|1.78
72|963|31|32|1.44
72|963|32|33|1.54
72|963|33|34|1.67
72|963|34|36|1.4
72|963|35|36|1.49
72|963|36|38|1.85
72|963|37|39|1.37
72|963|38|40|1.59
72|963|39|41|1.83
72|963|40|41|1.24
72|963|41|42|1.53
72|963|42|43|1.43
72|963|43|44|1.5
72|963|44|45|1.37
72|963|45|47|1.23
72|963|46|48|1.74
72|963|47|48|1.81
72|963|48|50|1.45
72|963|49|50|1.65
72|963|50|52|1.54
72|963|51|52|1.71
72|963|52|2|1.71
72|1056|1|2|889.31
72|1056|2|4|851.77
72|1056|3|5|1270.01
72|1056|4|5|1101.2
72|1056|5|6|1108.78
72|1056|6|8|1049.43
72|1056|7|9|817.57
72|1056|8|9|812.24
72|1056|9|11|1005.76
72|1056|10|12|1164.25
72|1056|11|12|1234.68
72|1056|12|14|1061.49
72|1056|13|15|854.6
72|1056|14|16|962.7
72|1056|15|17|1244.97
72|1056|16|17|1105.74
72|1056|17|18|1027.12
72|1056|18|20|1283.91
72|1056|19|20|1182.51
72|1056|20|22|927.91
72|1056|21|23|880.21
72|1056|22|24|1047.31
72|1056|23|25|1270.51
72|1056|24|26|1201.03
72|1056|25|27|1151.57
72|1056|26|28|1147.91
72|1056|27|28|903.64
72|1056|28|30|1035.02
72|1056|29|31|1090.91
72|1056|30|32|924.1
72|1056|31|33|807.13
72|1056|32|33|880.06
72|1056|33|34|1115.42
72|1056|34|36|765.09
72|1056|35|37|853.28
72|1056|36|37|800.84
72|1056|37|38|1067.55
72|1056|38|39|916.14
72|1056|39|41|1001.82
72|1056|40|42|830.91
72|1056|41|43|1051.16
72|1056|42|44|1007.05
72|1056|43|45|797.44
72|1056|44|45|944.35
72|1056|45|47|772.74
72|1056|46|47|843.71
72|1056|47|48|879.27
72|1056|48|50|883.53
72|1056|49|51|1097.37
72|1056|50|51|797.92
