p_i|t_i|p_j|t_j|key|tt|pf
72|1|72|2|h|1|-0.15834
72|2|72|3|h|1|-0.22032
72|3|72|4|h|1|-0.196838
72|4|72|5|h|1|-0.205231
72|5|72|6|h|1|-0.210381
72|6|72|7|h|1|-0.192473
72|7|72|8|h|1|-0.171771
72|8|72|9|h|1|-0.228018
72|9|72|10|h|1|-0.214743
72|10|72|11|h|1|-0.200589
72|11|72|12|h|1|-0.19188
72|12|72|13|h|1|-0.195867
72|13|72|14|h|1|-0.221275
72|14|72|15|h|1|-0.157716
72|15|72|16|h|1|-0.22455
72|16|72|17|h|1|-0.1604
72|17|72|18|h|1|-0.205003
72|18|72|19|h|1|-0.182842
72|19|72|20|h|1|-0.209888
72|20|72|21|h|1|-0.163439
72|21|72|22|h|1|-0.200326
72|22|72|23|h|1|-0.223759
72|23|72|24|h|1|-0.195499
72|24|72|25|h|1|-0.163346
72|25|72|26|h|1|-0.159665
72|26|72|27|h|1|-0.205418
72|27|72|28|h|1|-0.162185
72|28|72|29|h|1|-0.162322
72|29|72|30|h|1|-0.190076
72|30|72|31|h|1|-0.173154
72|31|72|32|h|1|-0.172738
72|32|72|33|h|1|-0.194429
72|33|72|34|h|1|-0.178741
72|34|72|35|h|1|-0.173919
72|35|72|36|h|1|-0.197049
72|36|72|37|h|1|-0.179532
72|37|72|38|h|1|-0.163022
72|38|72|39|h|1|-0.21024
72|39|72|40|h|1|-0.202628
72|40|72|41|h|1|-0.173359
72|41|72|42|h|1|-0.202365
72|42|72|43|h|1|-0.231623
72|43|72|44|h|1|-0.231693
72|44|72|45|h|1|-0.198423
72|45|72|46|h|1|-0.164418
72|46|72|47|h|1|-0.192643
72|47|72|48|h|1|-0.15885
72|48|72|49|h|1|-0.189274
72|49|72|50|h|1|-0.228005
72|50|72|51|h|1|-0.193368
72|51|72|52|h|1|-0.199876
72|52|72|1|h|1|-0.169121
72|1|198|6|d|5|-0.18276
72|1|198|6|g|5|0.211721
72|2|198|7|d|5|-0.212011
72|2|198|7|g|5|0.191305
72|3|198|8|d|5|-0.233139
72|3|198|8|g|5|0.238649
72|4|198|9|d|5|-0.204136
72|4|198|9|g|5|0.201752
72|5|198|10|d|5|-0.211501
72|5|198|10|g|5|0.198303
72|6|198|11|d|5|-0.195967
72|6|198|11|g|5|0.188584
72|7|198|12|d|5|-0.185634
72|7|198|12|g|5|0.213368
72|8|198|13|d|5|-0.238251
72|8|198|13|g|5|0.220993
72|9|198|14|d|5|-0.235719
72|9|198|14|g|5|0.171365
72|10|198|15|d|5|-0.22523
72|10|198|15|g|5|0.221515
72|11|198|16|d|5|-0.215272
72|11|198|16|g|5|0.21169
72|12|198|17|d|5|-0.196092
72|12|198|17|g|5|0.226418
72|13|198|18|d|5|-0.263808
72|13|198|18|g|5|0.185953
72|14|198|19|d|5|-0.253273
72|14|198|19|g|5|0.1693
72|15|198|20|d|5|-0.20371
72|15|198|20|g|5|0.213025
72|16|198|21|d|5|-0.216377
72|16|198|21|g|5|0.21934
72|17|198|22|d|5|-0.232387
72|17|198|22|g|5|0.179776
72|18|198|23|d|5|-0.193282
72|18|198|23|g|5|0.186561
72|19|198|24|d|5|-0.267714
72|19|198|24|g|5|0.235778
72|20|198|25|d|5|-0.258917
72|20|198|25|g|5|0.225994
72|21|198|26|d|5|-0.198916
72|21|198|26|g|5|0.21362
72|22|198|27|d|5|-0.22716
72|22|198|27|g|5|0.179482
72|23|198|28|d|5|-0.215053
72|23|198|28|g|5|0.23302
72|24|198|29|d|5|-0.237354
72|24|198|29|g|5|0.190047
72|25|198|30|d|5|-0.255348
72|25|198|30|g|5|0.229154
72|26|198|31|d|5|-0.229923
72|26|198|31|g|5|0.227967
72|27|198|32|d|5|-0.195274
72|27|198|32|g|5|0.246218
72|28|198|33|d|5|-0.205875
72|28|198|33|g|5|0.189007
72|29|198|34|d|5|-0.255228
72|29|198|34|g|5|0.196825
72|30|198|35|d|5|-0.256661
72|30|198|35|g|5|0.200511
72|31|198|36|d|5|-0.231272
72|31|198|36|g|5|0.164925
72|32|198|37|d|5|-0.247668
72|32|198|37|g|5|0.156734
72|33|198|38|d|5|-0.262893
72|33|198|38|g|5|0.168694
72|34|198|39|d|5|-0.224099
72|34|198|39|g|5|0.134253
72|35|198|40|d|5|-0.269816
72|35|198|40|g|5|0.184346
72|36|198|41|d|5|-0.221871
72|36|198|41|g|5|0.203045
72|37|198|42|d|5|-0.26576
72|37|198|42|g|5|0.19284
72|38|198|43|d|5|-0.202544
72|38|198|43|g|5|0.198296
72|39|198|44|d|5|-0.21079
72|39|198|44|g|5|0.189791
72|40|198|45|d|5|-0.263977
72|40|198|45|g|5|0.139031
72|41|198|46|d|5|-0.25741
72|41|198|46|g|5|0.182369
72|42|198|47|d|5|-0.254335
72|42|198|47|g|5|0.162577
72|43|198|48|d|5|-0.232477
72|43|198|48|g|5|0.172927
72|44|198|49|d|5|-0.185376
72|44|198|49|g|5|0.165058
72|45|198|50|d|5|-0.229293
72|45|198|50|g|5|0.146057
72|46|198|51|d|5|-0.250878
72|46|198|51|g|5|0.143067
72|47|198|52|d|5|-0.262539
72|47|198|52|g|5|0.1751
72|48|198|1|d|5|-0.236664
72|48|198|1|g|5|0.158779
72|49|198|2|d|5|-0.200632
72|49|198|2|g|5|0.172534
72|50|198|3|d|5|-0.247069
72|50|198|3|g|5|0.145505
72|51|198|4|d|5|-0.214564
72|51|198|4|g|5|0.190709
72|52|198|5|d|5|-0.238664
72|52|198|5|g|5|0.171901
72|1|216|6|d|5|-0.202069
72|1|216|6|g|5|0.186167
72|2|216|7|d|5|-0.252621
72|2|216|7|g|5|0.201578
72|3|216|8|d|5|-0.197851
72|3|216|8|g|5|0.180577
72|4|216|9|d|5|-0.227192
72|4|216|9|g|5|0.21452
72|5|216|10|d|5|-0.196087
72|5|216|10|g|5|0.193545
72|6|216|11|d|5|-0.2329
72|6|216|11|g|5|0.161969
72|7|216|12|d|5|-0.205812
72|7|216|12|g|5|0.195969
72|8|216|13|d|5|-0.247079
72|8|216|13|g|5|0.198041
72|9|216|14|d|5|-0.246046
72|9|216|14|g|5|0.202724
72|10|216|15|d|5|-0.257126
72|10|216|15|g|5|0.234985
72|11|216|16|d|5|-0.253537
72|11|216|16|g|5|0.213582
72|12|216|17|d|5|-0.271479
72|12|216|17|g|5|0.166248
72|13|216|18|d|5|-0.199081
72|13|216|18|g|5|0.225636
72|14|216|19|d|5|-0.256261
72|14|216|19|g|5|0.228121
72|15|216|20|d|5|-0.26047
72|15|216|20|g|5|0.209627
72|16|216|21|d|5|-0.265831
72|16|216|21|g|5|0.184973
72|17|216|22|d|5|-0.266294
72|17|216|22|g|5|0.220206
72|18|216|23|d|5|-0.1962
72|18|216|23|g|5|0.24879
72|19|216|24|d|5|-0.208168
72|19|216|24|g|5|0.197908
72|20|216|25|d|5|-0.196943
72|20|216|25|g|5|0.180474
72|21|216|26|d|5|-0.250672
72|21|216|26|g|5|0.202226
72|22|216|27|d|5|-0.270083
72|22|216|27|g|5|0.181798
72|23|216|28|d|5|-0.257808
72|23|216|28|g|5|0.260983
72|24|216|29|d|5|-0.183377
72|24|216|29|g|5|0.185962
72|25|216|30|d|5|-0.212882
72|25|216|30|g|5|0.249498
72|26|216|31|d|5|-0.257318
72|26|216|31|g|5|0.196272
72|27|216|32|d|5|-0.199466
72|27|216|32|g|5|0.236319
72|28|216|33|d|5|-0.235463
72|28|216|33|g|5|0.169699
