p_o|p_d|t_1|t_2|demand
72|198|1|2|325.81
72|198|2|3|401.48
72|198|3|4|329.58
72|198|4|6|306.26
72|198|5|6|304.8
72|198|6|8|310.77
72|198|7|8|286.04
72|198|8|9|293.64
72|198|9|11|293.24
72|198|10|11|372.17
72|198|11|12|294.64
72|198|12|14|424.42
72|198|13|15|364.5
72|198|14|15|301.66
72|198|15|16|343.25
72|198|16|17|424.45
72|198|17|18|359.49
72|198|18|20|428.81
72|198|19|21|311.35
72|198|20|21|330.12
72|198|21|22|382.66
72|198|22|24|389.21
72|198|23|24|308.43
72|198|24|26|446.91
72|198|25|27|362.47
72|198|26|27|301.82
72|198|27|29|327.47
72|198|28|29|315.68
72|198|29|30|309.01
72|198|30|31|398.49
72|198|31|32|293.52
72|198|32|34|381.68
72|198|33|34|365.54
72|198|34|36|355.57
72|198|35|36|287.34
72|198|36|37|307.63
72|198|37|38|313.82
72|198|38|40|367.62
72|198|39|40|285.07
72|198|40|42|282.41
72|198|41|43|277.15
72|198|42|43|355.81
72|198|43|44|332.54
72|198|44|45|307.97
72|198|45|46|303.14
72|198|46|48|312.28
72|198|47|49|317.63
72|198|48|49|298.17
72|198|49|51|365.4
72|198|50|52|334.84
72|198|51|1|355.92
72|198|52|2|304.79
72|216|1|2|5.59
72|216|2|4|6.63
72|216|3|5|4.72
72|216|4|6|6.51
72|216|5|7|4.89
72|216|6|8|5.41
72|216|7|9|6.07
72|216|8|10|4.48
72|216|9|11|4.84
72|216|10|11|4.89
72|216|11|13|6.44
72|216|12|14|5.63
72|216|13|14|4.59
72|216|14|16|6.51
72|216|15|16|6.23
72|216|16|17|5.85
72|216|17|18|5.09
72|216|18|20|5.71
72|216|19|21|5.02
72|216|20|21|5.66
72|216|21|23|5.32
72|216|22|24|5.86
72|216|23|24|5.14
72|216|24|26|5.85
72|216|25|27|6.28
72|216|26|27|6.34
72|216|27|28|6.04
72|216|28|29|6.13
72|216|29|31|6.47
72|216|30|32|4.78
72|216|31|33|5.67
72|216|32|33|5.9
72|216|33|35|5.47
72|216|34|35|4.79
72|216|35|37|5.36
72|216|36|37|4.2
72|216|37|38|6.1
72|216|38|40|4.94
72|216|39|41|5.14
72|216|40|41|4.22
72|216|41|43|4.72
72|216|42|44|5.7
72|216|43|44|4.37
72|216|44|46|5.36
72|216|45|46|5.39
72|216|46|47|5.68
72|216|47|49|5.41
72|216|48|49|5.95
