p_o|p_d|t_1|t_2|demand
72|198|1|2|707.95
72|198|2|3|1074.37
72|198|3|4|1080.51
72|198|4|6|1003.47
72|198|5|6|785.36
72|198|6|8|942.75
72|198|7|8|938.67
72|198|8|9|1017.09
72|198|9|11|977.83
72|198|10|11|1053.0
72|198|11|12|845.1
72|198|12|14|756.87
72|198|13|15|718.11
72|198|14|15|838.75
72|198|15|16|1109.96
72|198|16|17|1094.27
72|198|17|18|846.49
72|198|18|20|783.27
72|198|19|21|907.1
72|198|20|21|992.18
72|198|21|22|1001.17
72|198|22|24|908.88
72|198|23|24|900.53
72|198|24|26|1058.14
72|198|25|27|1074.32
72|198|26|27|834.79
72|198|27|29|1047.96
72|198|28|29|878.23
72|198|29|30|849.83
72|198|30|31|830.64
72|198|31|32|900.62
72|198|32|34|869.24
72|198|33|34|735.37
72|198|34|36|717.38
72|198|35|36|901.62
72|198|36|37|918.4
72|198|37|38|941.22
72|198|38|40|998.8
72|198|39|40|780.63
72|198|40|42|682.73
72|198|41|43|951.16
72|198|42|43|813.41
72|198|43|44|924.26
72|198|44|45|851.03
72|198|45|46|898.19
72|198|46|48|807.8
72|198|47|49|838.89
72|198|48|49|672.97
72|198|49|51|837.04
72|198|50|52|943.41
72|198|51|1|693.96
72|198|52|2|744.0
72|216|1|2|14.88
72|216|2|4|14.47
72|216|3|5|15.26
72|216|4|6|14.68
72|216|5|7|11.27
72|216|6|8|13.73
72|216|7|9|14.29
72|216|8|10|14.92
72|216|9|11|14.44
72|216|10|11|12.52
72|216|11|13|13.51
72|216|12|14|13.38
72|216|13|14|13.85
72|216|14|16|13.74
72|216|15|16|15.68
72|216|16|17|14.77
72|216|17|18|12.41
72|216|18|20|16.97
72|216|19|21|14.24
72|216|20|21|14.25
72|216|21|23|16.77
72|216|22|24|12.73
72|216|23|24|12.53
72|216|24|26|13.5
72|216|25|27|13.97
72|216|26|27|15.98
72|216|27|28|13.6
72|216|28|29|14.62
72|216|29|31|13.53
72|216|30|32|11.91
72|216|31|33|15.7
72|216|32|33|12.13
72|216|33|35|15.41
72|216|34|35|13.72
72|216|35|37|10.37
72|216|36|37|10.89
72|216|37|38|14.84
72|216|38|40|16.55
72|216|39|41|15.22
72|216|40|41|12.61
72|216|41|43|13.26
72|216|42|44|14.38
72|216|43|44|13.11
72|216|44|46|13.63
72|216|45|46|12.29
72|216|46|47|12.17
72|216|47|49|12.9
72|216|48|49|15.03
72|216|49|51|14.97
72|216|50|52|12.7
72|216|51|52|11.98
72|216|52|1|11.9
72|469|1|2|521.28
72|469|2|4|412.95
72|469|3|5|422.71
72|469|4|6|576.78
72|469|5|7|516.65
72|469|6|8|420.03
72|469|7|8|431.3
72|469|8|10|404.55
72|469|9|10|485.98
72|469|10|11|527.42
72|469|11|12|596.28
72|469|12|14|477.96
72|469|13|15|402.23
72|469|14|16|487.67
72|469|15|16|563.44
72|469|16|18|585.25
72|469|17|19|599.16
72|469|18|20|449.0
72|469|19|20|531.63
72|469|20|22|597.89
72|469|21|23|568.04
72|469|22|23|390.24
72|469|23|24|435.64
72|469|24|25|572.63
72|469|25|27|433.73
72|469|26|28|417.13
72|469|27|28|440.39
72|469|28|29|592.78
72|469|29|30|464.27
72|469|30|31|593.47
72|469|31|33|427.0
72|469|32|33|556.28
72|469|33|35|455.98
72|469|34|35|400.98
72|469|35|36|452.09
72|469|36|38|512.16
72|469|37|38|534.57
72|469|38|39|422.14
72|469|39|40|387.93
72|469|40|41|366.98
72|469|41|42|513.65
72|469|42|44|381.72
72|469|43|45|355.19
72|469|44|45|455.81
72|469|45|46|417.31
72|469|46|47|406.7
72|469|47|49|387.14
72|469|48|49|409.61
72|469|49|51|444.5
72|469|50|52|484.65
72|469|51|1|504.64
72|469|52|2|395.14
72|689|1|2|1563.31
72|689|2|3|1916.76
72|689|3|5|1597.31
72|689|4|6|1551.47
72|689|5|7|1378.53
72|689|6|7|1324.39
72|689|7|8|1680.57
72|689|8|10|1526.01
72|689|9|10|1692.48
72|689|10|12|1662.08
72|689|11|13|1580.2
72|689|12|14|1801.07
72|689|13|15|1896.87
72|689|14|15|1782.7
72|689|15|17|1923.84
72|689|16|18|1470.32
72|689|17|19|1985.38
72|689|18|19|1445.83
72|689|19|21|1635.56
72|689|20|22|1871.87
72|689|21|22|1927.77
72|689|22|23|1587.04
72|689|23|25|1919.67
72|689|24|25|2013.34
72|689|25|26|1364.34
72|689|26|27|1612.65
72|689|27|28|1709.71
72|689|28|30|1369.4
72|689|29|31|1584.16
72|689|30|31|1507.18
72|689|31|33|1301.99
72|689|32|33|1335.93
72|689|33|35|1734.69
72|689|34|35|1663.77
72|689|35|37|1260.17
72|689|36|37|1249.3
72|689|37|39|1522.41
72|689|38|40|1703.96
72|689|39|41|1523.73
72|689|40|42|1291.31
72|689|41|43|1450.97
72|689|42|43|1412.79
72|689|43|44|1519.57
72|689|44|45|1328.18
72|689|45|47|1269.24
