p_o|p_d|t_1|t_2|demand
72|198|1|2|571.38
72|198|2|3|762.48
72|198|3|4|634.18
72|198|4|6|639.79
72|198|5|6|664.51
72|198|6|8|793.45
72|198|7|8|739.87
72|198|8|9|705.21
72|198|9|11|574.63
72|198|10|11|795.26
72|198|11|12|695.9
72|198|12|14|807.62
72|198|13|15|645.25
72|198|14|15|590.78
72|198|15|16|850.23
72|198|16|17|648.34
72|198|17|18|711.7
72|198|18|20|704.0
72|198|19|21|624.96
72|198|20|21|854.71
72|198|21|22|820.19
72|198|22|24|821.64
72|198|23|24|713.08
72|198|24|26|885.19
72|198|25|27|727.04
72|198|26|27|775.74
72|198|27|29|609.99
72|198|28|29|844.72
72|198|29|30|673.11
72|198|30|31|669.48
72|198|31|32|552.42
72|198|32|34|693.85
72|198|33|34|670.44
72|198|34|36|692.8
72|198|35|36|778.64
72|198|36|37|779.93
72|198|37|38|812.48
72|198|38|40|720.24
72|198|39|40|592.35
72|198|40|42|553.4
72|198|41|43|755.25
72|198|42|43|625.75
72|198|43|44|728.91
72|198|44|45|675.37
72|198|45|46|667.04
72|198|46|48|585.79
72|198|47|49|755.4
72|198|48|49|567.38
72|198|49|51|630.23
72|198|50|52|816.73
72|198|51|1|723.49
72|198|52|2|640.07
72|216|1|2|10.85
72|216|2|4|11.04
72|216|3|5|12.71
72|216|4|6|10.74
72|216|5|7|11.95
72|216|6|8|11.76
72|216|7|9|11.35
72|216|8|10|11.05
72|216|9|11|9.79
72|216|10|11|10.03
72|216|11|13|12.74
72|216|12|14|10.35
72|216|13|14|11.92
72|216|14|16|10.35
72|216|15|16|9.97
72|216|16|17|11.0
72|216|17|18|10.72
72|216|18|20|10.69
72|216|19|21|12.21
72|216|20|21|10.58
72|216|21|23|12.4
72|216|22|24|11.79
72|216|23|24|12.63
72|216|24|26|9.88
72|216|25|27|13.71
72|216|26|27|11.4
72|216|27|28|13.31
72|216|28|29|10.05
72|216|29|31|11.91
72|216|30|32|13.76
72|216|31|33|12.95
72|216|32|33|8.66
72|216|33|35|10.54
72|216|34|35|9.44
72|216|35|37|8.46
72|216|36|37|10.8
72|216|37|38|8.78
72|216|38|40|11.68
72|216|39|41|12.66
72|216|40|41|11.47
72|216|41|43|11.85
72|216|42|44|11.14
72|216|43|44|8.71
72|216|44|46|9.65
72|216|45|46|11.48
72|216|46|47|9.1
72|216|47|49|9.99
72|216|48|49|10.54
72|216|49|51|8.64
72|216|50|52|10.65
72|216|51|52|8.48
72|216|52|1|9.48
72|469|1|2|409.17
72|469|2|4|436.75
72|469|3|5|481.24
72|469|4|6|436.4
72|469|5|7|348.13
72|469|6|8|443.68
72|469|7|8|389.81
72|469|8|10|434.51
72|469|9|10|455.51
72|469|10|11|452.92
72|469|11|12|382.87
72|469|12|14|412.14
72|469|13|15|383.2
72|469|14|16|425.88
72|469|15|16|405.58
72|469|16|18|341.91
72|469|17|19|430.67
72|469|18|20|368.82
72|469|19|20|454.64
72|469|20|22|348.36
72|469|21|23|318.04
72|469|22|23|355.26
72|469|23|24|488.51
72|469|24|25|445.37
72|469|25|27|394.88
72|469|26|28|339.14
72|469|27|28|332.14
72|469|28|29|437.47
72|469|29|30|468.38
72|469|30|31|328.34
72|469|31|33|391.82
72|469|32|33|409.7
72|469|33|35|341.65
72|469|34|35|364.86
72|469|35|36|405.03
72|469|36|38|383.15
72|469|37|38|365.47
72|469|38|39|326.11
72|469|39|40|385.32
72|469|40|41|344.68
72|469|41|42|307.06
72|469|42|44|295.58
72|469|43|45|351.23
72|469|44|45|324.35
72|469|45|46|309.26
72|469|46|47|296.77
72|469|47|49|407.3
72|469|48|49|333.23
72|469|49|51|407.78
72|469|50|52|304.2
