p_o|p_d|t_1|t_2|demand
72|198|1|2|928.03
72|198|2|3|930.55
72|198|3|4|958.65
72|198|4|6|1034.2
72|198|5|6|974.88
72|198|6|8|967.55
72|198|7|8|1038.63
72|198|8|9|1020.55
72|198|9|11|953.59
72|198|10|11|768.08
72|198|11|12|768.37
72|198|12|14|794.81
72|198|13|15|716.78
72|198|14|15|1043.55
72|198|15|16|860.63
72|198|16|17|867.63
72|198|17|18|996.12
72|198|18|20|890.9
72|198|19|21|836.09
72|198|20|21|988.81
72|198|21|22|1001.9
72|198|22|24|890.99
72|198|23|24|1022.02
72|198|24|26|885.08
72|198|25|27|1025.12
72|198|26|27|901.6
72|198|27|29|920.8
72|198|28|29|1089.82
72|198|29|30|826.39
72|198|30|31|850.13
72|198|31|32|930.45
72|198|32|34|804.93
72|198|33|34|773.14
72|198|34|36|787.15
72|198|35|36|674.65
72|198|36|37|688.23
72|198|37|38|706.68
72|198|38|40|784.54
72|198|39|40|977.1
72|198|40|42|839.62
72|198|41|43|927.91
72|198|42|43|745.97
72|198|43|44|710.14
72|198|44|45|737.92
72|198|45|46|929.96
72|198|46|48|655.17
72|198|47|49|770.85
72|198|48|49|759.37
72|198|49|51|919.37
72|198|50|52|824.64
72|198|51|1|928.74
72|198|52|2|821.16
72|216|1|2|11.45
72|216|2|4|16.61
72|216|3|5|15.24
72|216|4|6|15.58
72|216|5|7|14.41
72|216|6|8|11.09
72|216|7|9|13.01
72|216|8|10|14.45
72|216|9|11|13.37
72|216|10|11|13.49
72|216|11|13|13.56
72|216|12|14|14.68
72|216|13|14|11.69
72|216|14|16|13.7
72|216|15|16|16.34
72|216|16|17|12.19
72|216|17|18|15.73
72|216|18|20|12.56
72|216|19|21|15.43
72|216|20|21|16.66
72|216|21|23|16.07
72|216|22|24|13.33
72|216|23|24|16.05
72|216|24|26|15.21
72|216|25|27|13.36
72|216|26|27|17.01
72|216|27|28|11.55
72|216|28|29|12.34
72|216|29|31|14.76
72|216|30|32|15.36
72|216|31|33|11.52
72|216|32|33|13.03
72|216|33|35|12.82
72|216|34|35|14.25
72|216|35|37|13.94
72|216|36|37|12.82
72|216|37|38|12.67
72|216|38|40|14.28
72|216|39|41|16.54
72|216|40|41|11.72
72|216|41|43|12.2
72|216|42|44|11.19
72|216|43|44|10.07
72|216|44|46|13.48
72|216|45|46|12.38
72|216|46|47|14.39
72|216|47|49|11.3
72|216|48|49|14.29
72|216|49|51|14.03
72|216|50|52|11.91
72|216|51|52|10.92
72|216|52|1|10.33
72|469|1|2|414.05
72|469|2|4|571.76
72|469|3|5|514.01
72|469|4|6|552.6
72|469|5|7|544.27
72|469|6|8|422.6
72|469|7|8|412.6
72|469|8|10|425.48
72|469|9|10|460.1
72|469|10|11|427.74
72|469|11|12|477.15
72|469|12|14|441.8
72|469|13|15|430.06
72|469|14|16|506.56
72|469|15|16|609.25
72|469|16|18|495.86
72|469|17|19|416.15
72|469|18|20|606.21
72|469|19|20|542.87
72|469|20|22|489.6
72|469|21|23|471.14
72|469|22|23|459.75
72|469|23|24|553.57
72|469|24|25|447.17
72|469|25|27|507.22
72|469|26|28|416.47
72|469|27|28|513.32
72|469|28|29|500.68
72|469|29|30|535.48
72|469|30|31|567.92
72|469|31|33|426.77
72|469|32|33|444.08
72|469|33|35|492.49
72|469|34|35|475.83
72|469|35|36|469.49
72|469|36|38|493.52
72|469|37|38|524.22
72|469|38|39|426.53
72|469|39|40|464.9
72|469|40|41|363.25
72|469|41|42|498.82
72|469|42|44|447.14
72|469|43|45|379.91
72|469|44|45|469.42
72|469|45|46|429.82
72|469|46|47|464.2
72|469|47|49|446.21
72|469|48|49|439.52
72|469|49|51|515.51
72|469|50|52|440.07
72|469|51|1|483.75
72|469|52|2|496.54
72|689|1|2|1266.59
72|689|2|3|1443.42
72|689|3|5|1824.93
72|689|4|6|1431.26
72|689|5|7|1570.16
72|689|6|7|1609.33
72|689|7|8|1564.59
72|689|8|10|1797.5
72|689|9|10|1809.27
72|689|10|12|1881.17
72|689|11|13|1957.4
72|689|12|14|1661.12
72|689|13|15|1469.3
72|689|14|15|1545.63
72|689|15|17|1927.87
72|689|16|18|1738.89
72|689|17|19|1782.63
72|689|18|19|1514.36
72|689|19|21|1804.49
72|689|20|22|1447.95
72|689|21|22|1838.0
72|689|22|23|1831.3
72|689|23|25|1765.53
72|689|24|25|1856.57
72|689|25|26|1505.54
72|689|26|27|1507.48
72|689|27|28|1330.21
72|689|28|30|1939.81
72|689|29|31|1976.63
72|689|30|31|1627.4
72|689|31|33|1717.0
72|689|32|33|1527.95
72|689|33|35|1675.34
72|689|34|35|1772.96
72|689|35|37|1636.61
72|689|36|37|1749.92
72|689|37|39|1809.67
72|689|38|40|1540.67
72|689|39|41|1317.51
72|689|40|42|1419.99
72|689|41|43|1599.75
72|689|42|43|1465.37
72|689|43|44|1183.74
72|689|44|45|1412.06
72|689|45|47|1396.15
72|689|46|48|1185.17
72|689|47|48|1430.24
72|689|48|50|1539.51
72|689|49|50|1249.45
72|689|50|52|1341.26
72|689|51|52|1702.86
72|689|52|1|1456.23
72|780|1|2|2303.22
72|780|2|3|2353.99
72|780|3|5|2997.72
72|780|4|6|2514.41
72|780|5|6|2903.47
72|780|6|7|2346.49
72|780|7|9|2459.19
72|780|8|10|2924.63
72|780|9|10|2373.05
72|780|10|12|2514.67
72|780|11|12|2658.46
72|780|12|13|2733.94
72|780|13|14|2569.15
72|780|14|16|2061.87
72|780|15|16|2635.31
72|780|16|17|2984.67
72|780|17|19|2263.3
72|780|18|20|3018.36
72|780|19|20|2813.78
72|780|20|22|2740.65
72|780|21|22|2565.06
72|780|22|23|2226.51
72|780|23|25|2783.83
72|780|24|26|2553.68
72|780|25|26|2435.79
72|780|26|27|2633.34
72|780|27|28|2639.66
72|780|28|30|2961.98
72|780|29|31|2873.56
72|780|30|31|2499.27
72|780|31|33|2142.66
72|780|32|33|2318.56
72|780|33|34|2239.3
72|780|34|36|1871.61
72|780|35|36|2034.5
72|780|36|38|2071.49
72|780|37|38|2127.54
72|780|38|40|2138.92
72|780|39|41|2271.85
72|780|40|41|2417.91
72|780|41|43|2669.09
72|780|42|43|2548.52
72|780|43|45|2515.08
72|780|44|46|2247.13
72|780|45|47|1829.52
72|780|46|47|2634.26
72|780|47|49|2662.39
72|780|48|50|1931.06
72|780|49|50|2200.9
72|780|50|52|2841.66
72|780|51|52|2787.22
72|780|52|1|2178.87
72|963|1|2|1.21
72|963|2|4|1.56
72|963|3|4|1.64
72|963|4|5|1.3
72|963|5|7|1.38
72|963|6|8|1.26
72|963|7|8|1.57
72|963|8|10|1.6
72|963|9|10|1.24
72|963|10|11|1.31
72|963|11|12|1.33
72|963|12|13|1.42
72|963|13|15|1.39
72|963|14|15|1.29
72|963|15|17|1.35
72|963|16|17|1.46
72|963|17|19|1.57
72|963|18|19|1.57
72|963|19|21|1.36
72|963|20|22|1.55
72|963|21|23|1.18
72|963|22|24|1.12
72|963|23|24|1.17
72|963|24|26|1.57
72|963|25|27|1.72
72|963|26|28|1.48
72|963|27|28|1.63
72|963|28|29|1.26
72|963|29|30|1.48
72|963|30|31|1.33
72|963|31|32|1.33
72|963|32|33|1.45
72|963|33|34|1.4
72|963|34|36|1.22
72|963|35|36|1.26
72|963|36|38|1.07
72|963|37|39|1.16
72|963|38|40|1.52
72|963|39|41|1.14
72|963|40|41|1.07
72|963|41|42|1.2
72|963|42|43|1.42
72|963|43|44|1.25
72|963|44|45|1.14
72|963|45|47|1.12
72|963|46|48|1.01
72|963|47|48|1.35
72|963|48|50|1.4
72|963|49|50|1.33
72|963|50|52|1.5
72|963|51|52|1.54
72|963|52|2|1.48
72|1056|1|2|687.25
72|1056|2|4|716.03
72|1056|3|5|935.24
72|1056|4|5|712.1
72|1056|5|6|892.74
72|1056|6|8|694.95
72|1056|7|9|715.75
72|1056|8|9|785.38
72|1056|9|11|836.78
72|1056|10|12|888.44
72|1056|11|12|916.98
72|1056|12|14|856.49
72|1056|13|15|950.76
72|1056|14|16|862.43
72|1056|15|17|724.39
72|1056|16|17|1025.61
72|1056|17|18|930.53
72|1056|18|20|1032.62
72|1056|19|20|924.34
72|1056|20|22|912.32
72|1056|21|23|726.32
72|1056|22|24|850.64
72|1056|23|25|746.47
72|1056|24|26|1014.0
72|1056|25|27|936.15
72|1056|26|28|690.91
72|1056|27|28|731.9
72|1056|28|30|973.38
72|1056|29|31|1010.3
72|1056|30|32|888.0
72|1056|31|33|751.06
72|1056|32|33|753.44
72|1056|33|34|645.92
72|1056|34|36|850.36
72|1056|35|37|899.76
72|1056|36|37|841.25
72|1056|37|38|840.12
72|1056|38|39|711.0
72|1056|39|41|988.49
72|1056|40|42|807.74
72|1056|41|43|742.22
72|1056|42|44|705.89
72|1056|43|45|807.68
72|1056|44|45|626.12
72|1056|45|47|847.63
72|1056|46|47|776.55
72|1056|47|48|925.85
72|1056|48|50|858.54
72|1056|49|51|798.95
72|1056|50|51|700.26
72|1056|51|52|771.69
72|1056|52|2|838.89
198|72|1|3|1161.81
198|72|2|3|1348.54
198|72|3|4|1397.03
198|72|4|5|1285.74
198|72|5|6|1438.23
198|72|6|8|1319.94
198|72|7|9|1519.65
198|72|8|10|1085.82
198|72|9|11|1532.78
198|72|10|11|963.0
198|72|11|13|1271.26
198|72|12|14|946.15
198|72|13|14|1247.09
198|72|14|16|1027.31
198|72|15|17|1010.61
198|72|16|17|736.51
198|72|17|19|846.46
198|72|18|20|890.74
198|72|19|21|1277.46
198|72|20|22|1165.17
198|72|21|22|1269.48
198|72|22|24|1024.11
198|72|23|24|1041.2
198|72|24|25|1217.34
198|72|25|26|1016.39
198|72|26|28|1307.12
198|72|27|29|1292.87
198|72|28|29|1319.03
198|72|29|30|1330.56
198|72|30|31|1448.53
198|72|31|32|1069.2
198|72|32|33|1056.61
198|72|33|34|1275.26
198|72|34|36|1401.47
198|72|35|36|1137.29
198|72|36|37|1233.56
198|72|37|39|1130.5
198|72|38|39|996.54
198|72|39|41|1273.58
198|72|40|41|989.17
198|72|41|43|1256.41
198|72|42|43|828.11
198|72|43|44|959.51
198|72|44|46|954.89
198|72|45|47|1236.04
198|72|46|47|1133.47
198|72|47|48|896.16
198|72|48|49|902.85
198|72|49|51|1186.04
198|72|50|52|1162.28
198|72|51|1|1064.4
198|72|52|1|1069.77
198|258|1|3|452.51
198|258|2|3|471.41
198|258|3|4|542.12
198|258|4|6|551.54
198|258|5|6|597.7
198|258|6|8|480.49
198|258|7|9|624.52
198|258|8|10|604.65
198|258|9|11|583.58
198|258|10|11|507.22
198|258|11|12|516.97
198|258|12|13|498.24
198|258|13|15|372.46
198|258|14|16|366.78
198|258|15|17|322.52
198|258|16|17|332.48
198|258|17|18|372.26
198|258|18|19|410.02
198|258|19|21|490.53
198|258|20|21|530.2
198|258|21|22|507.29
198|258|22|23|482.44
198|258|23|25|545.13
198|258|24|26|537.41
198|258|25|27|386.01
198|258|26|28|504.66
198|258|27|29|489.33
198|258|28|30|564.95
198|258|29|31|498.43
198|258|30|31|533.15
198|258|31|32|445.51
198|258|32|33|487.6
198|258|33|35|530.11
198|258|34|36|502.02
198|258|35|37|408.06
198|258|36|37|579.36
198|258|37|38|434.63
198|258|38|40|512.46
198|258|39|40|434.53
198|258|40|42|421.98
198|258|41|42|482.71
198|258|42|44|414.6
198|258|43|44|425.79
198|258|44|45|485.84
198|258|45|46|552.11
198|258|46|48|503.81
198|258|47|49|413.31
198|258|48|50|469.04
198|258|49|50|423.45
198|258|50|52|411.18
198|258|51|52|570.28
198|258|52|2|565.83
198|780|1|2|15831.85
198|780|2|4|14586.82
198|780|3|4|17656.43
198|780|4|5|14978.92
198|780|5|7|18406.94
198|780|6|8|14921.4
198|780|7|8|20877.4
198|780|8|9|16562.09
198|780|9|11|18303.65
198|780|10|11|16308.72
198|780|11|12|14729.37
198|780|12|14|17044.76
198|780|13|15|13546.18
198|780|14|15|17490.13
198|780|15|16|17135.82
198|780|16|17|15312.66
198|780|17|18|13821.7
198|780|18|20|13012.48
198|780|19|20|15540.65
198|780|20|22|15358.27
198|780|21|22|15770.84
198|780|22|23|15373.77
198|780|23|25|17049.02
198|780|24|26|18665.64
198|780|25|27|14611.73
198|780|26|28|17571.72
