p_o|p_d|t_1|t_2|demand
72|198|1|2|371.21
72|198|2|3|372.22
72|198|3|4|383.46
72|198|4|6|413.68
72|198|5|6|389.95
72|198|6|8|387.02
72|198|7|8|415.45
72|198|8|9|408.22
72|198|9|11|381.44
72|198|10|11|307.23
72|198|11|12|307.35
72|198|12|14|317.92
72|198|13|15|286.71
72|198|14|15|417.42
72|198|15|16|344.25
72|198|16|17|347.05
72|198|17|18|398.45
72|198|18|20|356.36
72|198|19|21|334.44
72|198|20|21|395.52
72|198|21|22|400.76
72|198|22|24|356.4
72|198|23|24|408.81
72|198|24|26|354.03
72|198|25|27|410.05
72|198|26|27|360.64
72|198|27|29|368.32
72|198|28|29|435.93
72|198|29|30|330.56
72|198|30|31|340.05
72|198|31|32|372.18
72|198|32|34|321.97
72|198|33|34|309.26
72|198|34|36|314.86
72|198|35|36|269.86
72|198|36|37|275.29
72|198|37|38|282.67
72|198|38|40|313.81
72|198|39|40|390.84
72|198|40|42|335.85
72|198|41|43|371.16
72|198|42|43|298.39
72|198|43|44|284.06
72|198|44|45|295.17
72|198|45|46|371.99
72|198|46|48|262.07
72|198|47|49|308.34
72|198|48|49|303.75
72|198|49|51|367.75
72|198|50|52|329.85
72|198|51|1|371.5
72|198|52|2|328.47
72|216|1|2|4.58
72|216|2|4|6.64
72|216|3|5|6.09
72|216|4|6|6.23
72|216|5|7|5.76
72|216|6|8|4.44
72|216|7|9|5.2
72|216|8|10|5.78
72|216|9|11|5.35
72|216|10|11|5.39
72|216|11|13|5.42
72|216|12|14|5.87
72|216|13|14|4.68
72|216|14|16|5.48
72|216|15|16|6.54
72|216|16|17|4.88
72|216|17|18|6.29
72|216|18|20|5.02
72|216|19|21|6.17
72|216|20|21|6.67
72|216|21|23|6.43
72|216|22|24|5.33
72|216|23|24|6.42
72|216|24|26|6.08
72|216|25|27|5.34
72|216|26|27|6.81
72|216|27|28|4.62
72|216|28|29|4.94
72|216|29|31|5.9
72|216|30|32|6.15
72|216|31|33|4.61
72|216|32|33|5.21
72|216|33|35|5.13
72|216|34|35|5.7
72|216|35|37|5.57
72|216|36|37|5.13
72|216|37|38|5.07
72|216|38|40|5.71
72|216|39|41|6.62
72|216|40|41|4.69
72|216|41|43|4.88
72|216|42|44|4.48
72|216|43|44|4.03
72|216|44|46|5.39
72|216|45|46|4.95
72|216|46|47|5.76
72|216|47|49|4.52
72|216|48|49|5.72
72|216|49|51|5.61
72|216|50|52|4.76
72|216|51|52|4.37
72|216|52|1|4.13
72|469|1|2|165.62
72|469|2|4|228.71
72|469|3|5|205.6
72|469|4|6|221.04
72|469|5|7|217.71
72|469|6|8|169.04
72|469|7|8|165.04
72|469|8|10|170.19
72|469|9|10|184.04
72|469|10|11|171.09
72|469|11|12|190.86
72|469|12|14|176.72
72|469|13|15|172.02
72|469|14|16|202.62
72|469|15|16|243.7
72|469|16|18|198.35
72|469|17|19|166.46
72|469|18|20|242.48
72|469|19|20|217.15
72|469|20|22|195.84
72|469|21|23|188.45
72|469|22|23|183.9
72|469|23|24|221.43
72|469|24|25|178.87
72|469|25|27|202.89
72|469|26|28|166.59
72|469|27|28|205.33
72|469|28|29|200.27
72|469|29|30|214.19
72|469|30|31|227.17
72|469|31|33|170.71
72|469|32|33|177.63
72|469|33|35|197.0
72|469|34|35|190.33
72|469|35|36|187.8
72|469|36|38|197.41
72|469|37|38|209.69
72|469|38|39|170.61
72|469|39|40|185.96
72|469|40|41|145.3
72|469|41|42|199.53
72|469|42|44|178.85
72|469|43|45|151.96
72|469|44|45|187.77
72|469|45|46|171.93
72|469|46|47|185.68
72|469|47|49|178.49
72|469|48|49|175.81
72|469|49|51|206.2
72|469|50|52|176.03
72|469|51|1|193.5
72|469|52|2|198.61
72|689|1|2|506.64
72|689|2|3|577.37
72|689|3|5|729.97
72|689|4|6|572.5
72|689|5|7|628.06
72|689|6|7|643.73
72|689|7|8|625.84
72|689|8|10|719.0
72|689|9|10|723.71
72|689|10|12|752.47
72|689|11|13|782.96
72|689|12|14|664.45
72|689|13|15|587.72
72|689|14|15|618.25
72|689|15|17|771.15
72|689|16|18|695.55
72|689|17|19|713.05
72|689|18|19|605.74
72|689|19|21|721.8
72|689|20|22|579.18
72|689|21|22|735.2
72|689|22|23|732.52
72|689|23|25|706.21
72|689|24|25|742.63
72|689|25|26|602.21
72|689|26|27|602.99
72|689|27|28|532.08
72|689|28|30|775.92
72|689|29|31|790.65
72|689|30|31|650.96
