p_o|p_d|t_1|t_2|demand
72|198|1|2|944.59
72|198|2|3|734.38
72|198|3|4|902.22
72|198|4|6|945.69
72|198|5|6|881.52
72|198|6|8|999.46
72|198|7|8|853.92
72|198|8|9|846.51
72|198|9|11|919.97
72|198|10|11|1018.36
72|198|11|12|971.06
72|198|12|14|807.8
72|198|13|15|792.03
72|198|14|15|891.98
72|198|15|16|803.67
72|198|16|17|765.69
72|198|17|18|946.54
72|198|18|20|797.93
72|198|19|21|870.96
72|198|20|21|987.97
72|198|21|22|1049.22
72|198|22|24|696.32
72|198|23|24|863.39
72|198|24|26|915.4
72|198|25|27|1032.59
72|198|26|27|1054.96
72|198|27|29|1071.26
72|198|28|29|1013.27
72|198|29|30|1046.32
72|198|30|31|1032.9
72|198|31|32|779.33
72|198|32|34|775.26
72|198|33|34|729.19
72|198|34|36|968.25
72|198|35|36|861.84
72|198|36|37|719.31
72|198|37|38|955.3
72|198|38|40|720.67
72|198|39|40|730.31
72|198|40|42|702.89
72|198|41|43|924.88
72|198|42|43|750.7
72|198|43|44|838.95
72|198|44|45|898.92
72|198|45|46|930.36
72|198|46|48|668.48
72|198|47|49|936.75
72|198|48|49|693.4
72|198|49|51|954.85
72|198|50|52|787.3
72|198|51|1|832.52
72|198|52|2|865.61
72|216|1|2|13.89
72|216|2|4|11.67
72|216|3|5|16.69
72|216|4|6|13.47
72|216|5|7|15.5
72|216|6|8|11.34
72|216|7|9|14.54
72|216|8|10|16.06
72|216|9|11|13.27
72|216|10|11|15.2
72|216|11|13|14.96
72|216|12|14|15.51
72|216|13|14|13.82
72|216|14|16|15.8
72|216|15|16|13.82
72|216|16|17|13.35
72|216|17|18|14.73
72|216|18|20|13.63
72|216|19|21|14.51
72|216|20|21|16.0
72|216|21|23|14.95
72|216|22|24|12.2
72|216|23|24|17.46
72|216|24|26|14.96
72|216|25|27|11.67
72|216|26|27|13.64
72|216|27|28|14.49
72|216|28|29|12.13
72|216|29|31|12.72
72|216|30|32|14.3
72|216|31|33|12.97
72|216|32|33|10.99
72|216|33|35|14.59
72|216|34|35|11.13
72|216|35|37|11.35
72|216|36|37|11.17
72|216|37|38|14.99
72|216|38|40|13.32
72|216|39|41|14.41
72|216|40|41|11.1
72|216|41|43|12.42
72|216|42|44|14.79
72|216|43|44|13.46
72|216|44|46|14.77
72|216|45|46|9.95
72|216|46|47|11.37
72|216|47|49|13.03
72|216|48|49|12.84
72|216|49|51|11.39
72|216|50|52|12.79
72|216|51|52|12.18
72|216|52|1|10.65
72|469|1|2|442.78
72|469|2|4|451.93
72|469|3|5|418.9
72|469|4|6|406.75
72|469|5|7|498.38
72|469|6|8|471.84
72|469|7|8|488.94
72|469|8|10|436.15
72|469|9|10|497.04
72|469|10|11|490.43
72|469|11|12|455.93
72|469|12|14|520.56
72|469|13|15|531.43
72|469|14|16|588.67
72|469|15|16|408.54
72|469|16|18|567.11
72|469|17|19|583.92
72|469|18|20|450.83
72|469|19|20|538.22
72|469|20|22|605.1
72|469|21|23|585.1
72|469|22|23|518.67
72|469|23|24|506.28
72|469|24|25|507.68
72|469|25|27|601.51
72|469|26|28|502.92
72|469|27|28|589.72
72|469|28|29|458.22
72|469|29|30|571.06
72|469|30|31|414.35
72|469|31|33|452.23
72|469|32|33|383.21
72|469|33|35|469.82
72|469|34|35|431.54
72|469|35|36|528.3
72|469|36|38|377.86
72|469|37|38|507.64
72|469|38|39|478.93
72|469|39|40|434.81
72|469|40|41|510.22
72|469|41|42|392.45
72|469|42|44|512.49
72|469|43|45|495.1
72|469|44|45|423.23
72|469|45|46|401.92
72|469|46|47|358.36
72|469|47|49|439.87
72|469|48|49|511.25
72|469|49|51|525.78
72|469|50|52|454.78
72|469|51|1|483.61
72|469|52|2|482.96
72|689|1|2|1716.83
72|689|2|3|1407.39
72|689|3|5|1634.47
72|689|4|6|1399.74
72|689|5|7|1773.21
72|689|6|7|1855.66
72|689|7|8|1861.98
72|689|8|10|1374.85
72|689|9|10|1317.18
72|689|10|12|1978.64
72|689|11|13|1931.24
72|689|12|14|1847.27
72|689|13|15|1778.29
72|689|14|15|1467.17
72|689|15|17|1823.83
72|689|16|18|1505.74
72|689|17|19|1788.64
72|689|18|19|1878.78
72|689|19|21|1374.37
72|689|20|22|1973.53
72|689|21|22|1463.15
72|689|22|23|1627.28
72|689|23|25|1606.59
72|689|24|25|1635.82
72|689|25|26|1841.68
72|689|26|27|1884.93
72|689|27|28|1536.84
72|689|28|30|1637.97
72|689|29|31|1708.6
72|689|30|31|1505.82
72|689|31|33|1369.14
72|689|32|33|1659.47
72|689|33|35|1255.54
72|689|34|35|1480.36
72|689|35|37|1724.17
72|689|36|37|1513.75
72|689|37|39|1455.19
72|689|38|40|1859.62
72|689|39|41|1606.28
72|689|40|42|1629.25
72|689|41|43|1314.26
72|689|42|43|1547.17
72|689|43|44|1706.67
72|689|44|45|1511.03
72|689|45|47|1712.86
72|689|46|48|1385.96
72|689|47|48|1557.08
72|689|48|50|1429.63
72|689|49|50|1303.84
72|689|50|52|1361.43
72|689|51|52|1557.8
72|689|52|1|1214.2
72|780|1|2|2034.76
72|780|2|3|3008.17
72|780|3|5|2867.5
72|780|4|6|2340.72
72|780|5|6|2093.14
